Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																
Дата голосования: 02.12.2007																																
																																
Наименование Избирательной комиссии:    Старомайнская																																
																																
Сводная таблица результатов выборов																																
																																
		Сумма	УИК №549	УИК №550	УИК №551	УИК №552	УИК №553	УИК №554	УИК №555	УИК №556	УИК №557	УИК №558	УИК №559	УИК №560	УИК №561	УИК №562	УИК №563	УИК №564	УИК №565	УИК №566	УИК №567	УИК №568	УИК №569	УИК №570	УИК №571	УИК №572	УИК №573					
1	"Число избирателей, внесенных в списки избирателей"	13518	1739	1778	1836	903	311	158	344	346	327	239	313	181	329	543	220	180	413	317	274	881	252	214	722	506	192					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	13430	1810	1800	1850	890	310	160	350	330	320	230	300	170	310	530	200	200	390	300	270	870	240	200	720	480	200					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	9225	1022	1155	999	640	228	72	252	284	240	188	251	120	257	357	184	138	294	221	180	669	206	163	530	436	139					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	1192	57	61	60	111	53	79	56	41	67	41	41	47	44	55	5	14	29	44	38	80	31	14	50	41	33					
6	Число погашенных избирательных бюллетеней	3013	731	584	791	139	29	9	42	5	13	1	8	3	9	118	11	48	67	35	52	121	3	23	140	3	28					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1192	57	61	60	111	53	79	56	41	67	41	41	47	44	55	5	14	29	44	38	80	31	14	50	41	33					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	9224	1022	1155	999	640	228	72	252	284	240	188	251	120	257	357	184	138	293	221	180	669	206	163	530	436	139					
9	Число недействительных избирательных бюллетеней	60	9	6	12	2	2	0	0	1	0	2	0	0	1	0	0	5	1	0	6	3	0	0	2	8	0					
10	Число действительных избирательных бюллетеней	10356	1070	1210	1047	749	279	151	308	324	307	227	292	167	300	412	189	147	321	265	212	746	237	177	578	469	172					
