Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																
Дата голосования: 04.12.2011																																
																																
Наименование Избирательной комиссии:    Старомайнская																																
																																
Сводная таблица результатов выборов																																
																																
		Сумма	УИК №486	УИК №487	УИК №488	УИК №489	УИК №490	УИК №491	УИК №492	УИК №493	УИК №494	УИК №495	УИК №496	УИК №497	УИК №498	УИК №499	УИК №500	УИК №501	УИК №502	УИК №503	УИК №504	УИК №505	УИК №506	УИК №507	УИК №508	УИК №509	УИК №510					
1	"Число избирателей, внесенных в список избирателей"	13761	1729	1949	1929	175	334	339	915	309	712	218	247	885	284	258	287	166	320	563	222	442	200	329	289	465	195					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	12655	1600	1770	1760	170	330	300	900	270	700	200	220	800	310	230	290	150	270	550	180	370	175	270	240	400	200					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	8285	962	1109	949	73	209	245	536	184	506	167	177	573	167	175	214	124	227	364	147	239	150	179	172	295	142					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	1146	58	56	75	78	51	48	133	49	62	10	27	81	47	32	35	11	41	44	7	27	5	38	30	57	44					
6	Число погашенных избирательных бюллетеней	3224	580	605	736	19	70	7	231	37	132	23	16	146	96	23	41	15	2	142	26	104	20	53	38	48	14					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1146	58	56	75	78	51	48	133	49	62	10	27	81	47	32	35	11	41	44	7	27	5	38	30	57	44					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	8285	962	1109	949	73	209	245	536	184	506	167	177	573	167	175	214	124	227	364	147	239	150	179	172	295	142					
9	Число недействительных избирательных бюллетеней	106	9	18	9	1	0	6	1	3	8	4	4	10	4	0	2	0	3	1	0	4	4	1	2	11	1					
10	Число действительных избирательных бюллетеней	9325	1011	1147	1015	150	260	287	668	230	560	173	200	644	210	207	247	135	265	407	154	262	151	216	200	341	185					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	2370	150	160	150	95	125	65	120	65	210	55	70	120	120	120	65	50	50	120	80	80	45	65	90	40	60					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	1574	130	44	55	63	93	55	107	47	174	55	70	108	92	63	65	40	34	59	59	30	22	12	23	37	37					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	214	38	29	15	10	2	11	15	4	8	10	0	0	8	7	6	2	13	12	3	4	3	5	2	4	3					
14	Число погашенных неиспользованных открепительных удостоверений	796	20	116	95	32	32	10	13	18	36	0	0	12	28	57	0	10	16	61	21	50	23	53	67	3	23					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	14	3	6	0	0	0	0	0	0	0	0	0	0	1	0	2	2	0	0	0	0	0	0	0	0	0					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	1781	220	253	221	23	42	38	88	37	122	29	44	122	50	37	56	32	35	75	42	47	36	40	24	48	20					
