Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва													
Дата голосования: 04.12.2011													
													
Наименование Избирательной комиссии:    Приуральская													
													
Сводная таблица результатов выборов													
													
		Сумма	УИК №146	УИК №147	УИК №148	УИК №149	УИК №150	УИК №151					
1	"Число избирателей, внесенных в список избирателей"	10359	2521	3144	432	2097	1683	482					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	11200	2785	3358	461	2305	1709	582					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	2976	421	2078	0	365	0	112					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	5169	1568	882	356	1065	1016	282					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	335	46	53	27	40	131	38					
6	Число погашенных избирательных бюллетеней	2720	750	345	78	835	562	150					
7	Число избирательных бюллетеней в переносных ящиках для голосования	3308	466	2131	27	403	131	150					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	5091	1492	882	356	1064	1016	281					
9	Число недействительных избирательных бюллетеней	90	28	0	8	29	21	4					
10	Число действительных избирательных бюллетеней	8309	1930	3013	375	1438	1126	427					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	277	55	50	50	40	50	32					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	218	54	50	50	18	14	32					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	91	38	15	6	17	6	9					
14	Число погашенных неиспользованных открепительных удостоверений	59	1	0	0	22	36	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	23	19	3	0	1	0	0					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0					
													
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	607	129	40	32	203	160	43					
		7.23%	6.59%	1.33%	8.36%	13.84%	13.95%	9.98%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	934	252	46	93	245	215	83					
		11.12%	12.87%	1.53%	24.28%	16.70%	18.74%	19.26%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	77	16	4	5	23	16	13					
		0.92%	0.82%	0.13%	1.31%	1.57%	1.39%	3.02%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	499	95	20	24	196	141	23					
		5.94%	4.85%	0.66%	6.27%	13.36%	12.29%	5.34%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	86	25	4	3	23	28	3					
		1.02%	1.28%	0.13%	0.78%	1.57%	2.44%	0.70%					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	6066	1406	2892	214	739	557	258					
		72.22%	71.81%	95.98%	55.87%	50.37%	48.56%	59.86%					
25	"7. Всероссийская политическая партия ""ПРАВОЕ ДЕЛО"""	40	7	7	4	9	9	4					
		0.48%	0.36%	0.23%	1.04%	0.61%	0.78%	0.93%					
													
													
													
													
													
													
													
													
													
													
													
													
													
													
													
													
													
													
