Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва													
Дата голосования: 02.12.2007													
													
Наименование Избирательной комиссии:    Приуральская													
													
Сводная таблица результатов выборов													
													
		Сумма	УИК №141	УИК №142	УИК №143	УИК №144	УИК №145	УИК №146					
1	"Число избирателей, внесенных в списки избирателей"	8403	2185	1836	456	1676	1728	522					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	8185	2220	1754	522	1578	1596	515					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	1704	457	805	0	302	13	127					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	5629	1536	879	399	1187	1283	345					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	332	65	42	16	29	155	25					
6	Число погашенных избирательных бюллетеней	520	162	28	107	60	145	18					
7	Число избирательных бюллетеней в переносных ящиках для голосования	2036	522	847	16	331	168	152					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	5627	1536	879	399	1185	1283	345					
9	Число недействительных избирательных бюллетеней	82	1	4	3	56	18	0					
10	Число действительных избирательных бюллетеней	7581	2057	1722	412	1460	1433	497					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	111	8	5	6	42	47	3					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	59	8	0	6	20	22	3					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	44	8	2	3	8	17	6					
14	Число погашенных неиспользованных открепительных удостоверений	52	0	5	0	22	25	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	39	21	11	6	0	1	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0					
													
18	1.Политическая партия «Аграрная партия России»	55	1	13	3	16	20	2					
		0.72%	0.05%	0.75%	0.72%	1.06%	1.38%	0.40%					
19	2.Всероссийская политическая партия «Гражданская Сила»	49	4	9	2	10	21	3					
		0.64%	0.19%	0.52%	0.48%	0.66%	1.45%	0.60%					
20	3.Политическая партия «Демократическая партия России»	11	1	2	0	3	3	2					
		0.14%	0.05%	0.12%	0.00%	0.20%	0.21%	0.40%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	182	25	18	9	51	69	10					
		2.38%	1.21%	1.04%	2.17%	3.36%	4.76%	2.01%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	25	6	0	0	8	9	2					
		0.33%	0.29%	0.00%	0.00%	0.53%	0.62%	0.40%					
23	6.Политическая партия «Партия социальной справедливости»	11	1	3	0	1	5	1					
		0.14%	0.05%	0.17%	0.00%	0.07%	0.34%	0.20%					
24	7.Политическая партия «Либерально-демократическая партия России»	272	28	26	11	93	110	4					
		3.55%	1.36%	1.51%	2.65%	6.13%	7.58%	0.80%					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	217	28	25	8	64	90	2					
		2.83%	1.36%	1.45%	1.93%	4.22%	6.20%	0.40%					
26	9.Политическая партия «ПАТРИОТЫ РОССИИ»	30	3	2	1	9	11	4					
		0.39%	0.15%	0.12%	0.24%	0.59%	0.76%	0.80%					
27	10.Всероссийская политическая партия «ЕДИНАЯ РОССИЯ»	6676	1956	1617	376	1187	1073	467					
		87.12%	95.04%	93.68%	90.60%	78.30%	73.95%	93.96%					
28	11.Политическая партия «Российская объединенная демократическая партия «ЯБЛОКО»	53	4	7	2	18	22	0					
		0.69%	0.19%	0.41%	0.48%	1.19%	1.52%	0.00%					
													
													
													
													
													
													
													
													
													
													
													
													
													
													
													
													
													
													
