Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																															
Дата голосования: 18.09.2016																																															
																																															
Наименование Избирательной комиссии:    Чистоозерная																																															
																																															
Сводная таблица итогов голосования по федеральному избирательному округу																																															
																																															
		Сумма	УИК №1260	УИК №1261	УИК №1262	УИК №1263	УИК №1264	УИК №1265	УИК №1266	УИК №1267	УИК №1268	УИК №1269	УИК №1270	УИК №1271	УИК №1272	УИК №1273	УИК №1274	УИК №1275	УИК №1276	УИК №1277	УИК №1278	УИК №1279	УИК №1280	УИК №1281	УИК №1282	УИК №1283	УИК №1284	УИК №1285	УИК №1286	УИК №1287	УИК №1288	УИК №1289	УИК №1290	УИК №1291	УИК №1292	УИК №1293	УИК №1294	УИК №1326									
1	"Число избирателей, внесенных в список избирателей на момент окончания голосования"	14655	908	627	887	953	1642	125	392	649	305	106	256	424	433	825	183	118	450	518	178	329	212	396	156	342	317	61	73	464	93	382	349	134	132	441	521	274									
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	13280	800	600	850	900	1500	100	300	600	250	100	200	400	400	800	160	100	400	500	150	300	200	350	100	300	300	60	70	400	90	350	350	100	100	400	500	200									
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
4	"Число избирательных бюллетеней, выданных в помещении для голосования в день голосования"	5462	344	218	319	298	558	44	146	188	151	62	116	141	146	306	97	30	159	254	74	93	103	140	48	140	129	26	43	171	25	184	158	60	63	138	192	98									
5	"Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования"	478	14	21	6	10	24	5	8	46	12	5	29	14	34	13	8	8	17	18	7	15	13	12	0	6	4	6	2	17	20	12	4	5	6	28	26	3									
6	Число погашенных избирательных бюллетеней	7340	442	361	525	592	918	51	146	366	87	33	55	245	220	481	55	62	224	228	69	192	84	198	52	154	167	28	25	212	45	154	188	35	31	234	282	99									
7	"Число избирательных бюллетеней, содержащихся в переносных ящиках для голосования"	478	14	21	6	10	24	5	8	46	12	5	29	14	34	13	8	8	17	18	7	15	13	12	0	6	4	6	2	17	20	12	4	5	6	28	26	3									
8	"Число избирательных бюллетеней, содержащихся в стационарных ящиках для голосования"	5461	344	218	319	298	558	44	146	188	151	62	116	141	146	306	97	30	159	254	74	93	103	140	48	140	129	26	43	170	25	184	158	60	63	138	192	98									
9	Число недействительных избирательных бюллетеней	178	10	6	11	12	25	0	6	2	4	0	4	3	3	6	6	2	3	5	3	5	7	2	0	5	3	0	2	8	1	4	3	0	2	9	11	5									
10	Число действительных избирательных бюллетеней	5761	348	233	314	296	557	49	148	232	159	67	141	152	177	313	99	36	173	267	78	103	109	150	48	141	130	32	43	179	44	192	159	65	67	157	207	96									
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	310	15	15	15	15	15	5	10	15	5	5	5	5	5	10	15	5	5	10	5	5	5	5	5	5	5	5	5	10	5	10	10	10	10	10	15	10									
12	"Число открепительных удостоверений, выданных на избирательном участке до дня голосования"	115	9	13	9	8	14	0	2	8	0	0	5	5	1	1	3	0	2	1	2	1	5	1	0	1	1	0	0	2	0	3	2	0	1	1	10	4									
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	88	6	3	5	3	4	2	6	6	3	1	4	2	3	1	2	1	2	3	1	2	1	1	1	2	1	1	0	5	1	1	1	1	2	2	4	4									
14	Число погашенных неиспользованных открепительных удостоверений	195	6	2	6	7	1	5	8	7	5	5	0	0	4	9	12	5	3	9	3	4	0	4	5	4	4	5	5	8	5	7	8	10	9	9	5	6									
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	25	5	1	3	1	5	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	6	1	0	0	0	0	0	0	1									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																															
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	57	8	4	3	2	2	3	2	2	1	0	4	0	4	6	0	0	0	1	1	0	0	0	0	1	1	0	1	2	1	4	2	0	0	0	1	1									
		0.96%	2.23%	1.67%	0.92%	0.65%	0.34%	6.12%	1.30%	0.85%	0.61%	0.00%	2.76%	0.00%	2.22%	1.88%	0.00%	0.00%	0.00%	0.37%	1.23%	0.00%	0.00%	0.00%	0.00%	0.68%	0.75%	0.00%	2.22%	1.07%	2.22%	2.04%	1.23%	0.00%	0.00%	0.00%	0.46%	0.99%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	307	20	15	15	18	33	2	7	7	7	3	6	11	10	16	6	0	9	9	3	5	5	9	3	3	15	2	2	9	0	9	7	5	4	11	16	5									
		5.17%	5.59%	6.28%	4.62%	5.84%	5.67%	4.08%	4.55%	2.99%	4.29%	4.48%	4.14%	7.10%	5.56%	5.02%	5.71%	0.00%	5.11%	3.31%	3.70%	4.63%	4.31%	5.92%	6.25%	2.05%	11.28%	6.25%	4.44%	4.81%	0.00%	4.59%	4.32%	7.69%	5.80%	6.63%	7.34%	4.95%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	94	15	4	1	5	1	0	2	6	2	2	5	0	1	4	0	2	2	3	2	4	2	1	3	2	1	0	1	1	0	6	4	0	1	1	5	5									
		1.58%	4.19%	1.67%	0.31%	1.62%	0.17%	0.00%	1.30%	2.56%	1.23%	2.99%	3.45%	0.00%	0.56%	1.25%	0.00%	5.26%	1.14%	1.10%	2.47%	3.70%	1.72%	0.66%	6.25%	1.37%	0.75%	0.00%	2.22%	0.53%	0.00%	3.06%	2.47%	0.00%	1.45%	0.60%	2.29%	4.95%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	2479	134	88	129	118	220	27	54	86	92	31	64	75	53	123	48	17	91	142	32	47	51	75	16	72	57	19	16	69	21	88	59	20	30	70	108	37									
		41.74%	37.43%	36.82%	39.69%	38.31%	37.80%	55.10%	35.06%	36.75%	56.44%	46.27%	44.14%	48.39%	29.44%	38.56%	45.71%	44.74%	51.70%	52.21%	39.51%	43.52%	43.97%	49.34%	33.33%	49.32%	42.86%	59.38%	35.56%	36.90%	46.67%	44.90%	36.42%	30.77%	43.48%	42.17%	49.54%	36.63%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	26	3	1	1	6	2	0	0	0	0	0	1	0	0	1	0	0	1	1	0	0	0	0	0	2	2	0	0	1	0	0	1	1	0	0	1	1									
		0.44%	0.84%	0.42%	0.31%	1.95%	0.34%	0.00%	0.00%	0.00%	0.00%	0.00%	0.69%	0.00%	0.00%	0.31%	0.00%	0.00%	0.57%	0.37%	0.00%	0.00%	0.00%	0.00%	0.00%	1.37%	1.50%	0.00%	0.00%	0.53%	0.00%	0.00%	0.62%	1.54%	0.00%	0.00%	0.46%	0.99%									
24	"6. Политическая партия ""Гражданская Платформа"""	12	1	0	0	1	1	0	0	0	0	0	1	1	1	1	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1									
		0.20%	0.28%	0.00%	0.00%	0.32%	0.17%	0.00%	0.00%	0.00%	0.00%	0.00%	0.69%	0.65%	0.56%	0.31%	0.95%	0.00%	0.00%	0.00%	1.23%	0.00%	0.86%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	1.54%	0.00%	0.00%	0.00%	0.99%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	1022	56	38	61	64	85	4	33	47	25	9	14	25	21	50	14	10	17	53	13	11	23	18	17	26	22	5	19	36	10	32	31	20	21	36	37	19									
		17.21%	15.64%	15.90%	18.77%	20.78%	14.60%	8.16%	21.43%	20.09%	15.34%	13.43%	9.66%	16.13%	11.67%	15.67%	13.33%	26.32%	9.66%	19.49%	16.05%	10.19%	19.83%	11.84%	35.42%	17.81%	16.54%	15.63%	42.22%	19.25%	22.22%	16.33%	19.14%	30.77%	30.43%	21.69%	16.97%	18.81%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	7	1	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0									
		0.12%	0.28%	0.00%	0.00%	0.32%	0.00%	0.00%	0.65%	0.43%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	1.07%	0.00%	0.00%	0.00%	0.00%	1.45%	0.00%	0.00%	0.00%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	19	0	0	3	2	1	0	2	0	1	0	2	1	0	2	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1									
		0.32%	0.00%	0.00%	0.92%	0.65%	0.17%	0.00%	1.30%	0.00%	0.61%	0.00%	1.38%	0.65%	0.00%	0.63%	0.00%	0.00%	0.00%	1.10%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.46%	0.99%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	8	0	1	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1									
		0.13%	0.00%	0.42%	0.00%	0.00%	0.17%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.56%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	1.72%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.53%	0.00%	0.00%	0.00%	0.00%	0.00%	0.60%	0.00%	0.99%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	31	0	3	4	1	3	0	0	6	1	0	0	1	1	3	0	0	2	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	3	0	0									
		0.52%	0.00%	1.26%	1.23%	0.32%	0.52%	0.00%	0.00%	2.56%	0.61%	0.00%	0.00%	0.65%	0.56%	0.94%	0.00%	0.00%	1.14%	0.00%	0.00%	0.93%	0.00%	0.66%	0.00%	0.68%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	1.81%	0.00%	0.00%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	1440	91	72	90	72	169	10	43	67	20	16	39	34	81	99	29	7	45	34	25	23	20	43	8	31	27	6	4	52	12	30	36	15	9	27	31	23									
		24.25%	25.42%	30.13%	27.69%	23.38%	29.04%	20.41%	27.92%	28.63%	12.27%	23.88%	26.90%	21.94%	45.00%	31.03%	27.62%	18.42%	25.57%	12.50%	30.86%	21.30%	17.24%	28.29%	16.67%	21.23%	20.30%	18.75%	8.89%	27.81%	26.67%	15.31%	22.22%	23.08%	13.04%	16.27%	14.22%	22.77%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	18	1	0	1	1	1	0	0	0	1	0	0	1	1	1	0	0	2	0	0	0	1	1	0	1	2	0	0	0	0	1	1	1	0	0	0	0									
		0.30%	0.28%	0.00%	0.31%	0.32%	0.17%	0.00%	0.00%	0.00%	0.61%	0.00%	0.00%	0.65%	0.56%	0.31%	0.00%	0.00%	1.14%	0.00%	0.00%	0.00%	0.86%	0.66%	0.00%	0.68%	1.50%	0.00%	0.00%	0.00%	0.00%	0.51%	0.62%	1.54%	0.00%	0.00%	0.00%	0.00%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	241	18	7	6	5	38	3	4	10	9	6	5	3	3	7	1	0	4	21	1	12	4	2	1	2	3	0	0	6	0	22	18	2	1	8	7	2									
		4.06%	5.03%	2.93%	1.85%	1.62%	6.53%	6.12%	2.60%	4.27%	5.52%	8.96%	3.45%	1.94%	1.67%	2.19%	0.95%	0.00%	2.27%	7.72%	1.23%	11.11%	3.45%	1.32%	2.08%	1.37%	2.26%	0.00%	0.00%	3.21%	0.00%	11.22%	11.11%	3.08%	1.45%	4.82%	3.21%	1.98%									
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
