Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																												
Дата голосования: 04.12.2011																																												
																																												
Наименование Избирательной комиссии:    Приозерская																																												
																																												
Сводная таблица результатов выборов																																												
																																												
		Сумма	УИК №676	УИК №772	УИК №773	УИК №774	УИК №775	УИК №776	УИК №777	УИК №778	УИК №779	УИК №780	УИК №781	УИК №782	УИК №783	УИК №784	УИК №785	УИК №786	УИК №787	УИК №788	УИК №789	УИК №790	УИК №791	УИК №792	УИК №793	УИК №794	УИК №795	УИК №796	УИК №797	УИК №798	УИК №799	УИК №800	УИК №801	УИК №802	УИК №803	УИК №804	УИК №805	УИК №806	УИК №807					
1	"Число избирателей, внесенных в список избирателей"	48286	53	1598	1320	2963	1599	1122	2747	3005	1594	1212	884	916	589	222	1776	1549	1204	932	1238	1178	1245	1326	1358	1050	1616	1079	1099	1742	1210	1802	286	1443	774	637	892	1931	1095					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	38103	43	1250	1050	2340	1270	880	2180	2280	1190	960	700	730	460	180	1460	1240	1020	740	990	910	990	1030	1080	830	1310	850	860	1360	940	1360	220	1120	600	500	720	1570	890					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	22051	21	497	555	1466	666	568	1310	1462	834	499	328	389	194	104	720	595	678	338	523	659	572	599	626	468	805	494	421	703	492	822	145	682	378	260	482	1107	589					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	1476	3	8	13	20	16	21	29	140	42	14	14	5	32	19	91	167	39	147	15	20	22	4	135	39	68	53	28	35	36	23	8	41	14	80	7	19	9					
6	Число погашенных избирательных бюллетеней	14576	19	745	482	854	588	291	841	678	314	447	358	336	234	57	649	478	303	255	452	231	396	427	319	323	437	303	411	622	412	515	67	397	208	160	231	444	292					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1476	3	8	13	20	16	21	29	140	42	14	14	5	32	19	91	167	39	147	15	20	22	4	135	39	68	53	28	35	36	23	8	41	14	80	7	19	9					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	22045	21	497	555	1464	666	568	1310	1462	834	499	328	389	194	104	720	594	678	338	523	659	572	598	626	468	804	494	421	703	492	822	145	682	378	260	482	1106	589					
9	Число недействительных избирательных бюллетеней	568	0	17	19	17	21	12	29	21	17	12	11	13	6	3	17	20	20	18	10	16	12	22	12	16	20	14	10	10	16	20	2	14	15	7	31	33	15					
10	Число действительных избирательных бюллетеней	22953	24	488	549	1467	661	577	1310	1581	859	501	331	381	220	120	794	741	697	467	528	663	582	580	749	491	852	533	439	728	512	825	151	709	377	333	458	1092	583					
