Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																								
Дата голосования: 02.12.2007																																								
																																								
Наименование Избирательной комиссии:    Котласская городская																																								
																																								
Сводная таблица результатов выборов																																								
																																								
		Сумма	УИК №387	УИК №388	УИК №389	УИК №390	УИК №391	УИК №392	УИК №393	УИК №394	УИК №395	УИК №396	УИК №397	УИК №398	УИК №399	УИК №400	УИК №401	УИК №402	УИК №403	УИК №404	УИК №405	УИК №406	УИК №407	УИК №408	УИК №409	УИК №410	УИК №411	УИК №412	УИК №413	УИК №414	УИК №415	УИК №416	УИК №417	УИК №418	УИК №419					
1	"Число избирателей, внесенных в списки избирателей"	60838	2065	2462	802	2982	2815	2758	1232	2272	1217	145	2721	2874	1203	2643	2768	1518	2003	1676	1153	2027	1720	399	1213	1591	1880	2236	897	2663	2684	2693	2967	200	359					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	54240	1820	2170	710	2650	2360	2510	1070	1990	1320	200	2420	2560	1060	2270	2450	1330	1780	1490	1030	1780	1520	330	1070	1400	1650	2020	810	2360	2420	2370	2680	190	450					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	31412	1157	1247	302	1490	1440	1522	595	1216	851	145	1497	1583	660	1322	1281	767	1034	812	532	999	667	139	510	847	954	1161	509	1281	1430	1446	1529	128	359					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	843	17	65	6	52	35	9	3	12	7	0	16	39	15	32	36	13	12	15	13	14	42	41	15	10	81	21	11	91	51	49	20	0	0					
6	Число погашенных избирательных бюллетеней	21985	646	858	402	1108	885	979	472	762	462	55	907	938	385	916	1133	550	734	663	485	767	811	150	545	543	615	838	290	988	939	875	1131	62	91					
7	Число избирательных бюллетеней в переносных ящиках для голосования	843	17	65	6	52	35	9	3	12	7	0	16	39	15	32	36	13	12	15	13	14	42	41	15	10	81	21	11	91	51	49	20	0	0					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	31405	1157	1247	302	1490	1439	1519	595	1216	851	145	1497	1583	660	1321	1280	767	1034	812	532	999	667	139	510	847	954	1161	509	1281	1429	1446	1529	128	359					
9	Число недействительных избирательных бюллетеней	175	5	3	3	7	5	5	6	13	6	3	8	16	2	7	3	3	2	6	0	8	5	1	7	1	4	11	3	10	8	7	6	0	1					
10	Число действительных избирательных бюллетеней	32073	1169	1309	305	1535	1469	1523	592	1215	852	142	1505	1606	673	1346	1313	777	1044	821	545	1005	704	179	518	856	1031	1171	517	1362	1472	1488	1543	128	358					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	950	25	40	15	40	40	45	30	30	30	0	40	40	20	40	40	25	30	30	20	30	30	10	25	30	30	35	15	40	40	40	40	5	0					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	353	19	20	6	15	28	22	7	16	14	0	16	15	7	10	11	11	8	7	17	9	3	2	5	9	15	10	11	9	12	9	8	2	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	290	13	9	2	8	18	8	8	6	7	0	8	10	7	15	12	10	33	10	8	9	2	14	3	3	8	5	3	8	2	11	9	1	20					
14	Число погашенных неиспользованных открепительных удостоверений	597	6	20	9	25	12	23	23	14	16	0	24	25	13	30	29	14	22	23	3	21	27	8	20	21	15	25	4	31	28	31	32	3	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	15	0	0	0	1	2	2	0	0	1	0	2	0	0	0	3	1	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																								
18	1.Политическая партия «Аграрная партия России»	1413	45	91	14	60	59	66	18	48	53	1	83	78	22	55	63	32	57	47	20	40	21	4	15	34	35	52	30	56	81	52	50	10	21					
		4.38%	3.83%	6.94%	4.55%	3.89%	4.00%	4.32%	3.01%	3.91%	6.18%	0.69%	5.49%	4.81%	3.26%	4.07%	4.79%	4.10%	5.45%	5.68%	3.67%	3.95%	2.96%	2.22%	2.86%	3.97%	3.38%	4.40%	5.77%	4.08%	5.47%	3.48%	3.23%	7.81%	5.85%					
19	2.Всероссийская политическая партия «Гражданская Сила»	412	23	6	1	13	21	22	5	30	16	0	16	30	13	20	20	11	10	12	2	13	9	0	3	14	12	13	3	18	14	15	27	0	0					
		1.28%	1.96%	0.46%	0.32%	0.84%	1.42%	1.44%	0.84%	2.44%	1.86%	0.00%	1.06%	1.85%	1.93%	1.48%	1.52%	1.41%	0.96%	1.45%	0.37%	1.28%	1.27%	0.00%	0.57%	1.63%	1.16%	1.10%	0.58%	1.31%	0.95%	1.00%	1.74%	0.00%	0.00%					
20	3.Политическая партия «Демократическая партия России»	42	6	0	0	4	2	0	0	2	0	2	2	0	1	1	2	2	0	0	0	0	1	0	0	3	2	0	2	3	3	0	1	1	2					
		0.13%	0.51%	0.00%	0.00%	0.26%	0.14%	0.00%	0.00%	0.16%	0.00%	1.38%	0.13%	0.00%	0.15%	0.07%	0.15%	0.26%	0.00%	0.00%	0.00%	0.00%	0.14%	0.00%	0.00%	0.35%	0.19%	0.00%	0.38%	0.22%	0.20%	0.00%	0.06%	0.78%	0.56%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	3755	175	136	20	206	164	152	54	110	103	2	239	259	62	185	171	96	121	100	50	80	73	13	41	101	95	141	50	130	212	236	144	3	31					
