Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																														
Дата голосования: 04.12.2011																														
																														
Наименование Избирательной комиссии:    Можгинская городская																														
																														
Сводная таблица результатов выборов																														
																														
		Сумма	УИК №801	УИК №802	УИК №803	УИК №804	УИК №805	УИК №806	УИК №807	УИК №808	УИК №809	УИК №810	УИК №811	УИК №812	УИК №813	УИК №814	УИК №815	УИК №816	УИК №817	УИК №818	УИК №819	УИК №820	УИК №821	УИК №822	УИК №823					
1	"Число избирателей, внесенных в список избирателей"	36290	1414	1407	2637	2144	1294	1309	1322	1679	1869	1735	1653	1280	1483	1406	1268	1217	1409	2015	2194	1733	1878	1844	100					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	36150	1400	1400	2600	2100	1300	1300	1300	1700	1900	1700	1700	1300	1500	1400	1200	1200	1400	2000	2200	1700	1900	1800	150					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	19242	741	636	1165	1150	707	623	784	860	872	891	881	672	788	729	673	659	801	1132	1133	1110	1108	1027	100					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	777	16	38	54	44	37	48	38	46	51	38	15	11	52	40	24	30	28	41	44	14	13	55	0					
6	Число погашенных избирательных бюллетеней	16131	643	726	1381	906	556	629	478	794	977	771	804	617	660	631	503	511	571	827	1023	576	779	718	50					
7	Число избирательных бюллетеней в переносных ящиках для голосования	777	16	38	54	44	37	48	38	46	51	38	15	11	52	40	24	30	28	41	44	14	13	55	0					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	19240	741	636	1165	1150	707	623	784	860	872	891	879	672	788	729	673	659	801	1132	1133	1110	1108	1027	100					
9	Число недействительных избирательных бюллетеней	319	17	6	11	15	12	10	10	13	18	5	18	9	18	14	9	11	19	25	20	18	26	14	1					
10	Число действительных избирательных бюллетеней	19698	740	668	1208	1179	732	661	812	893	905	924	876	674	822	755	688	678	810	1148	1157	1106	1095	1068	99					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	720	20	25	40	25	20	20	20	35	30	40	20	35	35	20	30	30	30	45	65	40	60	35	0					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	624	17	19	37	20	20	20	17	33	25	33	20	35	31	19	24	20	23	39	52	36	49	35	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	246	3	7	8	12	16	8	8	11	9	10	5	15	32	16	9	10	8	9	13	12	8	6	11					
14	Число погашенных неиспользованных открепительных удостоверений	96	3	6	3	5	0	0	3	2	5	7	0	0	4	1	6	10	7	6	13	4	11	0	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	6	0	0	1	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	1	0	1	0					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																														
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	2219	98	71	114	126	87	73	88	76	85	94	109	83	94	81	86	84	100	141	134	150	127	109	9					
		11.09%	12.95%	10.53%	9.35%	10.55%	11.69%	10.88%	10.71%	8.39%	9.21%	10.12%	12.19%	12.15%	11.19%	10.53%	12.34%	12.19%	12.06%	12.02%	11.38%	13.35%	11.33%	10.07%	9.00%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	4414	175	179	282	258	132	159	178	183	199	221	221	128	177	198	139	173	194	221	249	223	255	240	30					
		22.05%	23.12%	26.56%	23.13%	21.61%	17.74%	23.70%	21.65%	20.20%	21.56%	23.79%	24.72%	18.74%	21.07%	25.75%	19.94%	25.11%	23.40%	18.84%	21.16%	19.84%	22.75%	22.18%	30.00%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	224	13	5	12	15	7	3	6	8	10	8	7	8	6	17	8	5	15	11	17	14	15	13	1					
		1.12%	1.72%	0.74%	0.98%	1.26%	0.94%	0.45%	0.73%	0.88%	1.08%	0.86%	0.78%	1.17%	0.71%	2.21%	1.15%	0.73%	1.81%	0.94%	1.44%	1.25%	1.34%	1.20%	1.00%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	4242	156	148	258	238	192	133	190	205	175	202	170	149	177	163	151	119	173	270	266	237	247	211	12					
