Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																												
Дата голосования: 02.12.2007																												
																												
Наименование Избирательной комиссии:    Можгинская городская																												
																												
Сводная таблица результатов выборов																												
																												
		Сумма	УИК №801	УИК №802	УИК №803	УИК №804	УИК №805	УИК №806	УИК №807	УИК №808	УИК №809	УИК №810	УИК №811	УИК №812	УИК №813	УИК №814	УИК №815	УИК №816	УИК №817	УИК №818	УИК №819	УИК №820	УИК №821					
1	"Число избирателей, внесенных в списки избирателей"	35152	1381	1376	2534	2233	1269	1359	876	1731	1993	1551	1674	1457	1631	2639	1612	2158	2365	1797	1806	1615	95					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	36000	1350	1350	2550	2240	1280	1380	850	1700	1980	1560	1680	1450	1650	2500	2600	2200	2390	1800	1850	1500	140					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	21481	794	742	1386	1373	773	788	598	979	1012	943	954	823	960	1534	1543	1375	1418	1164	1269	961	92					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	860	17	38	63	71	28	37	24	49	85	31	29	26	62	36	69	33	62	26	14	60	0					
6	Число погашенных избирательных бюллетеней	13659	539	570	1101	796	479	555	228	672	883	586	697	601	628	930	988	792	910	610	567	479	48					
7	Число избирательных бюллетеней в переносных ящиках для голосования	860	17	38	63	71	28	37	24	49	85	31	29	26	62	36	69	33	62	26	14	60	0					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	21460	776	742	1386	1373	773	788	598	979	1012	943	954	823	960	1534	1543	1375	1415	1164	1269	961	92					
9	Число недействительных избирательных бюллетеней	397	0	18	20	19	21	19	4	30	24	19	27	13	16	37	36	27	24	15	16	12	0					
10	Число действительных избирательных бюллетеней	21923	793	762	1429	1425	780	806	618	998	1073	955	956	836	1006	1533	1576	1381	1453	1175	1267	1009	92					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	697	15	20	30	20	27	40	20	30	20	20	30	46	50	54	55	40	50	45	50	35	0					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	532	8	13	26	17	19	19	9	27	15	17	25	30	33	41	44	35	39	41	39	35	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	153	4	3	3	6	7	6	8	5	15	9	3	10	8	16	9	7	5	7	15	5	2					
14	Число погашенных неиспользованных открепительных удостоверений	165	7	7	4	3	8	21	11	3	5	3	5	16	17	13	11	5	11	4	11	0	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	3	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																												
18	1.Политическая партия «Аграрная партия России»	289	12	9	10	15	10	11	4	16	14	21	11	13	13	18	38	15	16	10	14	18	1					
		1.29%	1.51%	1.15%	0.69%	1.04%	1.25%	1.33%	0.64%	1.56%	1.28%	2.16%	1.12%	1.53%	1.27%	1.15%	2.36%	1.07%	1.08%	0.84%	1.09%	1.76%	1.09%					
19	2.Всероссийская политическая партия «Гражданская Сила»	124	5	6	6	6	6	4	10	6	4	3	7	4	5	10	9	5	8	12	4	4	0					
		0.56%	0.63%	0.77%	0.41%	0.42%	0.75%	0.48%	1.61%	0.58%	0.36%	0.31%	0.71%	0.47%	0.49%	0.64%	0.56%	0.36%	0.54%	1.01%	0.31%	0.39%	0.00%					
20	3.Политическая партия «Демократическая партия России»	42	1	3	5	2	3	2	1	3	3	0	2	1	2	3	3	2	2	3	1	0	0					
		0.19%	0.13%	0.38%	0.35%	0.14%	0.37%	0.24%	0.16%	0.29%	0.27%	0.00%	0.20%	0.12%	0.20%	0.19%	0.19%	0.14%	0.14%	0.25%	0.08%	0.00%	0.00%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	2821	111	97	193	217	100	99	101	123	102	104	131	107	141	226	178	229	187	132	143	97	3					
		12.64%	13.99%	12.44%	13.32%	15.03%	12.48%	12.00%	16.24%	11.96%	9.30%	10.68%	13.33%	12.60%	13.80%	14.39%	11.04%	16.26%	12.66%	11.09%	11.15%	9.50%	3.26%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	218	4	7	8	17	5	2	12	7	8	12	12	17	12	15	16	13	11	11	18	11	0					
		0.98%	0.50%	0.90%	0.55%	1.18%	0.62%	0.24%	1.93%	0.68%	0.73%	1.23%	1.22%	2.00%	1.17%	0.96%	0.99%	0.92%	0.74%	0.92%	1.40%	1.08%	0.00%					
23	6.Политическая партия «Партия социальной справедливости»	45	2	4	4	3	1	0	2	0	3	4	1	2	3	5	4	2	2	0	1	2	0					
		0.20%	0.25%	0.51%	0.28%	0.21%	0.12%	0.00%	0.32%	0.00%	0.27%	0.41%	0.10%	0.24%	0.29%	0.32%	0.25%	0.14%	0.14%	0.00%	0.08%	0.20%	0.00%					
24	7.Политическая партия «Либерально-демократическая партия России»	3108	148	145	219	173	100	118	103	153	149	126	160	108	129	216	216	163	190	176	170	139	7					
		13.92%	18.66%	18.59%	15.11%	11.98%	12.48%	14.30%	16.56%	14.88%	13.58%	12.94%	16.28%	12.72%	12.62%	13.76%	13.40%	11.58%	12.86%	14.79%	13.25%	13.61%	7.61%					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	2538	49	56	123	134	100	70	68	94	157	90	122	89	146	190	192	186	222	134	184	125	7					
		11.37%	6.18%	7.18%	8.49%	9.28%	12.48%	8.48%	10.93%	9.14%	14.31%	9.24%	12.41%	10.48%	14.29%	12.10%	11.91%	13.21%	15.03%	11.26%	14.34%	12.24%	7.61%					
26	9.Политическая партия «ПАТРИОТЫ РОССИИ»	179	5	4	6	5	6	28	2	3	1	6	12	8	7	17	14	5	17	10	16	7	0					
		0.80%	0.63%	0.51%	0.41%	0.35%	0.75%	3.39%	0.32%	0.29%	0.09%	0.62%	1.22%	0.94%	0.68%	1.08%	0.87%	0.36%	1.15%	0.84%	1.25%	0.69%	0.00%					
27	10.Всероссийская политическая партия «ЕДИНАЯ РОССИЯ»	12453	452	430	849	850	444	469	313	589	628	581	493	478	543	827	897	749	794	682	708	603	74					
		55.79%	56.99%	55.13%	58.59%	58.86%	55.43%	56.85%	50.32%	57.30%	57.25%	59.65%	50.15%	56.30%	53.13%	52.68%	55.65%	53.20%	53.76%	57.31%	55.18%	59.06%	80.43%					
28	11.Политическая партия «Российская объединенная демократическая партия «ЯБЛОКО»	106	4	1	6	3	5	3	2	4	4	8	5	9	5	6	9	12	4	5	8	3	0					
		0.47%	0.50%	0.13%	0.41%	0.21%	0.62%	0.36%	0.32%	0.39%	0.36%	0.82%	0.51%	1.06%	0.49%	0.38%	0.56%	0.85%	0.27%	0.42%	0.62%	0.29%	0.00%					
																												
																												
																												
																												
																												
																												
																												
																												
																												
																												
																												
																												
																												
																												
																												
																												
																												
																												
