Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																												
Дата голосования: 07.12.2003 0:00:00																												
																												
Наименование Избирательной комиссии:    Нефтегорская																												
																												
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																												
																												
		Сумма	УИК №1322	УИК №1323	УИК №1324	УИК №1325	УИК №1326	УИК №1327	УИК №1328	УИК №1329	УИК №1330	УИК №1331	УИК №1332	УИК №1333	УИК №1334	УИК №1335	УИК №1336	УИК №1337	УИК №1338	УИК №1339	УИК №1340	УИК №1341	УИК №1342					
1	"Число избирателей, внесенных в списки"	25607	1074	965	183	863	232	554	499	127	464	681	1820	1721	132	255	106	2664	2663	2813	2750	2574	2467					
2	"Число бюллетеней, полученных участковыми комиссиями"	25520	1080	954	187	854	236	524	487	120	437	678	1809	1730	130	258	93	2669	2654	2794	2755	2589	2482					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	11868	430	358	91	456	147	331	321	84	265	376	715	721	67	138	68	1256	1181	1354	1250	1167	1092					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	836	69	88	19	76	19	25	28	9	32	61	81	68	4	6	3	31	63	34	31	46	43					
6	Число погашенных бюллетеней	12816	581	508	77	322	70	168	138	27	140	241	1013	941	59	114	22	1382	1410	1406	1474	1376	1347					
7	Число бюллетеней в переносных ящиках для голосования	835	69	88	19	76	19	24	28	9	32	61	81	68	4	6	3	31	63	34	31	46	43					
8	Число бюллетеней в стационарных ящиках для голосования	11865	430	358	91	456	147	331	321	84	265	376	715	721	67	138	68	1254	1181	1354	1249	1167	1092					
9	Число недействительных бюллетеней	222	5	24	5	11	3	18	4	2	14	3	19	13	10	2	3	13	18	11	15	19	10					
10	Число действительных бюллетеней	12478	494	422	105	521	163	337	345	91	283	434	777	776	61	142	68	1272	1226	1377	1265	1194	1125					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	242	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	13	10	18	20	18	13					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	81	1	0	0	2	0	2	0	0	0	1	4	2	0	0	0	9	10	15	8	17	10					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	46	0	1	0	1	3	3	2	3	6	4	4	3	2	0	1	3	1	4	1	0	4					
14	Число погашенных открепительных удостоверений	161	9	10	10	8	10	8	10	10	10	9	6	8	10	10	10	4	0	3	12	1	3					
15	Число открепительных удостоверений выданных ТИК	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																												
18	"1. ""ЕДИНЕНИЕ"""	167	4	7	3	4	1	6	6	1	10	13	11	8	3	1	2	14	14	17	20	17	5					
		1.31%	0.80%	1.56%	2.72%	0.75%	0.60%	1.69%	1.71%	1.07%	3.36%	2.97%	1.38%	1.01%	4.22%	0.69%	2.81%	1.08%	1.12%	1.22%	1.56%	1.40%	0.44%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	216	2	5	0	3	2	3	2	1	1	6	6	1	2	2	0	26	32	25	40	38	19					
		1.70%	0.40%	1.12%	0.0%	0.56%	1.20%	0.84%	0.57%	1.07%	0.33%	1.37%	0.75%	0.12%	2.81%	1.38%	0.0%	2.02%	2.57%	1.80%	3.12%	3.13%	1.67%					
20	"3. ""РОССИЙСКАЯ ПАРТИЯ ПЕНСИОНЕРОВ И ПАРТИЯ СОЦИАЛЬНОЙ СПРАВЕДЛИВОСТИ"""	467	15	23	3	15	5	6	3	6	8	10	38	23	0	2	3	41	67	56	27	64	52					
		3.67%	3.00%	5.15%	2.72%	2.81%	3.01%	1.69%	0.85%	6.45%	2.69%	2.28%	4.77%	2.91%	0.0%	1.38%	4.22%	3.19%	5.38%	4.03%	2.10%	5.27%	4.58%					
21	"4. ""Российская демократическая партия ""ЯБЛОКО"""	263	4	8	2	5	3	8	8	1	3	14	11	11	1	0	0	36	24	30	46	20	28					
		2.07%	0.80%	1.79%	1.81%	0.93%	1.80%	2.25%	2.29%	1.07%	1.01%	3.20%	1.38%	1.39%	1.40%	0.0%	0.0%	2.80%	1.92%	2.16%	3.59%	1.64%	2.46%					
22	"5. ""За Русь Святую"""	86	4	2	2	13	2	2	2	0	0	7	6	7	1	0	0	9	5	6	6	6	6					
		0.67%	0.80%	0.44%	1.81%	2.44%	1.20%	0.56%	0.57%	0.0%	0.0%	1.60%	0.75%	0.88%	1.40%	0.0%	0.0%	0.70%	0.40%	0.43%	0.46%	0.49%	0.52%					
23	"6. ""Объединенная Российская партия ""Русь"""	35	2	0	0	2	0	0	0	0	1	2	2	0	0	0	0	6	2	7	2	3	6					
		0.27%	0.40%	0.0%	0.0%	0.37%	0.0%	0.0%	0.0%	0.0%	0.33%	0.45%	0.25%	0.0%	0.0%	0.0%	0.0%	0.46%	0.16%	0.50%	0.15%	0.24%	0.52%					
24	"7. ""Новый курс - Автомобильная Россия"""	71	2	2	1	0	0	1	2	0	0	2	4	5	0	0	0	6	6	9	13	5	13					
		0.55%	0.40%	0.44%	0.90%	0.0%	0.0%	0.28%	0.57%	0.0%	0.0%	0.45%	0.50%	0.63%	0.0%	0.0%	0.0%	0.46%	0.48%	0.64%	1.01%	0.41%	1.14%					
25	"8. ""Народно-республиканская партия России"""	19	2	2	1	2	3	1	0	0	0	2	2	0	0	0	0	0	2	0	1	1	0					
		0.14%	0.40%	0.44%	0.90%	0.37%	1.80%	0.28%	0.0%	0.0%	0.0%	0.45%	0.25%	0.0%	0.0%	0.0%	0.0%	0.0%	0.16%	0.0%	0.07%	0.08%	0.0%					
26	"9. ""Российская экологическая партия ""Зеленые"""	26	0	2	0	1	0	0	0	0	0	1	1	2	1	0	0	2	5	2	3	4	2					
		0.20%	0.0%	0.44%	0.0%	0.18%	0.0%	0.0%	0.0%	0.0%	0.0%	0.22%	0.12%	0.25%	1.40%	0.0%	0.0%	0.15%	0.40%	0.14%	0.23%	0.32%	0.17%					
27	"10. ""Аграрная партия России"""	606	56	35	9	95	28	27	42	3	13	30	48	25	1	8	0	30	40	25	32	30	29					
		4.77%	11.22%	7.84%	8.18%	17.85%	16.86%	7.60%	12.03%	3.22%	4.37%	6.86%	6.03%	3.16%	1.40%	5.55%	0.0%	2.33%	3.21%	1.80%	2.5%	2.47%	2.55%					
28	"11. ""Истинные патриоты России"""	17	1	0	0	0	0	0	0	0	3	0	1	1	1	1	0	4	2	0	0	1	2					
		0.13%	0.20%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	1.01%	0.0%	0.12%	0.12%	1.40%	0.69%	0.0%	0.31%	0.16%	0.0%	0.0%	0.08%	0.17%					
29	"12. ""НАРОДНАЯ ПАРТИЯ Российской Федерации"""	155	5	4	0	8	1	6	6	0	1	5	14	16	1	3	0	17	11	10	9	20	18					
		1.22%	1.00%	0.89%	0.0%	1.50%	0.60%	1.69%	1.71%	0.0%	0.33%	1.14%	1.75%	2.02%	1.40%	2.08%	0.0%	1.32%	0.88%	0.72%	0.70%	1.64%	1.58%					
30	"13. ""Демократическая партия России"""	32	0	1	0	4	0	1	0	2	2	3	1	2	0	0	0	6	3	1	1	4	1					
		0.25%	0.0%	0.22%	0.0%	0.75%	0.0%	0.28%	0.0%	2.15%	0.67%	0.68%	0.12%	0.25%	0.0%	0.0%	0.0%	0.46%	0.24%	0.07%	0.07%	0.32%	0.08%					
31	"14. ""Великая Россия - Евразийский Союз"""	19	2	3	0	0	0	3	0	1	0	0	0	3	0	0	0	1	1	1	1	2	1					
		0.14%	0.40%	0.67%	0.0%	0.0%	0.0%	0.84%	0.0%	1.07%	0.0%	0.0%	0.0%	0.38%	0.0%	0.0%	0.0%	0.07%	0.08%	0.07%	0.07%	0.16%	0.08%					
32	"15. ""Партия СЛОН"""	10	1	0	0	0	0	1	0	0	0	0	0	2	0	0	0	3	0	2	0	0	1					
		0.07%	0.20%	0.0%	0.0%	0.0%	0.0%	0.28%	0.0%	0.0%	0.0%	0.0%	0.0%	0.25%	0.0%	0.0%	0.0%	0.23%	0.0%	0.14%	0.0%	0.0%	0.08%					
33	"16. ""Родина"" (народно-патриотический союз)"""	934	24	11	3	26	10	8	21	8	20	15	37	30	3	14	1	120	95	132	136	113	107					
		7.35%	4.80%	2.46%	2.72%	4.88%	6.02%	2.25%	6.01%	8.60%	6.73%	3.43%	4.64%	3.80%	4.22%	9.72%	1.40%	9.33%	7.63%	9.51%	10.62%	9.31%	9.42%					
34	"17. ""Партия Мира и Единства (ПМЕ)"""	33	2	1	0	3	0	0	2	0	1	1	0	3	2	0	0	2	8	3	2	2	1					
		0.25%	0.40%	0.22%	0.0%	0.56%	0.0%	0.0%	0.57%	0.0%	0.33%	0.22%	0.0%	0.38%	2.81%	0.0%	0.0%	0.15%	0.64%	0.21%	0.15%	0.16%	0.08%					
35	"18. ""ЛДПР"""	1912	52	59	14	65	26	51	62	15	23	40	107	118	13	16	12	193	204	228	213	204	197					
		15.05%	10.42%	13.22%	12.72%	12.21%	15.66%	14.36%	17.76%	16.12%	7.74%	9.15%	13.44%	14.95%	18.30%	11.11%	16.90%	15.01%	16.39%	16.42%	16.64%	16.81%	17.35%					
36	"19. ""Партия Возрождения России - Российская партия ЖИЗНИ"""	270	8	7	1	5	5	8	8	1	4	14	14	18	1	6	0	30	21	35	35	30	19					
