Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																														
Дата голосования: 02.12.2007																																														
																																														
Наименование Избирательной комиссии:    Волоконовская																																														
																																														
Сводная таблица результатов выборов																																														
																																														
		Сумма	УИК №420	УИК №421	УИК №422	УИК №423	УИК №424	УИК №425	УИК №426	УИК №427	УИК №428	УИК №429	УИК №430	УИК №431	УИК №432	УИК №433	УИК №434	УИК №435	УИК №436	УИК №437	УИК №438	УИК №439	УИК №440	УИК №441	УИК №442	УИК №443	УИК №444	УИК №445	УИК №446	УИК №447	УИК №448	УИК №449	УИК №450	УИК №451	УИК №452	УИК №453	УИК №454	УИК №455	УИК №456	УИК №457	УИК №458					
1	"Число избирателей, внесенных в списки избирателей"	27776	683	1824	1605	1849	1162	1439	972	1166	583	300	420	240	656	539	780	159	188	807	207	341	177	1901	1995	345	243	921	348	386	409	717	400	781	298	615	664	464	309	214	669					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	27320	685	1800	1500	1800	1100	1400	950	1100	570	300	415	235	665	545	790	160	190	820	200	330	185	1850	1950	345	240	940	345	380	410	720	400	795	300	610	660	450	310	215	660					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	20167	436	1361	1141	1548	855	1064	709	900	443	196	281	113	472	306	545	138	179	623	175	314	150	1357	1323	242	134	579	245	260	288	508	296	725	253	359	493	289	222	164	481					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	2796	128	62	77	124	104	70	53	61	89	85	105	104	77	147	109	4	4	27	16	16	25	65	89	80	92	110	40	46	42	140	78	32	25	153	68	105	47	28	69					
6	Число погашенных избирательных бюллетеней	4357	121	377	282	128	141	266	188	139	38	19	29	18	116	92	136	18	7	170	9	0	10	428	538	23	14	251	60	74	80	72	26	38	22	98	99	56	41	23	110					
7	Число избирательных бюллетеней в переносных ящиках для голосования	2796	128	62	77	124	104	70	53	61	89	85	105	104	77	147	109	4	4	27	16	16	25	65	89	80	92	110	40	46	42	140	78	32	25	153	68	105	47	28	69					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	20163	436	1361	1141	1548	855	1064	709	900	443	196	281	112	472	306	545	138	179	623	175	314	150	1354	1323	242	134	579	245	260	288	508	296	725	253	359	493	289	222	164	481					
9	Число недействительных избирательных бюллетеней	329	5	13	14	9	9	11	17	9	10	7	26	2	4	2	12	0	3	17	4	4	0	12	11	20	0	6	1	2	3	2	3	55	7	11	6	2	4	3	3					
10	Число действительных избирательных бюллетеней	22630	559	1410	1204	1663	950	1123	745	952	522	274	360	214	545	451	642	142	180	633	187	326	175	1407	1401	302	226	683	284	304	327	646	371	702	271	501	555	392	265	189	547					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	392	13	39	28	30	17	24	13	25	6	2	2	2	3	3	3	2	2	9	2	2	12	15	25	2	2	23	7	7	6	3	3	13	4	14	10	10	2	3	4					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	294	9	36	27	28	16	21	11	23	1	0	1	0	2	3	1	0	0	9	0	0	7	8	25	0	0	14	1	3	1	0	0	12	3	11	7	7	2	2	3					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	125	3	12	5	12	10	3	6	13	1	1	3	1	1	1	1	2	2	1	1	4	2	4	6	0	1	4	2	5	2	0	1	2	3	0	4	2	1	2	1					
14	Число погашенных неиспользованных открепительных удостоверений	98	4	3	1	2	1	3	2	2	5	2	1	2	1	0	2	2	2	0	2	2	5	7	0	2	2	9	6	4	5	3	3	1	1	3	3	3	0	1	1					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	8	0	1	0	1	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
