Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																													
Дата голосования: 07.12.2003 0:00:00																													
																													
Наименование Избирательной комиссии:    Питерская																													
																													
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																													
																													
		Сумма	УИК №436	УИК №437	УИК №438	УИК №439	УИК №440	УИК №441	УИК №442	УИК №443	УИК №444	УИК №445	УИК №446	УИК №447	УИК №448	УИК №449	УИК №450	УИК №451	УИК №452	УИК №453	УИК №454	УИК №455	УИК №456	УИК №457					
1	"Число избирателей, внесенных в списки"	13989	1849	2353	684	961	715	203	711	475	599	47	794	161	1187	748	122	96	531	107	735	142	316	453					
2	"Число бюллетеней, полученных участковыми комиссиями"	14000	1863	2360	688	968	706	204	712	482	599	49	792	159	1180	756	122	97	530	107	718	144	313	451					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	11545	1551	2053	581	752	625	182	634	403	512	45	694	155	790	631	92	87	451	100	454	125	293	335					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	877	82	71	45	64	52	0	14	25	36	0	55	0	166	30	25	9	61	7	63	10	6	56					
6	Число погашенных бюллетеней	1578	230	236	62	152	29	22	64	54	51	4	43	4	224	95	5	1	18	0	201	9	14	60					
7	Число бюллетеней в переносных ящиках для голосования	877	82	71	45	64	52	0	14	25	36	0	55	0	166	30	25	9	61	7	63	10	6	56					
8	Число бюллетеней в стационарных ящиках для голосования	11545	1551	2053	581	752	625	182	634	403	512	45	694	155	790	631	92	87	451	100	454	125	293	335					
9	Число недействительных бюллетеней	159	8	26	2	4	6	2	13	2	2	0	2	8	0	33	0	0	0	0	14	0	37	0					
10	Число действительных бюллетеней	12263	1625	2098	624	812	671	180	635	426	546	45	747	147	956	628	117	96	512	107	503	135	262	391					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	245	30	30	10	15	10	5	10	10	10	5	10	5	20	15	5	5	10	5	10	5	10	10					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	92	18	14	6	6	10	0	5	5	5	0	1	1	4	8	0	0	1	0	3	1	3	1					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	46	4	5	1	2	3	1	0	0	1	1	10	2	1	2	1	1	1	0	1	1	1	7					
14	Число погашенных открепительных удостоверений	144	12	16	4	9	0	5	5	5	5	5	0	4	16	7	5	5	9	5	7	4	7	9					
15	Число открепительных удостоверений выданных ТИК	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																													
18	"1. ""ЕДИНЕНИЕ"""	90	3	9	0	5	14	1	8	4	0	1	5	0	3	10	0	0	8	0	8	3	2	6					
		0.72%	0.18%	0.42%	0.0%	0.61%	2.06%	0.54%	1.23%	0.93%	0.0%	2.22%	0.66%	0.0%	0.31%	1.51%	0.0%	0.0%	1.56%	0.0%	1.54%	2.22%	0.66%	1.53%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	44	4	7	0	3	2	1	0	1	11	0	1	0	2	5	0	0	0	1	1	0	0	5					
		0.35%	0.24%	0.32%	0.0%	0.36%	0.29%	0.54%	0.0%	0.23%	2.00%	0.0%	0.13%	0.0%	0.20%	0.75%	0.0%	0.0%	0.0%	0.93%	0.19%	0.0%	0.0%	1.27%					
20	"3. ""РОССИЙСКАЯ ПАРТИЯ ПЕНСИОНЕРОВ И ПАРТИЯ СОЦИАЛЬНОЙ СПРАВЕДЛИВОСТИ"""	79	0	13	0	4	8	1	4	10	7	1	2	2	8	6	0	0	0	0	5	1	2	5					
		0.63%	0.0%	0.61%	0.0%	0.49%	1.18%	0.54%	0.61%	2.33%	1.27%	2.22%	0.26%	1.29%	0.83%	0.90%	0.0%	0.0%	0.0%	0.0%	0.96%	0.74%	0.66%	1.27%					
21	"4. ""Российская демократическая партия ""ЯБЛОКО"""	42	1	13	0	2	3	0	0	5	0	1	1	0	4	0	0	0	1	0	8	0	1	2					
		0.33%	0.06%	0.61%	0.0%	0.24%	0.44%	0.0%	0.0%	1.16%	0.0%	2.22%	0.13%	0.0%	0.41%	0.0%	0.0%	0.0%	0.19%	0.0%	1.54%	0.0%	0.33%	0.51%					
22	"5. ""За Русь Святую"""	20	0	4	0	3	1	1	1	2	1	0	1	0	2	0	0	0	1	0	0	0	1	2					
		0.16%	0.0%	0.18%	0.0%	0.36%	0.14%	0.54%	0.15%	0.46%	0.18%	0.0%	0.13%	0.0%	0.20%	0.0%	0.0%	0.0%	0.19%	0.0%	0.0%	0.0%	0.33%	0.51%					
23	"6. ""Объединенная Российская партия ""Русь"""	23	1	7	0	2	2	0	0	0	4	0	0	0	1	0	0	0	1	0	1	0	1	3					
		0.18%	0.06%	0.32%	0.0%	0.24%	0.29%	0.0%	0.0%	0.0%	0.72%	0.0%	0.0%	0.0%	0.10%	0.0%	0.0%	0.0%	0.19%	0.0%	0.19%	0.0%	0.33%	0.76%					
24	"7. ""Новый курс - Автомобильная Россия"""	17	1	4	0	2	0	0	1	0	0	0	1	0	4	1	0	0	0	0	3	0	0	0					
		0.13%	0.06%	0.18%	0.0%	0.24%	0.0%	0.0%	0.15%	0.0%	0.0%	0.0%	0.13%	0.0%	0.41%	0.15%	0.0%	0.0%	0.0%	0.0%	0.58%	0.0%	0.0%	0.0%					
25	"8. ""Народно-республиканская партия России"""	9	0	3	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	3					
		0.07%	0.0%	0.14%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.54%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.76%					
26	"9. ""Российская экологическая партия ""Зеленые"""	8	0	2	0	0	1	0	0	0	0	0	0	0	1	3	0	0	0	0	1	0	0	0					
		0.06%	0.0%	0.09%	0.0%	0.0%	0.14%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.10%	0.45%	0.0%	0.0%	0.0%	0.0%	0.19%	0.0%	0.0%	0.0%					
27	"10. ""Аграрная партия России"""	320	13	78	5	38	24	5	15	14	9	0	10	2	7	23	15	1	0	1	41	5	6	8					
		2.57%	0.79%	3.67%	0.79%	4.65%	3.54%	2.74%	2.31%	3.27%	1.64%	0.0%	1.33%	1.29%	0.73%	3.47%	12.82%	1.04%	0.0%	0.93%	7.93%	3.70%	2.00%	2.04%					
28	"11. ""Истинные патриоты России"""	13	1	3	0	1	0	0	0	0	0	0	2	0	1	1	0	1	0	0	2	0	0	1					
		0.10%	0.06%	0.14%	0.0%	0.12%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.26%	0.0%	0.10%	0.15%	0.0%	1.04%	0.0%	0.0%	0.38%	0.0%	0.0%	0.25%					
29	"12. ""НАРОДНАЯ ПАРТИЯ Российской Федерации"""	62	5	15	0	1	5	1	7	1	4	0	1	0	2	7	0	0	0	0	10	0	1	2					
		0.49%	0.30%	0.70%	0.0%	0.12%	0.73%	0.54%	1.08%	0.23%	0.72%	0.0%	0.13%	0.0%	0.20%	1.05%	0.0%	0.0%	0.0%	0.0%	1.93%	0.0%	0.33%	0.51%					
30	"13. ""Демократическая партия России"""	13	0	1	0	0	3	2	0	4	0	0	2	0	1	0	0	0	0	0	0	0	0	0					
		0.10%	0.0%	0.04%	0.0%	0.0%	0.44%	1.09%	0.0%	0.93%	0.0%	0.0%	0.26%	0.0%	0.10%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%					
31	"14. ""Великая Россия - Евразийский Союз"""	14	1	6	0	2	0	0	0	0	0	0	0	0	1	2	0	0	0	0	2	0	0	0					
		0.11%	0.06%	0.28%	0.0%	0.24%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.10%	0.30%	0.0%	0.0%	0.0%	0.0%	0.38%	0.0%	0.0%	0.0%					
32	"15. ""Партия СЛОН"""	8	1	2	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0					
		0.06%	0.06%	0.09%	0.0%	0.24%	0.14%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.66%	0.0%					
33	"16. ""Родина"" (народно-патриотический союз)"""	175	9	75	1	8	7	1	5	4	6	0	9	5	6	6	0	2	0	0	20	1	2	8					
		1.40%	0.55%	3.53%	0.15%	0.98%	1.03%	0.54%	0.77%	0.93%	1.09%	0.0%	1.20%	3.22%	0.62%	0.90%	0.0%	2.08%	0.0%	0.0%	3.86%	0.74%	0.66%	2.04%					
34	"17. ""Партия Мира и Единства (ПМЕ)"""	18	1	1	0	1	0	0	0	4	0	0	0	0	6	3	0	0	0	0	2	0	0	0					
		0.14%	0.06%	0.04%	0.0%	0.12%	0.0%	0.0%	0.0%	0.93%	0.0%	0.0%	0.0%	0.0%	0.62%	0.45%	0.0%	0.0%	0.0%	0.0%	0.38%	0.0%	0.0%	0.0%					
35	"18. ""ЛДПР"""	586	21	166	2	40	26	12	26	39	12	1	22	9	32	22	3	2	28	2	48	2	10	61					
		4.71%	1.28%	7.81%	0.31%	4.90%	3.84%	6.59%	4.01%	9.11%	2.18%	2.22%	2.93%	5.80%	3.34%	3.32%	2.56%	2.08%	5.46%	1.86%	9.28%	1.48%	3.34%	15.60%					
