Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																										
Дата голосования: 04.12.2011																										
																										
Наименование Избирательной комиссии:    Знаменская																										
																										
Сводная таблица результатов выборов																										
																										
		Сумма	УИК №76	УИК №77	УИК №78	УИК №79	УИК №80	УИК №81	УИК №82	УИК №83	УИК №84	УИК №85	УИК №86	УИК №87	УИК №88	УИК №89	УИК №90	УИК №91	УИК №92	УИК №93	УИК №94					
1	"Число избирателей, внесенных в список избирателей"	15077	521	451	778	240	1932	694	342	385	206	878	588	375	947	398	60	950	1674	1907	1751					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	14800	500	450	770	230	1800	690	340	380	200	880	560	360	940	390	60	950	1670	1900	1730					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	10342	387	305	586	133	1495	456	196	263	100	667	295	196	455	209	41	753	1361	1492	952					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	1168	32	62	67	51	81	98	52	30	72	29	81	46	159	43	19	85	46	72	43					
6	Число погашенных избирательных бюллетеней	3290	81	83	117	46	224	136	92	87	28	184	184	118	326	138	0	112	263	336	735					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1168	32	62	67	51	81	98	52	30	72	29	81	46	159	43	19	85	46	72	43					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	10342	387	305	586	133	1495	456	196	263	100	667	295	196	455	209	41	753	1361	1492	952					
9	Число недействительных избирательных бюллетеней	54	3	3	1	1	3	2	1	7	0	6	1	0	5	3	0	8	3	6	1					
10	Число действительных избирательных бюллетеней	11456	416	364	652	183	1573	552	247	286	172	690	375	242	609	249	60	830	1404	1558	994					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	212	5	5	7	5	40	7	5	5	5	7	6	5	8	5	0	7	30	30	30					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	109	4	2	5	0	40	1	0	1	2	4	0	0	4	1	0	0	15	22	8					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	103	7	3	5	6	2	4	2	5	3	9	1	4	6	4	0	6	16	11	9					
14	Число погашенных неиспользованных открепительных удостоверений	103	1	3	2	5	0	6	5	4	3	3	6	5	4	4	0	7	15	8	22					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	14	0	0	0	0	5	0	0	2	0	0	0	0	0	0	0	1	1	3	2					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																										
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	132	2	7	3	5	20	8	9	6	0	10	4	7	3	2	0	26	5	14	1					
		1.15%	0.48%	1.91%	0.46%	2.72%	1.27%	1.44%	3.63%	2.05%	0.00%	1.44%	1.06%	2.89%	0.49%	0.79%	0.00%	3.10%	0.36%	0.90%	0.10%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	1358	51	43	46	22	190	63	30	36	21	92	46	40	86	30	7	110	170	160	115					
		11.80%	12.17%	11.72%	7.04%	11.96%	12.06%	11.37%	12.10%	12.29%	12.21%	13.22%	12.23%	16.53%	14.01%	11.90%	11.67%	13.13%	12.08%	10.23%	11.56%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	26	0	0	1	1	6	1	1	0	0	1	0	2	0	0	0	7	1	5	0					
		0.23%	0.00%	0.00%	0.15%	0.54%	0.38%	0.18%	0.40%	0.00%	0.00%	0.14%	0.00%	0.83%	0.00%	0.00%	0.00%	0.84%	0.07%	0.32%	0.00%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	1371	51	26	156	23	161	69	24	33	22	62	35	12	52	25	0	51	172	266	131					
		11.91%	12.17%	7.08%	23.89%	12.50%	10.22%	12.45%	9.68%	11.26%	12.79%	8.91%	9.31%	4.96%	8.47%	9.92%	0.00%	6.09%	12.22%	17.01%	13.17%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	35	1	0	1	0	12	2	0	0	0	0	0	0	4	0	0	4	1	10	0					
		0.30%	0.24%	0.00%	0.15%	0.00%	0.76%	0.36%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.65%	0.00%	0.00%	0.48%	0.07%	0.64%	0.00%					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	8516	311	286	445	131	1182	409	182	211	129	524	290	179	462	192	53	630	1054	1099	747					
		73.99%	74.22%	77.93%	68.15%	71.20%	75.00%	73.83%	73.39%	72.01%	75.00%	75.29%	77.13%	73.97%	75.24%	76.19%	88.33%	75.18%	74.91%	70.27%	75.08%					
25	"7. Всероссийская политическая партия ""ПРАВОЕ ДЕЛО"""	18	0	2	0	1	2	0	1	0	0	1	0	2	2	0	0	2	1	4	0					
		0.16%	0.00%	0.54%	0.00%	0.54%	0.13%	0.00%	0.40%	0.00%	0.00%	0.14%	0.00%	0.83%	0.33%	0.00%	0.00%	0.24%	0.07%	0.26%	0.00%					
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
