Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																												
Дата голосования: 07.12.2003 0:00:00																																												
																																												
Наименование Избирательной комиссии:    Суражская																																												
																																												
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																												
																																												
		Сумма	УИК №1032	УИК №1033	УИК №1034	УИК №1035	УИК №1036	УИК №1037	УИК №1038	УИК №1039	УИК №1040	УИК №1041	УИК №1042	УИК №1043	УИК №1044	УИК №1045	УИК №1046	УИК №1047	УИК №1048	УИК №1049	УИК №1050	УИК №1051	УИК №1052	УИК №1053	УИК №1054	УИК №1055	УИК №1056	УИК №1057	УИК №1058	УИК №1059	УИК №1060	УИК №1061	УИК №1062	УИК №1063	УИК №1064	УИК №1065	УИК №1066	УИК №1067	УИК №1068					
1	"Число избирателей, внесенных в списки"	21120	1126	1230	1235	1086	1165	1182	1104	1305	120	234	184	385	705	356	226	410	223	510	393	447	225	449	452	211	689	126	568	389	677	823	460	354	513	640	453	341	124					
2	"Число бюллетеней, полученных участковыми комиссиями"	21018	1113	1215	1212	1078	1160	1171	1089	1288	123	240	182	388	694	352	222	413	226	500	392	449	232	452	450	218	686	123	566	385	679	816	459	360	518	642	455	340	130					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	10410	601	612	652	634	516	587	546	658	66	114	116	173	334	202	89	206	172	236	192	191	111	210	165	68	236	70	281	190	348	453	202	219	211	269	208	259	13					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	1441	35	22	17	26	29	26	15	19	14	14	5	65	23	9	35	50	10	110	67	40	39	65	27	55	83	14	17	25	33	32	69	0	112	112	35	8	84					
6	Число погашенных бюллетеней	9167	477	581	543	418	615	558	528	611	43	112	61	150	337	141	98	157	44	154	133	218	82	177	258	95	367	39	268	170	298	331	188	141	195	261	212	73	33					
7	Число бюллетеней в переносных ящиках для голосования	1441	35	22	17	26	29	26	15	19	14	14	5	65	23	9	35	50	10	110	67	40	39	65	27	55	83	14	17	25	33	32	69	0	112	112	35	8	84					
8	Число бюллетеней в стационарных ящиках для голосования	10410	601	612	652	634	516	587	546	658	66	114	116	173	334	202	89	206	172	236	192	191	111	210	165	68	236	70	281	190	348	453	202	219	211	269	208	259	13					
9	Число недействительных бюллетеней	279	8	6	5	6	4	11	13	17	2	0	3	8	15	5	5	4	0	5	11	8	3	1	15	2	13	2	8	10	12	14	8	24	5	12	4	10	0					
10	Число действительных бюллетеней	11572	628	628	664	654	541	602	548	660	78	128	118	230	342	206	119	252	182	341	248	223	147	274	177	121	306	82	290	205	369	471	263	195	318	369	239	257	97					
