Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																										
Дата голосования: 02.12.2007																																										
																																										
Наименование Избирательной комиссии:    Горячеключевская																																										
																																										
Сводная таблица результатов выборов																																										
																																										
		Сумма	УИК №1001	УИК №1002	УИК №1003	УИК №1004	УИК №1005	УИК №1006	УИК №1007	УИК №1008	УИК №1009	УИК №1010	УИК №1011	УИК №1012	УИК №1013	УИК №1014	УИК №1015	УИК №1016	УИК №1017	УИК №1018	УИК №1019	УИК №1020	УИК №1021	УИК №1022	УИК №1023	УИК №1024	УИК №1025	УИК №1026	УИК №1027	УИК №1028	УИК №1029	УИК №1030	УИК №1031	УИК №1032	УИК №1033	УИК №1034	УИК №1099					
1	"Число избирателей, внесенных в списки избирателей"	42761	2745	1410	1158	2565	1593	2423	1807	2573	2535	2097	580	138	706	163	315	586	339	1326	1075	1547	1297	1563	919	1456	970	861	519	1720	198	254	469	379	1142	1664	1669					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	40830	2500	1100	1500	2400	1500	2200	1800	2400	2200	2000	525	125	680	150	290	540	350	1300	1000	1500	1200	1500	900	1500	950	810	530	1700	185	225	470	350	1000	1650	1800					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	28295	1686	922	1028	1607	1037	1606	1283	1564	1520	1265	452	107	407	92	179	397	220	913	744	872	894	1030	637	968	623	500	348	1228	161	161	293	302	685	1038	1526					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	1996	129	91	96	116	56	45	26	99	205	61	3	1	101	15	41	20	43	116	46	81	59	38	29	79	61	40	89	71	7	27	0	4	61	40	0					
6	Число погашенных избирательных бюллетеней	10539	685	87	376	677	407	549	491	737	475	674	70	17	172	43	70	123	87	271	210	547	247	432	234	453	266	270	93	401	17	37	177	44	254	572	274					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1995	129	91	96	116	56	45	26	99	205	61	3	1	101	15	41	20	43	116	46	81	59	38	29	79	61	40	89	71	6	27	0	4	61	40	0					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	28174	1686	922	1028	1607	927	1606	1283	1564	1515	1265	452	107	407	92	179	397	219	913	744	872	894	1028	637	968	623	500	348	1225	161	161	293	302	685	1038	1526					
9	Число недействительных избирательных бюллетеней	694	38	19	16	28	44	44	17	22	57	24	5	2	0	3	8	14	9	22	11	20	34	43	19	43	8	22	18	24	5	6	7	4	19	20	19					
10	Число действительных избирательных бюллетеней	29475	1777	994	1108	1695	939	1607	1292	1641	1663	1302	450	106	508	104	212	403	253	1007	779	933	919	1023	647	1004	676	518	419	1272	162	182	286	302	727	1058	1507					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	618	24	10	15	25	15	20	30	15	15	30	10	5	20	5	5	10	10	20	30	23	20	25	13	39	10	10	15	29	5	5	10	5	10	20	65					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	565	17	8	15	25	10	20	29	12	14	29	9	2	20	1	0	4	10	20	30	22	20	25	13	39	10	10	11	29	5	0	10	1	10	20	65					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	507	14	62	26	38	24	25	30	6	33	10	20	12	13	7	3	10	3	12	0	8	8	12	11	17	10	10	6	11	7	5	7	8	5	21	13					
14	Число погашенных неиспользованных открепительных удостоверений	53	7	2	0	0	5	0	1	3	1	1	1	3	0	4	5	6	0	0	0	1	0	0	0	0	0	0	4	0	0	5	0	4	0	0	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	82	2	1	4	6	1	3	17	4	10	6	1	2	1	0	0	0	0	4	0	0	0	5	0	1	1	2	2	0	0	0	1	0	2	6	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
