Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																	
Дата голосования: 02.12.2007																																	
																																	
Наименование Избирательной комиссии:    ТИК Губахинского МР																																	
																																	
Сводная таблица результатов выборов																																	
																																	
		Сумма	УИК №901	УИК №902	УИК №903	УИК №904	УИК №905	УИК №906	УИК №907	УИК №908	УИК №909	УИК №910	УИК №911	УИК №912	УИК №913	УИК №914	УИК №915	УИК №916	УИК №917	УИК №918	УИК №919	УИК №920	УИК №921	УИК №922	УИК №923	УИК №924	УИК №925	УИК №926					
1	"Число избирателей, внесенных в списки избирателей"	33226	1669	2020	1467	185	1306	1640	1673	2226	2237	2186	2360	516	1649	2063	2423	713	1002	2162	486	993	361	265	459	784	305	76					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	33204	1660	2050	1370	190	1330	1650	1680	2190	2212	2210	2385	440	1665	2160	2450	725	1003	2185	485	1005	340	175	471	802	301	70					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	17126	746	1059	571	179	694	848	903	1074	1246	1130	1256	234	867	1216	1356	271	414	1115	182	466	215	153	246	470	153	62					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	1240	127	67	30	0	52	45	44	94	47	45	32	57	41	45	44	75	65	102	39	52	5	22	37	64	9	0					
6	Число погашенных избирательных бюллетеней	14838	787	924	769	11	584	757	733	1022	919	1035	1097	149	757	899	1050	379	524	968	264	487	120	0	188	268	139	8					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1240	127	67	30	0	52	45	44	94	47	45	32	57	41	45	44	75	65	102	39	52	5	22	37	64	9	0					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	17114	746	1059	571	179	694	848	903	1074	1246	1130	1255	234	866	1206	1356	271	414	1115	182	466	215	153	246	470	153	62					
9	Число недействительных избирательных бюллетеней	190	8	11	10	0	9	6	8	15	22	10	6	5	11	16	10	0	10	11	2	6	3	1	0	7	2	1					
10	Число действительных избирательных бюллетеней	18164	865	1115	591	179	737	887	939	1153	1271	1165	1281	286	896	1235	1390	346	469	1206	219	512	217	174	283	527	160	61					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	740	36	43	29	2	29	35	36	45	47	46	49	10	35	45	51	15	21	45	11	22	8	5	36	32	6	1					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	450	15	28	16	0	16	21	24	17	20	23	31	2	18	34	34	15	10	37	1	18	0	0	36	29	5	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	321	8	12	6	3	5	9	5	14	25	8	5	13	5	8	9	8	9	16	2	10	18	76	29	8	6	4					
