Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																						
Дата голосования: 02.12.2007																																						
																																						
Наименование Избирательной комиссии:    Сызранская																																						
																																						
Сводная таблица результатов выборов																																						
																																						
		Сумма	УИК №1440	УИК №1441	УИК №1442	УИК №1443	УИК №1444	УИК №1445	УИК №1446	УИК №1447	УИК №1448	УИК №1449	УИК №1450	УИК №1451	УИК №1452	УИК №1453	УИК №1454	УИК №1455	УИК №1456	УИК №1457	УИК №1458	УИК №1459	УИК №1460	УИК №1461	УИК №1462	УИК №1463	УИК №1464	УИК №1465	УИК №1466	УИК №1467	УИК №1468	УИК №1469	УИК №1470					
1	"Число избирателей, внесенных в списки избирателей"	19262	1187	1141	815	87	2592	170	124	607	225	41	868	389	388	2110	819	576	67	90	406	220	171	772	878	1522	133	624	64	1346	207	254	369					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	19000	1100	1150	850	80	2400	150	130	550	230	50	850	400	500	2100	850	600	70	100	350	230	170	750	900	1500	130	600	60	1300	200	250	400					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	11415	621	652	584	62	1486	130	80	403	144	27	493	295	330	1045	385	361	56	76	190	107	128	466	631	826	67	427	37	860	120	113	213					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	2004	109	114	50	17	81	4	18	69	53	14	159	34	58	114	95	37	4	3	106	85	10	83	87	246	39	64	21	66	40	62	62					
6	Число погашенных избирательных бюллетеней	5581	370	384	216	1	833	16	32	78	33	9	198	71	112	941	370	202	10	21	54	38	32	201	182	428	24	109	2	374	40	75	125					
7	Число избирательных бюллетеней в переносных ящиках для голосования	2004	109	114	50	17	81	4	18	69	53	14	159	34	58	114	95	37	4	3	106	85	10	83	87	246	39	64	21	66	40	62	62					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	11415	621	652	584	62	1486	130	80	403	144	27	493	295	330	1045	385	361	56	76	190	107	128	466	631	826	67	427	37	860	120	113	213					
9	Число недействительных избирательных бюллетеней	137	13	9	15	0	29	2	0	6	0	0	2	0	0	12	8	5	0	0	0	2	1	7	0	8	0	3	0	8	1	2	4					
10	Число действительных избирательных бюллетеней	13282	717	757	619	79	1538	132	98	466	197	41	650	329	388	1147	472	393	60	79	296	190	137	542	718	1064	106	488	58	918	159	173	271					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	400	20	20	15	10	48	0	2	10	10	0	15	10	5	44	10	10	5	5	10	10	10	15	20	25	5	15	10	20	6	5	10					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	316	16	15	15	2	42	0	0	7	0	0	15	2	1	41	10	10	2	5	10	10	6	15	20	25	4	15	5	12	6	0	5					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	205	10	1	5	4	16	7	10	4	7	5	14	4	7	14	4	6	2	4	8	4	5	12	7	10	3	7	3	2	5	6	9					
14	Число погашенных неиспользованных открепительных удостоверений	84	4	5	0	8	6	0	2	3	10	0	0	8	4	3	0	0	3	0	0	0	4	0	0	0	1	0	5	8	0	5	5					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																						
18	1.Политическая партия «Аграрная партия России»	264	12	10	17	10	29	0	3	14	2	1	10	1	5	25	4	3	1	0	12	4	1	15	17	28	4	4	1	12	2	14	3					
		1.97%	1.64%	1.31%	2.68%	12.66%	1.85%	0.00%	3.06%	2.97%	1.02%	2.44%	1.53%	0.30%	1.29%	2.16%	0.83%	0.75%	1.67%	0.00%	4.05%	2.08%	0.72%	2.73%	2.37%	2.61%	3.77%	0.81%	1.72%	1.30%	1.25%	8.00%	1.09%					
19	2.Всероссийская политическая партия «Гражданская Сила»	60	2	4	2	0	20	0	0	1	0	0	5	0	1	8	3	1	0	4	0	0	0	1	1	1	0	1	0	2	1	0	2					
		0.45%	0.27%	0.52%	0.32%	0.00%	1.28%	0.00%	0.00%	0.21%	0.00%	0.00%	0.77%	0.00%	0.26%	0.69%	0.63%	0.25%	0.00%	5.06%	0.00%	0.00%	0.00%	0.18%	0.14%	0.09%	0.00%	0.20%	0.00%	0.22%	0.63%	0.00%	0.73%					
20	3.Политическая партия «Демократическая партия России»	7	0	0	1	0	1	0	0	0	0	0	1	0	0	3	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0					
		0.05%	0.00%	0.00%	0.16%	0.00%	0.06%	0.00%	0.00%	0.00%	0.00%	0.00%	0.15%	0.00%	0.00%	0.26%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.18%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	1688	108	106	84	5	239	11	12	31	13	6	77	30	33	240	105	39	2	8	28	7	9	64	87	92	13	46	4	148	13	9	19					
		12.58%	14.79%	13.84%	13.25%	6.33%	15.25%	8.21%	12.24%	6.57%	6.60%	14.63%	11.81%	9.12%	8.51%	20.71%	21.88%	9.80%	3.33%	10.13%	9.46%	3.65%	6.52%	11.66%	12.12%	8.58%	12.26%	9.37%	6.90%	15.98%	8.13%	5.14%	6.91%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	270	2	5	15	0	28	10	5	18	0	2	10	4	6	6	19	3	3	0	2	1	0	30	34	11	0	5	0	48	0	3	0					
		2.01%	0.27%	0.65%	2.37%	0.00%	1.79%	7.46%	5.10%	3.81%	0.00%	4.88%	1.53%	1.22%	1.55%	0.52%	3.96%	0.75%	5.00%	0.00%	0.68%	0.52%	0.00%	5.46%	4.74%	1.03%	0.00%	1.02%	0.00%	5.18%	0.00%	1.71%	0.00%					
23	6.Политическая партия «Партия социальной справедливости»	13	0	2	0	0	1	0	0	0	0	0	1	0	1	2	0	0	0	0	0	0	0	1	2	1	0	1	0	1	0	0	0					
		0.10%	0.00%	0.26%	0.00%	0.00%	0.06%	0.00%	0.00%	0.00%	0.00%	0.00%	0.15%	0.00%	0.26%	0.17%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.18%	0.28%	0.09%	0.00%	0.20%	0.00%	0.11%	0.00%	0.00%	0.00%					
24	7.Политическая партия «Либерально-демократическая партия России»	1109	59	65	66	12	169	13	6	44	16	3	59	40	27	73	39	41	1	10	20	14	17	42	51	75	8	30	5	73	11	2	18					
		8.26%	8.08%	8.49%	10.41%	15.19%	10.78%	9.70%	6.12%	9.32%	8.12%	7.32%	9.05%	12.16%	6.96%	6.30%	8.13%	10.30%	1.67%	12.66%	6.76%	7.29%	12.32%	7.65%	7.10%	6.99%	7.55%	6.11%	8.62%	7.88%	6.88%	1.14%	6.55%					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	1014	76	73	42	4	109	9	8	37	17	4	39	11	21	105	43	29	11	6	11	4	3	53	48	124	10	30	1	30	7	11	38					
		7.56%	10.41%	9.53%	6.62%	5.06%	6.96%	6.72%	8.16%	7.84%	8.63%	9.76%	5.98%	3.34%	5.41%	9.06%	8.96%	7.29%	18.33%	7.59%	3.72%	2.08%	2.17%	9.65%	6.69%	11.57%	9.43%	6.11%	1.72%	3.24%	4.38%	6.29%	13.82%					
26	9.Политическая партия «ПАТРИОТЫ РОССИИ»	69	9	10	2	1	8	0	1	0	2	1	1	0	4	3	1	2	1	0	2	0	0	2	8	3	0	0	0	2	1	3	2					
		0.51%	1.23%	1.31%	0.32%	1.27%	0.51%	0.00%	1.02%	0.00%	1.02%	2.44%	0.15%	0.00%	1.03%	0.26%	0.21%	0.50%	1.67%	0.00%	0.68%	0.00%	0.00%	0.36%	1.11%	0.28%	0.00%	0.00%	0.00%	0.22%	0.63%	1.71%	0.73%					
27	10.Всероссийская политическая партия «ЕДИНАЯ РОССИЯ»	8705	443	476	388	47	928	89	63	320	146	24	445	242	284	674	251	269	41	51	220	160	107	327	462	724	71	369	47	596	124	129	188					
		64.87%	60.68%	62.14%	61.20%	59.49%	59.22%	66.42%	64.29%	67.80%	74.11%	58.54%	68.25%	73.56%	73.20%	58.15%	52.29%	67.59%	68.33%	64.56%	74.32%	83.33%	77.54%	59.56%	64.35%	67.54%	66.98%	75.15%	81.03%	64.36%	77.50%	73.71%	68.36%					
28	11.Политическая партия «Российская объединенная демократическая партия «ЯБЛОКО»	83	6	6	2	0	6	0	0	1	1	0	2	1	6	8	7	6	0	0	1	0	0	6	8	5	0	2	0	6	0	2	1					
		0.62%	0.82%	0.78%	0.32%	0.00%	0.38%	0.00%	0.00%	0.21%	0.51%	0.00%	0.31%	0.30%	1.55%	0.69%	1.46%	1.51%	0.00%	0.00%	0.34%	0.00%	0.00%	1.09%	1.11%	0.47%	0.00%	0.41%	0.00%	0.65%	0.00%	1.14%	0.36%					
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
