Выборы Президента Российской Федерации																																																											
Дата голосования: 02.03.2008																																																											
																																																											
Наименование Избирательной комиссии:    Чекмагушевская																																																											
																																																											
Сводная таблица результатов выборов																																																											
																																																											
	Число участковых избирательных комиссий	52																																																									
	"Число участковых избирательных комиссий, приступивших к передаче сведений"	52																																																									
																																																											
		Сумма	УИК №3331	УИК №3332	УИК №3333	УИК №3334	УИК №3335	УИК №3336	УИК №3337	УИК №3338	УИК №3339	УИК №3340	УИК №3341	УИК №3342	УИК №3343	УИК №3344	УИК №3345	УИК №3346	УИК №3347	УИК №3348	УИК №3349	УИК №3350	УИК №3351	УИК №3352	УИК №3353	УИК №3354	УИК №3355	УИК №3356	УИК №3357	УИК №3358	УИК №3359	УИК №3360	УИК №3361	УИК №3362	УИК №3363	УИК №3364	УИК №3365	УИК №3366	УИК №3367	УИК №3368	УИК №3369	УИК №3370	УИК №3371	УИК №3372	УИК №3373	УИК №3374	УИК №3375	УИК №3376	УИК №3377	УИК №3378	УИК №3379	УИК №3380	УИК №3381	УИК №3382					
1	"Число избирателей, включенных в списки избирателей"	23351	850	763	1000	1135	1115	1199	1100	1355	262	532	98	109	390	322	214	599	133	256	225	159	451	251	552	193	207	142	624	166	686	190	679	731	136	175	366	153	177	136	560	281	264	580	284	93	387	570	150	513	719	360	424	335					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	24200	870	770	1020	1150	1140	1220	1120	1390	280	560	110	120	400	330	230	620	150	270	240	170	460	260	560	210	230	170	660	180	700	200	700	750	140	175	380	170	190	140	590	290	280	600	300	110	400	580	160	530	760	380	440	345					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных в помещениях для голосования в день голосования"	21208	769	695	869	1058	954	1120	1033	1120	254	493	94	98	376	297	205	498	86	256	225	159	410	227	518	178	179	135	600	157	624	166	575	684	130	165	342	144	166	130	485	272	245	508	224	91	334	484	138	492	687	337	399	323					
5	"Число избирательных бюллетеней, выданных вне помещений для голосования в день голосования"	1467	64	9	64	30	58	25	36	21	5	39	4	10	14	24	9	97	47	0	0	0	38	22	24	13	26	6	14	7	61	23	95	40	6	10	24	9	11	6	70	8	18	65	58	2	50	83	12	21	32	21	24	12					
6	Число погашенных избирательных бюллетеней	1525	37	66	87	62	128	75	51	249	21	28	12	12	10	9	16	25	17	14	15	11	12	11	18	19	25	29	46	16	15	11	30	26	4	0	14	17	13	4	35	10	17	27	18	17	16	13	10	17	41	22	17	10					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1467	64	9	64	30	58	25	36	21	5	39	4	10	14	24	9	97	47	0	0	0	38	22	24	13	26	6	14	7	61	23	95	40	6	10	24	9	11	6	70	8	18	65	58	2	50	83	12	21	32	21	24	12					
8	Число бюллетеней в стационарных ящиках для голосования	21208	769	695	869	1058	954	1120	1033	1120	254	493	94	98	376	297	205	498	86	256	225	159	410	227	518	178	179	135	600	157	624	166	575	684	130	165	342	144	166	130	485	272	245	508	224	91	334	484	138	492	687	337	399	323					
9	Число недействительных избирательных бюллетеней	46	0	7	8	0	0	5	6	2	0	2	2	0	2	1	0	0	0	0	0	2	0	0	0	0	0	0	2	0	0	0	2	1	0	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0					
10	Число действительных избирательных бюллетеней	22629	833	697	925	1088	1012	1140	1063	1139	259	530	96	108	388	320	214	595	133	256	225	157	448	249	542	191	205	141	612	164	685	189	668	723	136	174	366	153	177	136	555	280	263	572	281	93	384	567	150	513	719	357	423	335					
11	Число полученных открепительных  удостоверений	742	25	15	26	25	25	25	20	25	10	10	5	10	10	5	10	20	10	10	10	5	10	5	20	15	15	20	30	10	20	10	30	22	5	0	10	5	6	0	30	5	10	30	30	5	13	15	5	5	30	10	15	5					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	742	25	15	26	25	25	25	20	25	10	10	5	10	10	5	10	20	10	10	10	5	10	5	20	15	15	20	30	10	20	10	30	22	5	0	10	5	6	0	30	5	10	30	30	5	13	15	5	5	30	10	15	5					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	140	9	9	5	13	10	5	0	4	2	1	0	1	2	1	1	3	3	0	0	0	0	1	4	3	1	2	0	0	3	3	8	0	1	3	4	1	0	0	0	2	2	3	4	0	2	13	2	4	2	1	1	1					
14	Число неиспользованных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
15	"Число открепительных удостоверений, выданных избирателям ТИК"	58	2	1	1	6	4	8	3	5	0	4	0	0	0	0	2	3	0	0	0	0	0	0	2	0	0	2	1	1	0	0	1	1	0	0	0	0	1	0	2	0	0	0	2	0	1	1	0	0	2	2	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	"Число открепительных удостоверений, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
"Число голосов избирателей, поданных за каждый список"																																																											
18	Богданов Андрей Владимирович	79	2	8	2	7	8	2	2	6	3	3	0	0	2	3	1	0	0	0	1	0	0	0	0	2	0	0	0	0	2	3	6	0	0	0	0	0	0	0	2	0	1	3	0	0	0	0	1	0	3	2	2	2					
		0.35%	0.24%	1.14%	0.21%	0.64%	0.79%	0.17%	0.19%	0.53%	1.16%	0.56%	0.00%	0.00%	0.51%	0.93%	0.47%	0.00%	0.00%	0.00%	0.44%	0.00%	0.00%	0.00%	0.00%	1.05%	0.00%	0.00%	0.00%	0.00%	0.29%	1.59%	0.90%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.36%	0.00%	0.38%	0.52%	0.00%	0.00%	0.00%	0.00%	0.67%	0.00%	0.42%	0.56%	0.47%	0.60%					
19	Жириновский Владимир Вольфович	248	22	3	5	8	16	12	19	23	5	5	1	1	4	4	4	10	0	3	5	6	4	2	3	0	1	1	2	2	4	3	15	4	0	0	4	0	0	2	7	3	0	11	5	0	1	2	0	1	6	4	2	3					
		1.09%	2.64%	0.43%	0.54%	0.74%	1.58%	1.05%	1.78%	2.02%	1.93%	0.94%	1.02%	0.93%	1.03%	1.25%	1.87%	1.68%	0.00%	1.17%	2.22%	3.77%	0.89%	0.80%	0.55%	0.00%	0.49%	0.71%	0.33%	1.22%	0.58%	1.59%	2.24%	0.55%	0.00%	0.00%	1.09%	0.00%	0.00%	1.47%	1.26%	1.07%	0.00%	1.92%	1.77%	0.00%	0.26%	0.35%	0.00%	0.19%	0.83%	1.12%	0.47%	0.90%					
20	Зюганов Геннадий Андреевич	479	26	17	20	29	57	17	7	48	12	11	1	1	14	9	5	13	1	11	8	6	1	2	3	2	3	1	4	2	6	4	12	10	1	2	1	2	2	4	12	9	5	11	8	2	3	3	1	5	19	6	12	8					
		2.11%	3.12%	2.41%	2.14%	2.67%	5.63%	1.48%	0.65%	4.21%	4.63%	2.07%	1.02%	0.93%	3.59%	2.80%	2.34%	2.18%	0.75%	4.30%	3.56%	3.77%	0.22%	0.80%	0.55%	1.05%	1.46%	0.71%	0.65%	1.22%	0.88%	2.12%	1.79%	1.38%	0.74%	1.14%	0.27%	1.31%	1.13%	2.94%	2.16%	3.21%	1.90%	1.92%	2.84%	2.15%	0.78%	0.53%	0.67%	0.97%	2.64%	1.68%	2.84%	2.39%					
21	Медведев Дмитрий Анатольевич	21823	783	669	898	1044	931	1109	1035	1062	239	511	94	106	368	304	204	572	132	242	211	145	443	245	536	187	201	139	606	160	673	179	635	709	135	172	361	151	175	130	534	268	257	547	268	91	380	562	148	507	691	345	407	322					
		96.24%	93.99%	95.03%	96.25%	95.96%	91.99%	96.86%	96.82%	93.08%	92.28%	96.05%	95.92%	98.15%	94.36%	94.70%	95.33%	96.13%	99.25%	94.53%	93.78%	91.19%	98.88%	98.39%	98.89%	97.91%	98.05%	98.58%	98.70%	97.56%	98.25%	94.71%	94.78%	97.93%	99.26%	98.29%	98.63%	98.69%	98.87%	95.59%	96.22%	95.71%	97.72%	95.46%	95.04%	97.85%	98.96%	99.12%	98.67%	98.83%	96.11%	96.37%	96.22%	96.12%					
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
