Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																											
Дата голосования: 04.12.2011																											
																											
Наименование Избирательной комиссии:    Балтийская																											
																											
Сводная таблица результатов выборов																											
																											
		Сумма	УИК №28	УИК №29	УИК №30	УИК №31	УИК №32	УИК №33	УИК №34	УИК №35	УИК №36	УИК №37	УИК №38	УИК №39	УИК №40	УИК №41	УИК №42	УИК №43	УИК №44	УИК №45	УИК №46	УИК №47					
1	"Число избирателей, внесенных в список избирателей"	29342	643	1995	1570	785	1097	1901	1779	1604	1045	1499	2359	1184	2519	814	2120	1998	1630	431	1681	688					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	24930	580	1670	1370	670	920	1600	1460	1390	900	1220	1870	1000	2100	950	1720	1700	1380	370	1500	560					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	17248	334	1132	805	467	705	1075	979	916	579	865	1386	684	1570	495	1434	1185	899	272	1005	461					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	364	36	12	17	16	15	19	43	4	16	12	37	7	13	7	12	13	20	42	6	17					
6	Число погашенных избирательных бюллетеней	7317	210	526	548	187	200	506	438	470	305	343	446	309	517	448	274	502	461	56	489	82					
7	Число избирательных бюллетеней в переносных ящиках для голосования	364	36	12	17	16	15	19	43	4	16	12	37	7	13	7	12	13	20	42	6	17					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	17232	334	1130	805	467	705	1075	979	916	578	855	1386	683	1568	495	1434	1185	899	272	1005	461					
9	Число недействительных избирательных бюллетеней	318	5	27	10	26	14	19	10	17	13	0	24	13	21	11	39	16	22	7	22	2					
10	Число действительных избирательных бюллетеней	17278	365	1115	812	457	706	1075	1012	903	581	867	1399	677	1560	491	1407	1182	897	307	989	476					
