Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																											
Дата голосования: 02.12.2007																											
																											
Наименование Избирательной комиссии:    Балтийская																											
																											
Сводная таблица результатов выборов																											
																											
		Сумма	УИК №28	УИК №29	УИК №30	УИК №31	УИК №32	УИК №33	УИК №34	УИК №35	УИК №36	УИК №37	УИК №38	УИК №39	УИК №40	УИК №41	УИК №42	УИК №43	УИК №44	УИК №45	УИК №46	УИК №47					
1	"Число избирателей, внесенных в списки избирателей"	29811	665	1977	1566	862	1060	1927	1693	1622	1098	1012	2419	2304	1590	2206	2393	1833	771	512	1784	517					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	26100	600	1550	1400	750	900	2300	1550	1400	950	900	2150	1950	1400	2000	1650	1600	600	500	1500	450					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	17430	359	1193	841	500	624	1050	933	927	619	582	1417	1408	986	1534	1359	1055	406	344	1084	209					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	425	40	10	8	9	10	28	12	12	19	12	25	29	10	27	33	42	4	58	21	16					
6	Число погашенных избирательных бюллетеней	8245	201	347	551	241	266	1222	605	461	312	306	708	513	404	439	258	503	190	98	395	225					
7	Число избирательных бюллетеней в переносных ящиках для голосования	425	40	10	8	9	10	28	12	12	19	12	25	29	10	27	33	42	4	58	21	16					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	17416	358	1193	841	500	624	1048	933	927	619	582	1417	1408	985	1531	1352	1055	406	344	1084	209					
9	Число недействительных избирательных бюллетеней	216	5	12	5	7	7	11	9	12	9	4	20	16	11	17	19	19	4	10	18	1					
10	Число действительных избирательных бюллетеней	17625	393	1191	844	502	627	1065	936	927	629	590	1422	1421	984	1541	1366	1078	406	392	1087	224					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	304	10	17	14	6	11	21	19	22	14	9	20	23	16	15	20	25	9	9	15	9					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	280	7	17	12	6	11	21	18	21	13	8	20	21	13	13	19	23	8	5	15	9					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	281	3	43	10	5	5	9	7	7	3	7	11	14	12	93	10	16	3	5	16	2					
14	Число погашенных неиспользованных открепительных удостоверений	23	3	0	1	0	0	0	1	1	1	1	0	2	3	2	1	2	1	4	0	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	16	0	0	1	3	0	3	1	0	0	0	3	2	3	0	0	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																											
18	1.Политическая партия «Аграрная партия России»	335	8	9	14	13	9	19	17	20	13	22	29	34	21	26	22	19	5	4	23	8					
		1.88%	2.01%	0.75%	1.65%	2.55%	1.42%	1.77%	1.80%	2.13%	2.04%	3.70%	2.01%	2.37%	2.11%	1.67%	1.59%	1.73%	1.22%	0.99%	2.08%	3.56%					
19	2.Всероссийская политическая партия «Гражданская Сила»	240	4	18	15	2	25	16	26	15	6	5	17	11	25	14	6	5	12	1	17	0					
		1.35%	1.01%	1.50%	1.77%	0.39%	3.94%	1.49%	2.75%	1.60%	0.94%	0.84%	1.18%	0.77%	2.51%	0.90%	0.43%	0.46%	2.93%	0.25%	1.54%	0.00%					
20	3.Политическая партия «Демократическая партия России»	43	1	1	2	2	1	2	1	1	2	1	1	3	4	3	3	2	3	6	2	2					
		0.24%	0.25%	0.08%	0.24%	0.39%	0.16%	0.19%	0.11%	0.11%	0.31%	0.17%	0.07%	0.21%	0.40%	0.19%	0.22%	0.18%	0.73%	1.49%	0.18%	0.89%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	2384	36	97	88	57	122	250	146	122	112	117	311	252	182	94	89	93	28	43	114	31					
		13.36%	9.05%	8.06%	10.37%	11.20%	19.24%	23.23%	15.45%	12.99%	17.55%	19.70%	21.57%	17.54%	18.29%	6.03%	6.43%	8.48%	6.83%	10.70%	10.32%	13.78%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	83	2	6	1	2	7	6	3	7	1	3	8	5	4	13	3	6	1	1	4	0					
		0.47%	0.50%	0.50%	0.12%	0.39%	1.10%	0.56%	0.32%	0.75%	0.16%	0.51%	0.55%	0.35%	0.40%	0.83%	0.22%	0.55%	0.24%	0.25%	0.36%	0.00%					
23	6.Политическая партия «Партия социальной справедливости»	44	0	2	1	1	1	5	2	1	3	4	9	2	1	2	3	2	0	1	4	0					
		0.25%	0.00%	0.17%	0.12%	0.20%	0.16%	0.46%	0.21%	0.11%	0.47%	0.67%	0.62%	0.14%	0.10%	0.13%	0.22%	0.18%	0.00%	0.25%	0.36%	0.00%					
24	7.Политическая партия «Либерально-демократическая партия России»	2422	63	212	119	77	54	112	96	111	64	65	123	151	95	299	255	201	62	61	166	36					
		13.58%	15.83%	17.62%	14.02%	15.13%	8.52%	10.41%	10.16%	11.82%	10.03%	10.94%	8.53%	10.51%	9.55%	19.19%	18.41%	18.32%	15.12%	15.17%	15.02%	16.00%					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	1601	24	69	77	62	80	144	119	104	65	65	161	129	88	69	81	79	43	17	110	15					
		8.97%	6.03%	5.74%	9.07%	12.18%	12.62%	13.38%	12.59%	11.08%	10.19%	10.94%	11.17%	8.98%	8.84%	4.43%	5.85%	7.20%	10.49%	4.23%	9.95%	6.67%					
26	9.Политическая партия «ПАТРИОТЫ РОССИИ»	456	3	21	23	18	17	27	32	28	25	25	48	41	31	26	28	21	6	8	26	2					
		2.56%	0.75%	1.75%	2.71%	3.54%	2.68%	2.51%	3.39%	2.98%	3.92%	4.21%	3.33%	2.85%	3.12%	1.67%	2.02%	1.91%	1.46%	1.99%	2.35%	0.89%					
27	10.Всероссийская политическая партия «ЕДИНАЯ РОССИЯ»	9755	249	742	494	260	299	461	471	506	321	273	690	763	512	984	864	637	243	244	614	128					
		54.68%	62.56%	61.68%	58.19%	51.08%	47.16%	42.84%	49.84%	53.89%	50.31%	45.96%	47.85%	53.10%	51.46%	63.16%	62.38%	58.07%	59.27%	60.70%	55.57%	56.89%					
28	11.Политическая партия «Российская объединенная демократическая партия «ЯБЛОКО»	262	3	14	10	8	12	23	23	12	17	10	25	30	21	11	12	13	3	6	7	2					
		1.47%	0.75%	1.16%	1.18%	1.57%	1.89%	2.14%	2.43%	1.28%	2.66%	1.68%	1.73%	2.09%	2.11%	0.71%	0.87%	1.19%	0.73%	1.49%	0.63%	0.89%					
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
