Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																															
Дата голосования: 04.12.2011																																															
																																															
"Наименование Избирательной комиссии:    Астрахань, Трусовская"																																															
																																															
Сводная таблица результатов выборов																																															
																																															
		Сумма	УИК №538	УИК №539	УИК №540	УИК №541	УИК №542	УИК №543	УИК №544	УИК №545	УИК №546	УИК №547	УИК №548	УИК №549	УИК №550	УИК №551	УИК №552	УИК №553	УИК №554	УИК №555	УИК №556	УИК №557	УИК №558	УИК №559	УИК №560	УИК №561	УИК №562	УИК №563	УИК №564	УИК №565	УИК №566	УИК №567	УИК №568	УИК №569	УИК №570	УИК №571	УИК №572	УИК №573	УИК №574	УИК №575	УИК №576	УИК №577					
1	"Число избирателей, внесенных в список избирателей"	81492	1333	2242	2449	2214	1428	2473	2134	1480	1188	1934	2713	2791	1454	1465	1821	2360	2472	2346	2448	2060	1015	2229	2305	2346	2720	1414	1407	1298	1302	2501	2578	2028	2238	2157	2165	2363	2229	2454	2216	1722					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	80919	1300	2200	2500	2200	1400	2500	2200	1500	1200	1900	2700	2800	1400	1500	1800	2300	2400	2300	2400	2000	1019	2200	2300	2300	2600	1300	1300	1300	1300	2500	2600	2000	2300	2200	2200	2300	2400	2500	2200	1600					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	41337	764	1205	1259	1130	696	1317	990	667	618	732	1415	1371	743	688	974	798	1280	682	1238	685	495	1182	1374	1175	1295	568	600	544	512	1197	1317	1163	1413	1155	1574	1493	1468	965	1507	1088					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	2920	64	50	37	52	73	51	48	8	52	42	82	46	22	23	10	335	31	57	23	71	481	16	41	179	314	34	19	23	14	27	35	45	38	31	25	97	68	165	72	19					
6	Число погашенных избирательных бюллетеней	36662	472	945	1204	1018	631	1132	1162	825	530	1126	1203	1383	635	789	816	1167	1089	1561	1139	1244	43	1002	885	946	991	698	681	733	774	1276	1248	792	849	1014	601	710	864	1370	621	493					
7	Число избирательных бюллетеней в переносных ящиках для голосования	2917	64	50	37	52	73	51	48	8	52	42	82	46	22	23	10	334	31	57	23	71	481	16	41	179	314	34	19	23	14	27	35	45	38	31	25	97	68	163	72	19					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	41276	764	1205	1259	1130	696	1317	990	667	618	732	1415	1371	743	676	974	797	1280	682	1238	672	495	1182	1374	1174	1295	534	600	544	512	1197	1317	1163	1413	1155	1574	1493	1468	965	1507	1088					
9	Число недействительных избирательных бюллетеней	708	23	18	0	11	3	46	15	0	8	6	5	8	10	3	11	26	216	13	0	15	1	35	18	24	17	0	13	1	8	32	2	0	3	14	14	30	0	24	25	10					
10	Число действительных избирательных бюллетеней	43485	805	1237	1296	1171	766	1322	1023	675	662	768	1492	1409	755	696	973	1105	1095	726	1261	728	975	1163	1397	1329	1592	568	606	566	518	1192	1350	1208	1448	1172	1585	1560	1536	1104	1554	1097					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	3065	50	70	90	60	50	100	85	50	50	70	70	100	50	60	95	80	90	80	90	70	0	120	95	85	110	50	50	50	60	125	100	85	80	70	100	85	120	110	50	60					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	2812	34	70	90	58	36	84	84	40	31	52	66	84	32	59	95	76	85	80	84	70	0	116	95	81	110	49	40	47	55	110	100	84	77	66	95	85	99	87	50	56					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	1291	6	18	15	16	18	25	12	30	21	36	14	51	9	12	23	27	19	38	76	30	285	17	18	24	28	15	28	32	16	43	30	31	14	23	47	51	25	32	19	17					
14	Число погашенных неиспользованных открепительных удостоверений	253	16	0	0	2	14	16	1	10	19	18	4	16	18	1	0	4	5	0	6	0	0	4	0	4	0	1	10	3	5	15	0	1	3	4	5	0	21	23	0	4					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	116	1	0	0	4	2	5	1	4	1	1	3	4	1	5	2	4	3	4	10	4	0	8	9	7	3	0	1	1	1	4	4	2	2	4	3	2	1	1	0	4					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																															
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	7093	103	320	374	136	181	395	164	126	150	171	107	146	95	82	197	229	119	169	76	162	74	269	250	282	336	124	38	61	60	276	111	217	237	206	129	269	136	200	109	207					
		16.05%	12.44%	25.50%	28.86%	11.51%	23.54%	28.87%	15.80%	18.67%	22.39%	22.09%	7.15%	10.30%	12.42%	11.73%	20.02%	20.25%	9.08%	22.87%	6.03%	21.80%	7.58%	22.45%	17.67%	20.84%	20.88%	21.83%	6.14%	10.76%	11.41%	22.55%	8.21%	17.96%	16.33%	17.37%	8.07%	16.92%	8.85%	17.73%	6.90%	18.70%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	3638	45	109	29	90	23	186	94	71	73	45	61	73	58	49	50	135	97	77	47	127	34	172	100	186	63	49	17	56	52	178	168	23	33	131	150	192	62	152	109	172					
		8.23%	5.43%	8.69%	2.24%	7.61%	2.99%	13.60%	9.06%	10.52%	10.90%	5.81%	4.07%	5.15%	7.58%	7.01%	5.08%	11.94%	7.40%	10.42%	3.73%	17.09%	3.48%	14.36%	7.07%	13.75%	3.92%	8.63%	2.75%	9.88%	9.89%	14.54%	12.43%	1.90%	2.27%	11.05%	9.38%	12.08%	4.04%	13.48%	6.90%	15.54%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	333	4	12	0	6	2	43	2	8	7	1	8	0	5	5	5	9	0	6	7	9	5	15	6	24	0	5	5	1	1	35	0	1	6	14	16	18	5	15	1	21					
		0.75%	0.48%	0.96%	0.00%	0.51%	0.26%	3.14%	0.19%	1.19%	1.04%	0.13%	0.53%	0.00%	0.65%	0.72%	0.51%	0.80%	0.00%	0.81%	0.56%	1.21%	0.51%	1.25%	0.42%	1.77%	0.00%	0.88%	0.81%	0.18%	0.19%	2.86%	0.00%	0.08%	0.41%	1.18%	1.00%	1.13%	0.33%	1.33%	0.06%	1.90%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	4249	52	172	102	118	19	186	23	92	126	55	103	76	57	78	20	152	88	105	43	117	106	194	105	252	68	50	54	48	70	268	101	43	52	161	185	253	49	181	67	158					
		9.61%	6.28%	13.71%	7.87%	9.98%	2.47%	13.60%	2.22%	13.63%	18.81%	7.11%	6.88%	5.36%	7.45%	11.16%	2.03%	13.44%	6.71%	14.21%	3.41%	15.75%	10.86%	16.19%	7.42%	18.63%	4.23%	8.80%	8.72%	8.47%	13.31%	21.90%	7.47%	3.56%	3.58%	13.58%	11.57%	15.91%	3.19%	16.05%	4.24%	14.27%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	489	10	14	0	13	2	46	6	12	16	1	8	0	2	12	9	15	20	15	13	14	3	23	26	38	0	8	7	2	10	24	0	0	2	27	24	30	4	14	3	16					
		1.11%	1.21%	1.12%	0.00%	1.10%	0.26%	3.36%	0.58%	1.78%	2.39%	0.13%	0.53%	0.00%	0.26%	1.72%	0.91%	1.33%	1.53%	2.03%	1.03%	1.88%	0.31%	1.92%	1.84%	2.81%	0.00%	1.41%	1.13%	0.35%	1.90%	1.96%	0.00%	0.00%	0.14%	2.28%	1.50%	1.89%	0.26%	1.24%	0.19%	1.45%					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	27579	586	608	791	807	538	466	734	365	288	494	1204	1114	535	470	689	558	768	351	1072	294	752	480	900	543	1125	328	482	397	325	407	970	924	1116	628	1078	790	1278	541	1265	518					
		62.41%	70.77%	48.45%	61.03%	68.27%	69.96%	34.06%	70.71%	54.07%	42.99%	63.82%	80.43%	78.62%	69.93%	67.24%	70.02%	49.34%	58.58%	47.50%	85.01%	39.57%	77.05%	40.07%	63.60%	40.13%	69.92%	57.75%	77.87%	70.02%	61.79%	33.25%	71.75%	76.49%	76.91%	52.95%	67.42%	49.69%	83.20%	47.96%	80.11%	46.79%					
25	"7. Всероссийская политическая партия ""ПРАВОЕ ДЕЛО"""	104	5	2	0	1	1	0	0	1	2	1	1	0	3	0	3	7	3	3	3	5	1	10	10	4	0	4	3	1	0	4	0	0	2	5	3	8	2	1	0	5					
		0.24%	0.60%	0.16%	0.00%	0.08%	0.13%	0.00%	0.00%	0.15%	0.30%	0.13%	0.07%	0.00%	0.39%	0.00%	0.30%	0.62%	0.23%	0.41%	0.24%	0.67%	0.10%	0.83%	0.71%	0.30%	0.00%	0.70%	0.48%	0.18%	0.00%	0.33%	0.00%	0.00%	0.14%	0.42%	0.19%	0.50%	0.13%	0.09%	0.00%	0.45%					
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
