Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																									
Дата голосования: 04.12.2011																																									
																																									
Наименование Избирательной комиссии:    Советско-Гаванская																																									
																																									
Сводная таблица результатов выборов																																									
																																									
		Сумма	УИК №328	УИК №329	УИК №330	УИК №331	УИК №332	УИК №333	УИК №334	УИК №335	УИК №336	УИК №337	УИК №338	УИК №339	УИК №340	УИК №341	УИК №342	УИК №343	УИК №344	УИК №345	УИК №346	УИК №347	УИК №348	УИК №349	УИК №790	УИК №792	УИК №793	УИК №794	УИК №795	УИК №800	УИК №802	УИК №822	УИК №823	УИК №824	УИК №825	УИК №826					
1	"Число избирателей, внесенных в список избирателей"	33683	2125	2117	2747	1859	136	2262	2224	2057	1451	1623	1341	369	224	912	310	634	1504	618	1828	2162	2385	2485	31	21	21	13	14	27	30	44	38	11	22	38					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	34910	2160	2130	2850	1940	150	2450	2290	1980	1560	1630	1420	450	290	980	320	680	1460	690	1910	2220	2470	2570	31	21	21	13	14	27	30	44	38	11	22	38					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	16143	940	834	1306	929	0	1227	1068	987	499	722	521	143	99	424	104	328	878	378	1065	1005	1229	1159	31	21	20	11	14	27	28	44	31	11	22	38					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	864	34	41	42	49	136	41	31	29	14	19	13	28	12	35	35	18	59	18	36	57	42	75	0	0	0	0	0	0	0	0	0	0	0	0					
6	Число погашенных избирательных бюллетеней	17891	1186	1255	1502	962	14	1182	1191	964	1047	889	886	279	179	521	181	334	523	294	809	1158	1199	1324	0	0	1	2	0	0	2	0	7	0	0	0					
7	Число избирательных бюллетеней в переносных ящиках для голосования	876	34	41	42	49	136	41	31	29	14	19	13	28	12	35	35	18	59	18	36	57	42	87	0	0	0	0	0	0	0	0	0	0	0	0					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	16141	940	834	1306	929	0	1227	1068	987	499	722	521	143	99	424	104	328	878	378	1065	1005	1229	1157	31	21	20	11	14	27	28	44	31	11	22	38					
9	Число недействительных избирательных бюллетеней	302	16	11	20	23	1	21	16	16	11	10	14	3	0	8	0	10	12	12	14	21	17	32	1	2	0	0	0	3	1	6	0	0	1	0					
10	Число действительных избирательных бюллетеней	16715	958	864	1328	955	135	1247	1083	1000	502	731	520	168	111	451	139	336	925	384	1087	1041	1254	1212	30	19	20	11	14	24	27	38	31	11	21	38					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	357	24	24	24	23	0	24	23	23	15	23	15	6	5	5	5	5	15	6	23	23	23	23	0	0	0	0	0	0	0	0	0	0	0	0					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	128	9	3	21	5	0	5	5	12	3	4	7	1	1	1	1	3	6	4	4	10	12	11	0	0	0	0	0	0	0	0	0	0	0	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	70	6	4	7	4	0	8	3	1	4	2	3	3	2	1	0	1	4	7	0	3	3	4	0	0	0	0	0	0	0	0	0	0	0	0					
14	Число погашенных неиспользованных открепительных удостоверений	229	15	21	3	18	0	19	18	11	12	19	8	5	4	4	4	2	9	2	19	13	11	12	0	0	0	0	0	0	0	0	0	0	0	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	14	2	1	1	2	0	0	0	0	0	3	0	0	0	0	1	0	2	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																									
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	2231	136	129	172	158	15	158	167	153	60	88	51	17	20	55	15	33	132	57	117	128	177	174	1	1	0	1	3	1	3	2	3	0	1	3					
		13.11%	13.96%	14.74%	12.76%	16.16%	11.03%	12.46%	15.20%	15.06%	11.70%	11.88%	9.55%	9.94%	18.02%	11.98%	10.79%	9.54%	14.09%	14.39%	10.63%	12.05%	13.93%	13.99%	3.23%	4.76%	0.00%	9.09%	21.43%	3.70%	10.71%	4.55%	9.68%	0.00%	4.55%	7.89%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	3257	162	149	230	137	34	193	187	151	106	140	113	34	24	101	32	64	219	97	247	231	286	209	9	7	11	5	3	6	6	17	15	8	8	16					
		19.14%	16.63%	17.03%	17.06%	14.01%	25.00%	15.22%	17.02%	14.86%	20.66%	18.89%	21.16%	19.88%	21.62%	22.00%	23.02%	18.50%	23.37%	24.49%	22.43%	21.75%	22.50%	16.80%	29.03%	33.33%	55.00%	45.45%	21.43%	22.22%	21.43%	38.64%	48.39%	72.73%	36.36%	42.11%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	205	6	12	17	7	2	17	12	14	3	8	8	2	0	3	1	7	9	4	10	12	14	27	0	0	0	0	1	0	1	0	1	0	1	6					
		1.20%	0.62%	1.37%	1.26%	0.72%	1.47%	1.34%	1.09%	1.38%	0.58%	1.08%	1.50%	1.17%	0.00%	0.65%	0.72%	2.02%	0.96%	1.01%	0.91%	1.13%	1.10%	2.17%	0.00%	0.00%	0.00%	0.00%	7.14%	0.00%	3.57%	0.00%	3.23%	0.00%	4.55%	15.79%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	3546	228	176	324	231	14	326	249	289	92	171	128	47	18	86	25	34	163	52	182	188	238	245	8	2	1	1	5	5	6	7	1	0	1	3					
		20.84%	23.41%	20.11%	24.04%	23.62%	10.29%	25.71%	22.66%	28.44%	17.93%	23.08%	23.97%	27.49%	16.22%	18.74%	17.99%	9.83%	17.40%	13.13%	16.53%	17.70%	18.73%	19.69%	25.81%	9.52%	5.00%	9.09%	35.71%	18.52%	21.43%	15.91%	3.23%	0.00%	4.55%	7.89%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	421	26	30	30	36	2	39	31	28	17	16	8	1	0	17	5	3	22	3	20	23	23	33	0	0	1	0	0	1	1	1	1	0	0	3					
		2.47%	2.67%	3.43%	2.23%	3.68%	1.47%	3.08%	2.82%	2.76%	3.31%	2.16%	1.50%	0.58%	0.00%	3.70%	3.60%	0.87%	2.35%	0.76%	1.82%	2.17%	1.81%	2.65%	0.00%	0.00%	5.00%	0.00%	0.00%	3.70%	3.57%	2.27%	3.23%	0.00%	0.00%	7.89%					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	6948	390	360	551	382	68	505	431	363	219	299	209	65	48	187	60	192	372	170	505	453	507	519	12	9	6	4	2	11	10	11	10	3	10	5					
		40.83%	40.04%	41.14%	40.88%	39.06%	50.00%	39.83%	39.22%	35.73%	42.69%	40.35%	39.14%	38.01%	43.24%	40.74%	43.17%	55.49%	39.70%	42.93%	45.87%	42.66%	39.89%	41.72%	38.71%	42.86%	30.00%	36.36%	14.29%	40.74%	35.71%	25.00%	32.26%	27.27%	45.45%	13.16%					
25	"7. Всероссийская политическая партия ""ПРАВОЕ ДЕЛО"""	107	10	8	4	4	0	9	6	2	5	9	3	2	1	2	1	3	8	1	6	6	9	5	0	0	1	0	0	0	0	0	0	0	0	2					
		0.63%	1.03%	0.91%	0.30%	0.41%	0.00%	0.71%	0.55%	0.20%	0.97%	1.21%	0.56%	1.17%	0.90%	0.44%	0.72%	0.87%	0.85%	0.25%	0.54%	0.56%	0.71%	0.40%	0.00%	0.00%	5.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	5.26%					
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
