Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																																		
Дата голосования: 02.12.2007																																																		
																																																		
Наименование Избирательной комиссии:    Советско-Гаванская																																																		
																																																		
Сводная таблица результатов выборов																																																		
																																																		
		Сумма	УИК №328	УИК №329	УИК №330	УИК №331	УИК №332	УИК №333	УИК №334	УИК №335	УИК №336	УИК №337	УИК №338	УИК №339	УИК №340	УИК №341	УИК №342	УИК №343	УИК №344	УИК №345	УИК №346	УИК №347	УИК №348	УИК №349	УИК №799	УИК №800	УИК №801	УИК №802	УИК №803	УИК №804	УИК №805	УИК №806	УИК №807	УИК №808	УИК №809	УИК №810	УИК №811	УИК №812	УИК №813	УИК №814	УИК №815	УИК №816	УИК №817	УИК №818	УИК №826					
1	"Число избирателей, внесенных в списки избирателей"	35896	2194	2168	2879	1931	148	2436	2307	2006	1569	1621	1425	479	284	997	344	751	1546	699	2046	2253	2473	2530	80	71	19	19	65	66	28	27	79	84	15	18	32	49	12	15	18	28	15	27	43					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	35607	2187	2136	2891	1941	150	2457	2291	1999	1565	1633	1426	457	290	983	325	687	1468	697	1916	2222	2476	2592	80	71	19	19	65	66	28	27	79	84	15	19	32	49	14	15	18	28	20	27	43					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	19394	1125	982	1516	1026	0	1482	1282	1121	687	852	686	233	103	501	192	377	942	462	1196	1122	1375	1359	78	65	19	19	58	66	28	27	79	84	15	18	31	45	12	15	18	17	15	25	39					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	1138	21	87	30	50	148	56	57	34	31	34	25	38	55	30	12	53	73	10	38	53	45	158	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
6	Число погашенных избирательных бюллетеней	15040	1041	1067	1345	865	2	919	952	844	847	747	715	186	132	452	121	257	453	225	682	1047	1056	1040	2	6	0	0	7	0	0	0	0	0	0	1	1	4	2	0	0	11	5	2	4					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1173	21	87	30	50	148	56	57	34	31	34	25	38	55	30	12	53	73	10	38	53	45	193	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	19353	1125	982	1516	1026	0	1441	1282	1121	687	852	686	233	103	501	192	377	942	462	1196	1122	1375	1359	78	65	19	19	58	66	28	27	79	84	15	18	31	45	12	15	18	17	15	25	39					
9	Число недействительных избирательных бюллетеней	248	14	14	20	7	1	11	16	18	9	9	6	4	3	2	2	5	18	4	24	15	9	19	14	1	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0					
10	Число действительных избирательных бюллетеней	20278	1132	1055	1526	1069	147	1486	1323	1137	709	877	705	267	155	529	202	425	997	468	1210	1160	1411	1533	64	64	19	19	58	66	28	27	77	84	15	18	31	44	12	15	18	17	15	25	39					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	331	11	11	23	15	2	14	13	19	8	8	8	2	2	5	7	13	17	13	24	36	32	48	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	279	9	8	23	10	0	13	13	15	4	8	7	0	2	3	4	10	17	9	17	36	32	39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	118	4	2	7	5	5	11	2	11	4	6	3	0	3	1	3	8	12	5	5	5	6	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
14	Число погашенных неиспользованных открепительных удостоверений	52	2	3	0	5	2	1	0	4	4	0	1	2	0	2	3	3	0	4	7	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	19	1	0	1	2	0	5	1	1	0	1	1	0	0	0	0	0	1	0	1	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																		
18	1.Политическая партия «Аграрная партия России»	274	14	11	19	21	3	22	19	18	7	9	9	5	2	9	1	8	7	9	9	23	19	23	0	0	0	0	0	2	0	0	1	0	1	1	0	1	0	0	0	0	1	0	0					
		1.33%	1.22%	1.03%	1.23%	1.95%	2.03%	1.47%	1.42%	1.56%	0.97%	1.02%	1.27%	1.85%	1.27%	1.69%	0.49%	1.86%	0.69%	1.91%	0.73%	1.96%	1.34%	1.48%	0.00%	0.00%	0.00%	0.00%	0.00%	3.03%	0.00%	0.00%	1.27%	0.00%	6.67%	5.56%	0.00%	2.22%	0.00%	0.00%	0.00%	0.00%	6.67%	0.00%	0.00%					
19	2.Всероссийская политическая партия «Гражданская Сила»	151	14	7	11	7	0	15	5	9	5	4	8	0	1	7	0	2	4	1	10	6	6	11	3	3	0	1	2	0	1	0	2	3	1	0	1	0	0	0	0	1	0	0	0					
		0.74%	1.22%	0.65%	0.71%	0.65%	0.00%	1.00%	0.37%	0.78%	0.70%	0.45%	1.13%	0.00%	0.63%	1.32%	0.00%	0.47%	0.39%	0.21%	0.81%	0.51%	0.42%	0.71%	3.85%	4.62%	0.00%	5.26%	3.45%	0.00%	3.57%	0.00%	2.53%	3.57%	6.67%	0.00%	3.23%	0.00%	0.00%	0.00%	0.00%	5.88%	0.00%	0.00%	0.00%					
20	3.Политическая партия «Демократическая партия России»	32	0	1	3	2	0	3	1	1	1	3	0	0	0	0	1	0	1	0	4	0	2	3	1	0	0	0	0	3	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0					
		0.16%	0.00%	0.09%	0.19%	0.19%	0.00%	0.20%	0.07%	0.09%	0.14%	0.34%	0.00%	0.00%	0.00%	0.00%	0.49%	0.00%	0.10%	0.00%	0.32%	0.00%	0.14%	0.19%	1.28%	0.00%	0.00%	0.00%	0.00%	4.55%	0.00%	0.00%	0.00%	2.38%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	2412	151	119	245	181	17	240	174	198	57	94	79	28	8	72	22	31	86	41	93	95	135	181	6	5	2	2	4	0	1	0	16	12	1	1	2	3	0	2	1	3	0	0	4					
		11.75%	13.18%	11.13%	15.85%	16.82%	11.49%	16.03%	12.99%	17.14%	7.94%	10.61%	11.11%	10.33%	5.06%	13.56%	10.78%	7.21%	8.47%	8.69%	7.54%	8.09%	9.51%	11.66%	7.69%	7.69%	10.53%	10.53%	6.90%	0.00%	3.57%	0.00%	20.25%	14.29%	6.67%	5.56%	6.45%	6.67%	0.00%	13.33%	5.56%	17.65%	0.00%	0.00%	10.26%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	145	12	3	10	5	2	18	17	15	6	9	4	1	0	1	1	0	9	2	2	9	7	5	2	1	0	0	0	0	0	0	3	0	0	0	0	0	1	0	0	0	0	0	0					
		0.71%	1.05%	0.28%	0.65%	0.46%	1.35%	1.20%	1.27%	1.30%	0.84%	1.02%	0.56%	0.37%	0.00%	0.19%	0.49%	0.00%	0.89%	0.42%	0.16%	0.77%	0.49%	0.32%	2.56%	1.54%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	3.80%	0.00%	0.00%	0.00%	0.00%	0.00%	8.33%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%					
23	6.Политическая партия «Партия социальной справедливости»	53	2	5	3	4	0	7	8	2	2	1	2	1	0	0	1	0	0	0	5	1	0	5	0	0	0	0	0	0	0	0	1	3	0	0	0	0	0	0	0	0	0	0	0					
		0.26%	0.17%	0.47%	0.19%	0.37%	0.00%	0.47%	0.60%	0.17%	0.28%	0.11%	0.28%	0.37%	0.00%	0.00%	0.49%	0.00%	0.00%	0.00%	0.41%	0.09%	0.00%	0.32%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	1.27%	3.57%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%					
24	7.Политическая партия «Либерально-демократическая партия России»	2751	138	149	204	128	20	169	162	123	100	111	118	39	37	73	27	59	151	64	200	146	171	205	15	9	3	4	10	0	8	2	22	23	5	1	11	14	4	1	12	7	1	0	5					
		13.40%	12.04%	13.94%	13.20%	11.90%	13.51%	11.29%	12.10%	10.65%	13.93%	12.53%	16.60%	14.39%	23.42%	13.75%	13.24%	13.72%	14.88%	13.56%	16.21%	12.43%	12.04%	13.21%	19.23%	13.85%	15.79%	21.05%	17.24%	0.00%	28.57%	7.41%	27.85%	27.38%	33.33%	5.56%	35.48%	31.11%	33.33%	6.67%	66.67%	41.18%	6.67%	0.00%	12.82%					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	1239	92	51	85	79	10	99	108	81	35	50	46	21	6	36	8	17	62	38	38	71	85	87	1	3	0	2	4	1	1	0	5	5	3	1	0	2	0	1	1	1	0	0	3					
		6.04%	8.03%	4.77%	5.50%	7.34%	6.76%	6.61%	8.07%	7.01%	4.87%	5.64%	6.47%	7.75%	3.80%	6.78%	3.92%	3.95%	6.11%	8.05%	3.08%	6.04%	5.99%	5.61%	1.28%	4.62%	0.00%	10.53%	6.90%	1.52%	3.57%	0.00%	6.33%	5.95%	20.00%	5.56%	0.00%	4.44%	0.00%	6.67%	5.56%	5.88%	0.00%	0.00%	7.69%					
