Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																			
Дата голосования: 07.12.2003 0:00:00																			
																			
Наименование Избирательной комиссии:    Полярнозоринская																			
																			
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																			
																			
		Сумма	УИК №409	УИК №410	УИК №411	УИК №412	УИК №413	УИК №414	УИК №415	УИК №416	УИК №417	УИК №418	УИК №419	УИК №420					
1	"Число избирателей, внесенных в списки"	15570	1463	1450	1349	1374	1391	1589	1555	1598	1506	856	428	1011					
2	"Число бюллетеней, полученных участковыми комиссиями"	14070	1330	1310	1220	1200	1270	1430	1400	1480	1350	760	430	890					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	8164	798	760	737	672	672	796	814	881	805	447	219	563					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	223	13	15	19	20	22	13	17	6	32	25	22	19					
6	Число погашенных бюллетеней	5683	519	535	464	508	576	621	569	593	513	288	189	308					
7	Число бюллетеней в переносных ящиках для голосования	223	13	15	19	20	22	13	17	6	32	25	22	19					
8	Число бюллетеней в стационарных ящиках для голосования	8153	798	760	735	672	671	796	812	880	803	446	219	561					
9	Число недействительных бюллетеней	73	6	7	6	2	8	6	9	3	5	7	4	10					
10	Число действительных бюллетеней	8303	805	768	748	690	685	803	820	883	830	464	237	570					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	128	10	10	13	10	10	10	10	10	10	10	15	10					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	47	1	6	1	5	3	6	7	4	1	2	10	1					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	26	3	3	2	0	1	3	6	4	1	0	3	0					
14	Число погашенных открепительных удостоверений	81	9	4	12	5	7	4	3	6	9	8	5	9					
15	Число открепительных удостоверений выданных ТИК	27	0	0	5	6	4	3	1	2	1	0	1	4					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0					
																			
18	"1. ""ЕДИНЕНИЕ"""	88	4	10	9	3	7	11	9	5	17	5	3	5					
		1.05%	0.49%	1.29%	1.19%	0.43%	1.01%	1.35%	1.08%	0.56%	2.03%	1.06%	1.24%	0.86%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	254	23	35	23	26	20	29	22	41	29	1	4	1					
		3.03%	2.83%	4.51%	3.05%	3.75%	2.88%	3.58%	2.65%	4.62%	3.47%	0.21%	1.65%	0.17%					
20	"3. ""РОССИЙСКАЯ ПАРТИЯ ПЕНСИОНЕРОВ И ПАРТИЯ СОЦИАЛЬНОЙ СПРАВЕДЛИВОСТИ"""	529	28	58	40	51	50	70	81	39	58	21	12	21					
		6.31%	3.45%	7.48%	5.30%	7.36%	7.21%	8.65%	9.77%	4.40%	6.94%	4.45%	4.97%	3.62%					
21	"4. ""Российская демократическая партия ""ЯБЛОКО"""	511	59	64	39	35	47	60	33	62	74	4	9	25					
		6.10%	7.27%	8.25%	5.17%	5.05%	6.78%	7.41%	3.98%	6.99%	8.86%	0.84%	3.73%	4.31%					
