Выборы Президента Российской Федерации																																			
																																			
Наименование Избирательной комиссии:    Азовская																																			
																																			
Итоги голосования 																																			
																																			
		Сумма	УИК №1	УИК №2	УИК №3	УИК №4	УИК №5	УИК №6	УИК №7	УИК №8	УИК №9	УИК №10	УИК №11	УИК №12	УИК №13	УИК №14	УИК №15	УИК №16	УИК №17	УИК №18	УИК №19	УИК №20	УИК №21	УИК №22	УИК №23	УИК №24	УИК №25	УИК №26	УИК №27	УИК №28					
1	"Число избирателей, внесенных в список"	14629	1177	811	869	1024	541	323	157	166	162	840	113	496	1401	242	855	866	164	164	400	271	343	1077	165	117	339	54	1262	230					
2	Число полученных избирательных бюллетеней	14700	1130	800	880	1050	545	340	170	175	170	850	115	490	1475	245	835	870	170	170	390	270	340	1070	165	120	340	60	1235	230					
3	"Число избирательных бюллетеней, выданных  досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных в день голосования"	9856	641	496	456	684	371	240	120	132	137	526	99	348	896	194	569	561	130	132	351	239	280	629	149	96	255	52	872	201					
5	"Число избирательных бюллетеней, выданных вне помещения"	482	66	29	38	26	11	28	3	11	17	47	10	28	31	0	28	9	5	15	4	5	0	23	0	5	11	0	24	8					
6	Число погашенных избирательных бюллетеней	4362	423	275	386	340	163	72	47	32	16	277	6	114	548	51	238	300	35	23	35	26	60	418	16	19	74	8	339	21					
7	Число избирательных бюллетеней в переносных ящиках	482	66	29	38	26	11	28	3	11	17	47	10	28	31	0	28	9	5	15	4	5	0	23	0	5	11	0	24	8					
8	Число бюллетеней в стационарных ящиках для голосования	9856	641	496	456	684	371	240	120	132	137	526	99	348	896	194	569	561	130	132	351	239	280	629	149	96	255	52	872	201					
9	Число недействительных избирательных бюллетеней	147	8	3	4	1	4	7	6	2	0	1	2	6	15	4	9	21	0	1	6	3	5	12	0	2	0	1	19	5					
10	Число действительных избирательных бюллетеней	10191	699	522	490	709	378	261	117	141	154	572	107	370	912	190	588	549	135	146	349	241	275	640	149	99	266	51	877	204					
11	Число полученных открепительных  удостоверений	440	30	20	20	30	20	10	10	10	10	20	10	10	30	10	20	20	10	10	10	10	10	30	10	10	10	10	30	10					
12	Число выданных открепительных удостоверений	118	6	4	14	15	2	1	4	4	1	2	1	4	5	0	5	6	1	3	2	0	0	12	3	3	3	0	17	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	110	15	2	1	4	3	1	2	2	0	1	4	6	7	2	9	6	1	4	7	1	2	12	5	0	1	3	8	1					
14	Число неиспользованных открепительных удостоверений	322	24	16	6	15	18	9	6	6	9	18	9	6	25	10	15	14	9	7	8	10	10	18	7	7	7	10	13	10					
15	"Число открепительных удостоверений, выданных в ТИК"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
"Число голосов избирателей, поданных за каждый список"																																			
18	. Глазьев Сергей Юрьевич	292	22	27	14	30	10	8	5	3	1	19	0	4	23	0	15	22	3	4	5	3	2	37	4	1	7	1	21	1					
		2.82%	3.11%	5.14%	2.83%	4.23%	2.62%	2.99%	4.07%	2.10%	0.65%	3.32%	0.00%	1.06%	2.48%	0.00%	2.51%	3.86%	2.22%	2.72%	1.41%	1.23%	0.71%	5.67%	2.68%	0.99%	2.63%	1.92%	2.34%	0.48%					
19	. Малышкин Олег Александрович	351	20	13	9	17	24	16	6	2	3	11	5	9	38	0	16	38	6	5	8	3	10	31	12	14	11	5	17	2					
		3.40%	2.83%	2.48%	1.82%	2.39%	6.28%	5.97%	4.88%	1.40%	1.95%	1.92%	4.59%	2.39%	4.10%	0.00%	2.68%	6.67%	4.44%	3.40%	2.25%	1.23%	3.57%	4.75%	8.05%	13.86%	4.14%	9.62%	1.90%	0.96%					
20	. Миронов Сергей Михайлович	65	5	5	3	2	3	0	0	1	0	3	0	1	3	0	9	2	1	3	2	0	2	11	2	0	0	0	6	1					
		0.63%	0.71%	0.95%	0.61%	0.28%	0.79%	0.00%	0.00%	0.70%	0.00%	0.52%	0.00%	0.27%	0.32%	0.00%	1.51%	0.35%	0.74%	2.04%	0.56%	0.00%	0.71%	1.69%	1.34%	0.00%	0.00%	0.00%	0.67%	0.48%					
21	. Путин Владимир Владимирович	7572	471	359	358	521	273	205	86	117	134	428	90	293	664	154	457	348	110	102	261	182	223	405	115	65	194	37	740	180					
		73.24%	66.62%	68.38%	72.47%	73.38%	71.47%	76.49%	69.92%	81.82%	87.01%	74.69%	82.57%	77.93%	71.63%	79.38%	76.55%	61.05%	81.48%	69.39%	73.52%	74.59%	79.64%	62.12%	77.18%	64.36%	72.93%	71.15%	82.59%	86.12%					
22	. Хакамада Ирина Муцуовна	289	19	9	15	39	11	6	4	0	4	18	2	13	30	2	15	21	1	1	8	8	5	23	0	3	7	1	22	2					
		2.80%	2.69%	1.71%	3.04%	5.49%	2.88%	2.24%	3.25%	0.00%	2.60%	3.14%	1.83%	3.46%	3.24%	1.03%	2.51%	3.68%	0.74%	0.68%	2.25%	3.28%	1.79%	3.53%	0.00%	2.97%	2.63%	1.92%	2.46%	0.96%					
23	. Харитонов Николай Михайлович	1396	137	91	73	76	56	20	16	17	12	88	9	44	132	32	63	90	13	29	61	45	24	124	12	15	39	3	59	16					
		13.50%	19.38%	17.33%	14.78%	10.70%	14.66%	7.46%	13.01%	11.89%	7.79%	15.36%	8.26%	11.70%	14.24%	16.49%	10.55%	15.79%	9.63%	19.73%	17.18%	18.44%	8.57%	19.02%	8.05%	14.85%	14.66%	5.77%	6.58%	7.66%					
																																			
24	Против всех	226	25	18	18	24	1	6	0	1	0	5	1	6	22	2	13	28	1	2	4	0	9	9	4	1	8	4	12	2					
		2.19%	3.54%	3.43%	3.64%	3.38%	0.26%	2.24%	0.00%	0.70%	0.00%	0.87%	0.92%	1.60%	2.37%	1.03%	2.18%	4.91%	0.74%	1.36%	1.13%	0.00%	3.21%	1.38%	2.68%	0.99%	3.01%	7.69%	1.34%	0.96%					
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
