Выборы Президента Российской Федерации																																																																																						
Дата голосования: 18.03.2018																																																																																						
																																																																																						
Наименование Избирательной комиссии:    Территориальная избирательная комиссия №19																																																																																						
																																																																																						
Сводная таблица итогов голосования																																																																																						
																																																																																						
	Число участковых избирательных комиссий	75																																																																																				
	"Число участковых избирательных комиссий, приступивших к передаче сведений"	75																																																																																				
																																																																																						
		Сумма	УИК №1279	УИК №1280	УИК №1281	УИК №1282	УИК №1283	УИК №1284	УИК №1285	УИК №1286	УИК №1287	УИК №1288	УИК №1289	УИК №1290	УИК №1291	УИК №1292	УИК №1293	УИК №1294	УИК №1295	УИК №1296	УИК №1297	УИК №1298	УИК №1299	УИК №1300	УИК №1301	УИК №1302	УИК №1303	УИК №1304	УИК №1305	УИК №1306	УИК №1307	УИК №1308	УИК №1309	УИК №1310	УИК №1311	УИК №1312	УИК №1313	УИК №1314	УИК №1315	УИК №1316	УИК №1317	УИК №1318	УИК №1319	УИК №1320	УИК №1321	УИК №1322	УИК №1323	УИК №1324	УИК №1325	УИК №1326	УИК №1327	УИК №1328	УИК №1329	УИК №1330	УИК №1331	УИК №1332	УИК №1333	УИК №1334	УИК №1335	УИК №1336	УИК №1337	УИК №1338	УИК №1339	УИК №1340	УИК №1341	УИК №1342	УИК №1343	УИК №1344	УИК №1345	УИК №1346	УИК №1347	УИК №1348	УИК №1349	УИК №1350	УИК №1351	УИК №1352	УИК №1353									
1	"Число избирателей, включенных в список избирателей"	134437	1974	2175	2553	3075	1562	2179	1684	1300	1163	936	1353	2017	1003	1359	1134	1929	1162	1389	1461	2058	1505	2213	2118	2205	2164	1204	1332	1580	2272	2225	2262	1105	1244	1359	1754	1495	1350	2295	1479	1820	2200	1506	1667	1964	1660	2177	1656	1477	1615	1821	1804	1500	945	1728	986	1059	1763	2497	2527	1894	1830	3081	1920	1436	1906	1907	1710	2375	2002	2369	2611	2833	3152	2148	264									
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	124400	1500	2000	2500	2600	1200	1700	1500	1000	1000	900	1000	2000	1000	1200	1000	2000	1000	1200	1500	2000	1500	2100	2000	2100	2100	1000	1200	1500	2200	2000	2100	1100	1200	1200	1700	1500	1100	2200	1500	1500	2100	1500	1500	2000	1600	2200	1500	1200	1500	1500	1800	1500	1000	1500	1000	1000	1600	2200	2500	2000	1600	2500	1700	1200	1700	2000	1600	2200	2000	2200	2500	2700	2700	2000	500									
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
4	"Число избирательных бюллетеней, выданных в помещении для голосования в день голосования"	80814	1085	970	1418	1959	1014	1131	877	861	790	598	755	1135	595	853	737	1143	697	937	995	1122	882	1364	1212	1246	1280	779	894	790	1385	1209	1268	617	784	941	1119	972	778	1704	968	965	1392	903	1080	1279	972	1314	965	797	901	911	1113	849	636	1098	602	552	1139	1410	1669	1069	966	1761	1106	815	1122	1158	1042	1438	1308	1612	2075	1668	1762	1290	211									
5	"Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования"	2102	20	13	46	11	12	18	9	13	29	21	27	24	11	19	24	24	45	28	22	14	21	30	42	17	45	20	36	39	51	46	63	28	24	23	29	18	32	36	71	33	44	40	34	35	60	14	34	19	30	33	26	28	21	20	10	12	25	42	23	57	45	11	31	23	4	8	22	32	26	56	18	10	7	19	49									
6	Число погашенных избирательных бюллетеней	41481	395	1017	1036	630	174	551	614	126	181	281	218	841	394	328	239	833	258	235	483	864	597	706	746	837	775	201	267	671	764	745	769	455	392	236	552	510	290	460	461	502	664	557	386	686	568	872	501	384	569	556	661	623	343	382	388	436	436	748	808	874	589	728	563	362	574	834	536	730	666	532	407	1022	931	691	240									
