Выборы Президента Российской Федерации																																																																																
Дата голосования: 04.03.2012																																																																																
																																																																																
Наименование Избирательной комиссии:    Усть-Удинская																																																																																
																																																																																
Сводная таблица итогов голосования																																																																																
																																																																																
	Число участковых избирательных комиссий	69																																																																														
	Число участковых избирательных комиссий, приступивших к передаче сведений	69																																																																														
																																																																																
		Сумма	УИК №1647	УИК №1648	УИК №1649	УИК №1650	УИК №1651	УИК №1652	УИК №1653	УИК №1654	УИК №1655	УИК №1656	УИК №1657	УИК №1658	УИК №1659	УИК №1660	УИК №1661	УИК №1662	УИК №1663	УИК №1664	УИК №1665	УИК №1666	УИК №1889	УИК №1890	УИК №1891	УИК №1892	УИК №1893	УИК №1894	УИК №1895	УИК №1896	УИК №1897	УИК №1898	УИК №1899	УИК №1900	УИК №1901	УИК №1902	УИК №1903	УИК №1904	УИК №1905	УИК №1906	УИК №1907	УИК №1908	УИК №1909	УИК №1910	УИК №1911	УИК №1912	УИК №1913	УИК №1914	УИК №1915	УИК №1916	УИК №1917	УИК №1918	УИК №1919	УИК №1920	УИК №1921	УИК №1922	УИК №1923	УИК №1924	УИК №1925	УИК №1926	УИК №1927	УИК №1928	УИК №1929	УИК №1930	УИК №1931	УИК №1932	УИК №1933	УИК №1934	УИК №1935	УИК №1936	УИК №1937									
1	Число избирателей, включенных в список избирателей	11494	767	205	603	212	519	324	455	402	444	400	402	429	369	448	372	65	52	66	55	47	76	62	68	68	66	72	90	87	96	77	82	92	85	92	89	621	312	320	857	190	257	17	16	13	14	13	12	12	87	89	83	81	73	74	72	26	25	25	29	28	25	25	40	33	37	38	39	39	34									
2	Число избирательных бюллетеней, полученных участковой избирательной комиссией	11851	780	220	645	220	570	380	455	395	440	410	400	435	380	455	390	70	55	65	58	50	73	63	70	67	70	77	93	87	95	77	83	95	85	95	90	670	330	325	830	195	265	15	15	14	14	15	13	12	85	88	80	80	70	75	73	31	32	33	33	32	31	29	40	35	40	40	40	40	38									
3	Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
4	Число избирательных бюллетеней, выданных в помещении для голосования в день голосования	5427	287	98	283	93	279	157	200	166	188	197	166	212	183	241	195	27	22	32	26	20	44	39	36	45	33	37	46	41	55	31	30	39	44	37	30	321	131	169	363	87	117	7	13	5	12	8	9	8	38	38	37	39	40	38	26	19	17	16	22	17	17	18	18	17	22	17	23	20	19									
5	Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования	874	119	21	68	38	21	24	55	15	20	18	25	17	18	14	14	4	6	7	1	10	1	6	2	1	7	10	10	1	2	4	4	10	3	7	5	58	25	18	57	19	44	2	1	0	0	0	2	1	2	9	3	9	4	0	3	0	0	4	3	1	1	0	2	2	0	5	3	6	2									
6	Число погашенных избирательных бюллетеней	5550	374	101	294	89	270	199	200	214	232	195	209	206	179	200	181	39	27	26	31	20	28	18	32	21	30	30	37	45	38	42	49	46	38	51	55	291	174	138	410	89	104	6	1	9	2	7	2	3	45	41	40	32	26	37	44	12	15	13	8	14	13	11	20	16	18	18	14	14	17									
