Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																						
Дата голосования: 07.12.2003 0:00:00																						
																						
Наименование Избирательной комиссии:    Дивногорская городская																						
																						
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																						
																						
		Сумма	УИК №71	УИК №72	УИК №73	УИК №74	УИК №75	УИК №76	УИК №77	УИК №78	УИК №79	УИК №80	УИК №81	УИК №82	УИК №83	УИК №84	УИК №85					
1	"Число избирателей, внесенных в списки"	26632	2952	2843	3038	2425	2792	2561	2821	2144	1762	84	771	1316	568	445	110					
2	"Число бюллетеней, полученных участковыми комиссиями"	26259	2931	2795	3000	2420	2763	2547	2804	2144	1766	81	765	1307	394	442	100					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	12348	1273	1298	1453	1182	1210	1153	1410	1103	902	58	336	537	197	168	68					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	728	64	41	46	47	37	82	70	42	61	2	24	25	171	16	0					
6	Число погашенных бюллетеней	13185	1594	1456	1501	1191	1516	1312	1326	999	803	21	405	745	26	258	32					
7	Число бюллетеней в переносных ящиках для голосования	728	64	41	46	47	37	82	70	42	61	2	24	25	171	16	0					
8	Число бюллетеней в стационарных ящиках для голосования	12346	1273	1298	1453	1182	1210	1153	1409	1102	902	58	336	537	197	168	68					
9	Число недействительных бюллетеней	142	6	12	33	13	12	14	14	11	0	1	10	8	5	3	0					
10	Число действительных бюллетеней	12932	1331	1327	1466	1216	1235	1221	1465	1133	963	59	350	554	363	181	68					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	340	30	30	30	30	30	30	30	30	30	10	10	20	10	10	10					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	66	4	3	4	4	7	2	25	6	7	0	1	1	0	1	1					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	55	1	7	4	1	5	3	4	4	1	2	2	3	5	5	8					
14	Число погашенных открепительных удостоверений	274	26	27	26	26	23	28	5	24	23	10	9	19	10	9	9					
15	Число открепительных удостоверений выданных ТИК	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0					
																						
18	"1. ""ЕДИНЕНИЕ"""	98	7	8	7	13	9	8	8	4	11	2	3	8	9	1	0					
		0.74%	0.52%	0.59%	0.46%	1.05%	0.72%	0.64%	0.54%	0.34%	1.14%	3.33%	0.83%	1.42%	2.44%	0.54%	0.0%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	281	32	19	35	33	25	22	44	14	17	0	7	6	19	3	5					
		2.14%	2.39%	1.41%	2.33%	2.68%	2.00%	1.78%	2.97%	1.22%	1.76%	0.0%	1.94%	1.06%	5.16%	1.63%	7.35%					
20	"3. ""РОССИЙСКАЯ ПАРТИЯ ПЕНСИОНЕРОВ И ПАРТИЯ СОЦИАЛЬНОЙ СПРАВЕДЛИВОСТИ"""	258	26	25	22	21	21	20	37	22	11	0	12	18	16	6	1					
		1.97%	1.94%	1.86%	1.46%	1.70%	1.68%	1.61%	2.50%	1.92%	1.14%	0.0%	3.33%	3.20%	4.34%	3.26%	1.47%					
21	"4. ""Российская демократическая партия ""ЯБЛОКО"""	329	42	45	31	35	27	26	44	14	32	1	7	7	7	8	3					
		2.51%	3.14%	3.36%	2.06%	2.84%	2.16%	2.10%	2.97%	1.22%	3.32%	1.66%	1.94%	1.24%	1.90%	4.34%	4.41%					
22	"5. ""За Русь Святую"""	47	3	5	0	5	4	5	5	6	7	0	0	4	3	0	0					
		0.35%	0.22%	0.37%	0.0%	0.40%	0.32%	0.40%	0.33%	0.52%	0.72%	0.0%	0.0%	0.71%	0.81%	0.0%	0.0%					
23	"6. ""Объединенная Российская партия ""Русь"""	23	2	4	2	3	1	0	2	3	0	0	0	1	5	0	0					
		0.17%	0.14%	0.29%	0.13%	0.24%	0.08%	0.0%	0.13%	0.26%	0.0%	0.0%	0.0%	0.17%	1.35%	0.0%	0.0%					
24	"7. ""Новый курс - Автомобильная Россия"""	94	13	8	12	10	9	5	10	12	6	1	1	2	4	0	1					
		0.71%	0.97%	0.59%	0.80%	0.81%	0.72%	0.40%	0.67%	1.04%	0.62%	1.66%	0.27%	0.35%	1.08%	0.0%	1.47%					
25	"8. ""Народно-республиканская партия России"""	13	0	4	0	0	1	1	1	1	1	0	1	1	2	0	0					
		0.09%	0.0%	0.29%	0.0%	0.0%	0.08%	0.08%	0.06%	0.08%	0.10%	0.0%	0.27%	0.17%	0.54%	0.0%	0.0%					
26	"9. ""Российская экологическая партия ""Зеленые"""	35	2	5	4	4	3	4	5	3	2	0	1	0	2	0	0					
		0.26%	0.14%	0.37%	0.26%	0.32%	0.24%	0.32%	0.33%	0.26%	0.20%	0.0%	0.27%	0.0%	0.54%	0.0%	0.0%					
27	"10. ""Аграрная партия России"""	300	26	41	22	47	21	26	30	26	22	0	12	9	12	5	1					
		2.29%	1.94%	3.06%	1.46%	3.82%	1.68%	2.10%	2.02%	2.27%	2.28%	0.0%	3.33%	1.60%	3.26%	2.71%	1.47%					
