Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																		
Дата голосования: 02.12.2007																																		
																																		
Наименование Избирательной комиссии:    Екатериновская																																		
																																		
Сводная таблица результатов выборов																																		
																																		
		Сумма	УИК №686	УИК №687	УИК №688	УИК №689	УИК №690	УИК №691	УИК №692	УИК №693	УИК №694	УИК №695	УИК №696	УИК №697	УИК №698	УИК №699	УИК №700	УИК №701	УИК №702	УИК №703	УИК №704	УИК №705	УИК №706	УИК №707	УИК №708	УИК №709	УИК №710	УИК №711	УИК №712					
1	"Число избирателей, внесенных в списки избирателей"	16061	2507	1623	1146	669	268	292	371	1069	344	589	544	277	342	1155	808	155	512	127	112	354	235	500	495	375	532	203	457					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	16165	2551	1632	1153	678	266	293	372	1041	338	602	551	275	333	1163	811	156	519	124	108	358	245	503	523	375	522	208	465					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	9738	1357	759	494	342	208	200	279	589	204	445	450	228	291	662	450	117	277	119	95	257	199	325	281	216	407	141	346					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	1249	19	28	39	242	22	43	40	55	54	66	40	23	7	128	28	4	79	5	0	45	13	68	63	50	25	34	29					
6	Число погашенных избирательных бюллетеней	5178	1175	845	620	94	36	50	53	397	80	91	61	24	35	373	333	35	163	0	13	56	33	110	179	109	90	33	90					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1249	19	28	39	242	22	43	40	55	54	66	40	23	7	128	28	4	79	5	0	45	13	68	63	50	25	34	29					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	9734	1357	758	493	342	208	200	279	589	204	445	450	228	291	662	450	117	277	119	95	257	199	325	281	216	407	141	344					
9	Число недействительных избирательных бюллетеней	209	23	14	17	0	2	4	3	30	0	1	0	0	9	16	24	3	16	0	5	0	1	10	12	7	5	1	6					
10	Число действительных избирательных бюллетеней	10774	1353	772	515	584	228	239	316	614	258	510	490	251	289	774	454	118	340	124	90	302	211	383	332	259	427	174	367					
