Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																						
Дата голосования: 02.12.2007																																						
																																						
Наименование Избирательной комиссии:    Идринская																																						
																																						
Сводная таблица результатов выборов																																						
																																						
		Сумма	УИК №1218	УИК №1219	УИК №1220	УИК №1221	УИК №1222	УИК №1223	УИК №1224	УИК №1225	УИК №1226	УИК №1227	УИК №1229	УИК №1230	УИК №1231	УИК №1232	УИК №1233	УИК №1234	УИК №1235	УИК №1236	УИК №1237	УИК №1238	УИК №1239	УИК №1240	УИК №1241	УИК №1242	УИК №1243	УИК №1244	УИК №1245	УИК №1246	УИК №1247	УИК №1248	УИК №1249					
1	"Число избирателей, внесенных в списки избирателей"	10414	1655	1865	731	129	321	69	68	360	89	458	182	117	434	285	252	394	294	386	162	125	278	77	41	366	343	145	448	59	54	145	82					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	10503	1669	1871	730	133	325	67	69	361	95	463	190	120	441	288	260	399	294	391	165	125	278	76	42	372	340	149	451	57	57	145	80					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	5766	771	929	356	75	184	42	41	216	58	287	105	82	211	179	167	238	186	225	120	69	130	52	35	197	207	97	277	38	40	95	57					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	486	72	55	34	8	11	7	0	24	3	13	12	0	29	14	7	13	13	11	11	10	51	11	0	25	6	14	23	2	0	7	0					
6	Число погашенных избирательных бюллетеней	4251	826	887	340	50	130	18	28	121	34	163	73	38	201	95	86	148	95	155	34	46	97	13	7	150	127	38	151	17	17	43	23					
7	Число избирательных бюллетеней в переносных ящиках для голосования	486	72	55	34	8	11	7	0	24	3	13	12	0	29	14	7	13	13	11	11	10	51	11	0	25	6	14	23	2	0	7	0					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	5766	771	929	356	75	184	42	41	216	58	287	105	82	211	179	167	238	186	225	120	69	130	52	35	197	207	97	277	38	40	95	57					
9	Число недействительных избирательных бюллетеней	60	1	6	4	2	3	0	3	1	0	0	2	0	3	2	2	4	1	1	2	0	1	0	2	8	4	1	5	0	0	2	0					
10	Число действительных избирательных бюллетеней	6192	842	978	386	81	192	49	38	239	61	300	115	82	237	191	172	247	198	235	129	79	180	63	33	214	209	110	295	40	40	100	57					
