Выборы Президента Российской Федерации																																												
Дата голосования: 02.03.2008																																												
																																												
Наименование Избирательной комиссии:    Елизовская																																												
																																												
Сводная таблица результатов выборов																																												
																																												
	Число участковых избирательных комиссий	37																																										
	"Число участковых избирательных комиссий, приступивших к передаче сведений"	37																																										
																																												
		Сумма	УИК №104	УИК №105	УИК №106	УИК №107	УИК №108	УИК №109	УИК №110	УИК №111	УИК №112	УИК №113	УИК №114	УИК №115	УИК №116	УИК №117	УИК №118	УИК №119	УИК №120	УИК №121	УИК №122	УИК №123	УИК №124	УИК №125	УИК №126	УИК №127	УИК №128	УИК №129	УИК №130	УИК №131	УИК №132	УИК №133	УИК №134	УИК №135	УИК №136	УИК №137	УИК №138	УИК №139	УИК №140					
1	"Число избирателей, включенных в списки избирателей"	49988	2728	788	1570	184	2980	2806	2025	821	635	1572	2201	2249	1439	2189	2863	1613	2177	1980	504	2957	1152	1300	682	405	951	972	812	2228	569	1458	109	544	317	269	749	267	923					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	44965	2400	700	1400	200	2700	2500	1800	700	550	1500	1900	2100	1300	2000	2600	1500	1900	1700	440	2700	1000	1200	600	320	800	900	700	2000	500	1300	125	500	320	280	750	280	800					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28	0	0	0	0					
4	"Число избирательных бюллетеней, выданных в помещениях для голосования в день голосования"	29039	1544	430	847	129	1971	1457	901	516	264	989	1265	1352	845	1171	1538	1000	1199	1078	214	1499	897	765	475	174	606	541	369	1403	393	999	68	410	277	195	516	184	558					
5	"Число избирательных бюллетеней, выданных вне помещений для голосования в день голосования"	1027	20	18	25	0	23	13	29	15	57	26	14	52	13	14	16	2	101	21	68	11	3	31	24	56	21	15	150	26	10	28	3	15	0	8	15	18	66					
6	Число погашенных избирательных бюллетеней	14871	836	252	528	71	706	1030	870	169	229	485	621	696	442	815	1046	498	600	601	158	1190	100	404	101	90	173	344	181	571	97	273	54	75	15	77	219	78	176					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1055	20	18	25	0	23	13	29	15	57	26	14	52	13	14	16	2	101	21	68	11	3	31	24	56	21	15	150	26	10	28	3	15	28	8	15	18	66					
8	Число бюллетеней в стационарных ящиках для голосования	29020	1542	430	847	129	1971	1455	901	516	264	989	1260	1351	845	1171	1536	1000	1199	1078	214	1499	894	765	475	174	606	541	369	1399	393	999	68	410	277	195	516	184	558					
9	Число недействительных избирательных бюллетеней	422	17	4	9	1	30	18	18	5	0	17	18	19	12	23	23	10	31	12	5	18	14	14	8	3	14	14	6	11	8	12	1	4	2	1	11	4	5					
10	Число действительных избирательных бюллетеней	29653	1545	444	863	128	1964	1450	912	526	321	998	1256	1384	846	1162	1529	992	1269	1087	277	1492	883	782	491	227	613	542	513	1414	395	1015	70	421	303	202	520	198	619					
11	Число полученных открепительных  удостоверений	330	10	5	5	3	21	7	10	5	5	8	10	11	8	10	18	15	10	5	3	5	20	5	5	3	15	10	3	15	8	15	3	5	5	3	15	16	10					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	235	10	0	5	0	21	7	5	1	0	3	8	8	7	9	12	14	6	1	1	4	17	4	2	1	8	3	2	7	4	14	2	5	5	0	14	15	10					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	213	3	0	5	2	14	4	12	5	3	6	16	6	3	4	7	4	12	6	1	8	18	6	2	29	7	1	1	3	3	4	3	5	3	0	3	1	3					
14	Число неиспользованных открепительных удостоверений	95	0	5	0	3	0	0	5	4	5	5	2	3	1	1	6	1	4	4	2	1	3	1	3	2	7	7	1	8	4	1	1	0	0	3	1	1	0					
15	"Число открепительных удостоверений, выданных избирателям ТИК"	39	0	0	4	0	0	3	1	1	1	0	0	3	2	0	10	1	1	0	0	0	5	1	1	0	0	0	0	1	0	1	0	0	2	0	0	0	1					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	"Число открепительных удостоверений, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
"Число голосов избирателей, поданных за каждый список"																																												
18	Богданов Андрей Владимирович	417	23	6	14	1	25	14	12	12	9	26	20	36	15	17	28	12	19	20	5	13	14	7	3	2	7	6	7	11	4	8	0	5	2	1	5	2	6					
		1.39%	1.47%	1.34%	1.61%	0.78%	1.25%	0.95%	1.29%	2.26%	2.80%	2.56%	1.57%	2.57%	1.75%	1.43%	1.80%	1.20%	1.46%	1.82%	1.77%	0.86%	1.56%	0.88%	0.60%	0.87%	1.12%	1.08%	1.35%	0.77%	0.99%	0.78%	0.00%	1.18%	0.66%	0.49%	0.94%	0.99%	0.96%					
19	Жириновский Владимир Вольфович	4010	172	79	114	21	278	243	129	61	48	126	165	150	118	165	186	136	152	156	33	178	154	105	46	30	97	90	61	215	54	142	21	42	34	23	77	30	79					
		13.33%	11.01%	17.63%	13.07%	16.28%	13.94%	16.55%	13.87%	11.49%	14.95%	12.41%	12.95%	10.69%	13.75%	13.92%	11.98%	13.57%	11.69%	14.19%	11.70%	11.79%	17.17%	13.19%	9.22%	13.04%	15.47%	16.19%	11.75%	15.09%	13.40%	13.83%	29.58%	9.88%	11.15%	11.33%	14.50%	14.85%	12.66%					
20	Зюганов Геннадий Андреевич	4818	278	77	119	17	236	172	169	83	42	208	262	301	153	215	235	146	274	170	48	246	90	149	111	32	86	98	68	178	62	171	17	70	10	23	97	20	85					
		16.02%	17.80%	17.19%	13.65%	13.18%	11.84%	11.72%	18.17%	15.63%	13.08%	20.49%	20.57%	21.45%	17.83%	18.14%	15.14%	14.57%	21.08%	15.47%	17.02%	16.29%	10.03%	18.72%	22.24%	13.91%	13.72%	17.63%	13.10%	12.49%	15.38%	16.65%	23.94%	16.47%	3.28%	11.33%	18.27%	9.90%	13.62%					
21	Медведев Дмитрий Анатольевич	20408	1072	282	616	89	1425	1021	602	370	222	638	809	897	560	765	1080	698	824	741	191	1055	625	521	331	163	423	348	377	1010	275	694	32	304	257	155	341	146	449					
		67.86%	68.63%	62.95%	70.64%	68.99%	71.46%	69.55%	64.73%	69.68%	69.16%	62.86%	63.50%	63.93%	65.27%	64.56%	69.59%	69.66%	63.38%	67.42%	67.73%	69.87%	69.68%	65.45%	66.33%	70.87%	67.46%	62.59%	72.64%	70.88%	68.24%	67.58%	45.07%	71.53%	84.26%	76.35%	64.22%	72.28%	71.96%					
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
