Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																											
Дата голосования: 02.12.2007																											
																											
Наименование Избирательной комиссии:    Назаровская городская																											
																											
Сводная таблица результатов выборов																											
																											
		Сумма	УИК №571	УИК №572	УИК №573	УИК №574	УИК №575	УИК №576	УИК №577	УИК №578	УИК №579	УИК №580	УИК №581	УИК №582	УИК №583	УИК №584	УИК №585	УИК №586	УИК №587	УИК №588	УИК №589	УИК №590					
1	"Число избирателей, внесенных в списки избирателей"	38301	1230	2036	1997	2012	1690	1749	2129	1980	2135	2365	2169	1909	1769	2149	2720	1670	2189	2093	2012	298					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	38600	1220	2060	2030	2030	1690	1760	2170	1980	2160	2400	2200	1930	1800	2170	2750	1680	2200	2080	2020	270					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	21551	627	856	1244	1186	1024	1004	1243	1298	1316	1406	1227	1128	1034	1232	1428	629	1255	1444	970	0					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	1449	46	97	43	29	43	45	78	90	53	35	45	47	25	59	95	159	58	51	81	270					
6	Число погашенных избирательных бюллетеней	15600	547	1107	743	815	623	711	849	592	791	959	928	755	741	879	1227	892	887	585	969	0					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1449	46	97	43	29	43	45	78	90	53	35	45	47	25	59	95	159	58	51	81	270					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	21500	626	856	1200	1186	1023	1004	1243	1298	1316	1406	1226	1128	1034	1232	1428	628	1255	1441	970	0					
9	Число недействительных избирательных бюллетеней	310	3	10	16	17	13	9	33	13	22	15	18	15	25	5	63	1	6	10	14	2					
10	Число действительных избирательных бюллетеней	22639	669	943	1227	1198	1053	1040	1288	1375	1347	1426	1253	1160	1034	1286	1460	786	1307	1482	1037	268					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	540	18	20	25	32	30	20	45	35	35	35	30	25	30	30	30	20	25	30	25	0					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	447	11	17	25	28	27	18	40	32	35	33	19	25	20	23	28	13	19	21	13	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	268	4	7	13	20	11	6	15	23	15	17	7	9	28	13	13	7	10	21	14	15					
