Выборы Президента Российской Федерации																																																						
																																																						
Наименование Избирательной комиссии:    Динская																																																						
																																																						
Итоги голосования 																																																						
																																																						
		Сумма	УИК №1201	УИК №1202	УИК №1203	УИК №1204	УИК №1205	УИК №1206	УИК №1207	УИК №1208	УИК №1209	УИК №1210	УИК №1211	УИК №1212	УИК №1213	УИК №1214	УИК №1215	УИК №1216	УИК №1217	УИК №1218	УИК №1219	УИК №1220	УИК №1221	УИК №1222	УИК №1223	УИК №1224	УИК №1225	УИК №1226	УИК №1227	УИК №1228	УИК №1229	УИК №1230	УИК №1231	УИК №1232	УИК №1233	УИК №1234	УИК №1235	УИК №1236	УИК №1237	УИК №1238	УИК №1239	УИК №1240	УИК №1241	УИК №1242	УИК №1243	УИК №1244	УИК №1245	УИК №1246	УИК №1247					
1	"Число избирателей, внесенных в список"	96638	1918	2868	2631	1995	1810	2025	2942	2802	1946	1861	1708	1705	2554	1111	2789	1158	783	3040	2978	2391	2160	1987	1991	1899	1900	2232	2223	2630	2543	2740	1053	2566	2785	2979	1715	2989	2965	262	588	1812	3131	1608	1575	1236	963	904	2187					
2	Число полученных избирательных бюллетеней	93640	1750	2400	2550	1900	1800	2100	2750	2700	1900	1700	1600	1550	2450	1050	2750	1100	750	2900	2850	2350	2000	1950	1950	1850	1900	2250	2200	2550	2650	2650	1050	2500	2850	2950	1750	2950	2950	250	550	1700	2990	1550	1550	1250	950	850	2150					
3	"Число избирательных бюллетеней, выданных  досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных в день голосования"	48599	1084	1310	1318	1014	1048	941	1549	1430	991	940	879	954	1074	652	1679	667	487	1505	1315	1286	1006	930	1108	852	1306	1242	1075	1148	1291	1359	539	1085	1365	1184	808	1310	1530	98	318	875	1836	816	710	562	589	483	1051					
5	"Число избирательных бюллетеней, выданных вне помещения"	3994	38	299	142	98	125	171	106	90	99	69	63	35	282	54	45	16	17	57	40	56	81	152	53	43	50	58	198	60	80	119	46	42	83	73	16	36	84	98	131	28	82	104	57	94	30	36	158					
6	Число погашенных избирательных бюллетеней	41047	628	791	1090	788	627	988	1095	1180	810	691	658	561	1094	344	1026	417	246	1338	1495	1008	913	868	789	955	544	950	927	1342	1279	1172	465	1373	1402	1693	926	1604	1336	54	101	797	1072	630	783	594	331	331	941					
7	Число избирательных бюллетеней в переносных ящиках	3994	38	299	142	98	125	171	106	90	99	69	63	35	282	54	45	16	17	57	40	56	81	152	53	43	50	58	198	60	80	119	46	42	83	73	16	36	84	98	131	28	82	104	57	94	30	36	158					
8	Число бюллетеней в стационарных ящиках для голосования	48597	1084	1310	1318	1014	1048	941	1549	1430	991	940	879	954	1074	652	1679	667	487	1505	1315	1286	1004	930	1108	852	1306	1242	1075	1148	1291	1359	539	1085	1365	1184	808	1310	1530	98	318	875	1836	816	710	562	589	483	1051					
9	Число недействительных избирательных бюллетеней	392	6	13	8	3	6	10	7	10	6	0	6	5	20	9	14	6	3	11	5	8	8	16	7	12	0	11	8	7	5	17	3	15	22	11	7	10	0	3	7	3	13	9	7	3	8	10	14					
10	Число действительных избирательных бюллетеней	52199	1116	1596	1452	1109	1167	1102	1648	1510	1084	1009	936	984	1336	697	1710	677	501	1551	1350	1334	1077	1066	1154	883	1356	1289	1265	1201	1366	1461	582	1112	1426	1246	817	1336	1614	193	442	900	1905	911	760	653	611	509	1195					
11	Число полученных открепительных  удостоверений	1370	28	38	28	27	25	30	44	33	33	30	27	28	40	17	44	17	12	45	44	35	27	30	26	28	29	35	33	35	35	35	16	28	42	45	27	43	43	5	9	25	25	25	23	19	12	12	33					
12	Число выданных открепительных удостоверений	237	4	2	4	4	12	4	15	3	8	4	4	0	6	7	16	4	1	1	11	3	2	9	1	2	5	4	9	4	11	1	4	5	5	11	5	7	8	0	1	4	12	5	0	2	3	1	3					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	218	1	5	0	2	3	5	4	1	4	5	9	7	1	8	9	1	1	4	12	4	3	12	4	1	7	5	7	2	10	0	5	3	4	3	6	7	3	2	7	2	7	9	6	5	3	4	5					
14	Число неиспользованных открепительных удостоверений	1133	24	36	24	23	13	26	29	30	25	26	23	28	34	10	28	13	11	44	33	32	25	21	25	26	24	31	24	31	24	34	12	23	37	34	22	36	35	5	8	21	13	20	23	17	9	11	30					
15	"Число открепительных удостоверений, выданных в ТИК"	2	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
"Число голосов избирателей, поданных за каждый список"																																																						
18	. Глазьев Сергей Юрьевич	1966	61	75	65	48	69	39	81	57	37	40	39	37	65	26	65	37	10	49	48	31	40	35	28	28	49	38	57	36	51	38	29	37	50	48	31	56	61	7	11	25	102	35	18	15	21	8	33					
		3.74%	5.44%	4.66%	4.45%	4.32%	5.88%	3.51%	4.89%	3.75%	3.39%	3.96%	4.14%	3.74%	4.79%	3.68%	3.77%	5.42%	1.98%	3.14%	3.54%	2.31%	3.69%	3.23%	2.41%	3.13%	3.61%	2.92%	4.48%	2.98%	3.72%	2.57%	4.96%	3.28%	3.45%	3.82%	3.76%	4.16%	3.78%	3.57%	2.45%	2.77%	5.32%	3.80%	2.35%	2.29%	3.39%	1.54%	2.73%					
19	. Малышкин Олег Александрович	980	27	29	41	23	18	32	37	43	21	11	18	31	27	18	34	16	12	39	23	22	18	21	21	7	16	20	31	32	21	22	2	18	23	23	10	26	29	1	5	17	24	5	11	14	9	10	22					
		1.86%	2.41%	1.80%	2.81%	2.07%	1.53%	2.88%	2.24%	2.83%	1.93%	1.09%	1.91%	3.13%	1.99%	2.55%	1.97%	2.34%	2.38%	2.50%	1.70%	1.64%	1.66%	1.94%	1.81%	0.78%	1.18%	1.54%	2.44%	2.65%	1.53%	1.49%	0.34%	1.60%	1.59%	1.83%	1.21%	1.93%	1.80%	0.51%	1.11%	1.88%	1.25%	0.54%	1.43%	2.13%	1.45%	1.93%	1.82%					
20	. Миронов Сергей Михайлович	280	7	8	7	7	7	8	8	8	8	2	1	4	10	2	11	5	3	5	4	6	4	8	8	3	5	7	9	6	6	7	5	8	7	8	3	5	11	1	0	5	10	4	6	6	8	4	5					
		0.53%	0.62%	0.50%	0.48%	0.63%	0.60%	0.72%	0.48%	0.53%	0.73%	0.20%	0.11%	0.40%	0.74%	0.28%	0.64%	0.73%	0.60%	0.32%	0.30%	0.45%	0.37%	0.74%	0.69%	0.34%	0.37%	0.54%	0.71%	0.50%	0.44%	0.47%	0.85%	0.71%	0.48%	0.64%	0.36%	0.37%	0.68%	0.51%	0.00%	0.55%	0.52%	0.43%	0.78%	0.91%	1.29%	0.77%	0.41%					
21	. Путин Владимир Владимирович	35534	804	1032	925	728	730	728	1056	989	702	664	625	631	882	399	1191	468	395	1064	960	963	748	626	773	613	1047	822	853	860	997	1012	434	773	850	860	617	903	1072	129	327	660	1273	652	582	486	438	347	844					
		67.57%	71.66%	64.14%	63.36%	65.47%	62.23%	65.47%	63.81%	65.07%	64.40%	65.81%	66.35%	63.80%	65.04%	56.52%	69.08%	68.52%	78.37%	68.12%	70.85%	71.76%	68.94%	57.86%	66.58%	68.49%	77.21%	63.23%	67.01%	71.19%	72.72%	68.47%	74.19%	68.59%	58.70%	68.42%	74.88%	67.09%	66.42%	65.82%	72.83%	73.09%	66.37%	70.87%	75.88%	74.09%	70.76%	66.86%	69.81%					
22	. Хакамада Ирина Муцуовна	1134	29	47	31	28	34	34	42	51	28	28	21	17	22	17	49	9	7	15	22	16	17	21	42	28	37	27	27	11	18	20	12	30	32	28	17	31	38	10	7	26	45	14	9	4	9	2	25					
		2.16%	2.58%	2.92%	2.12%	2.52%	2.90%	3.06%	2.54%	3.36%	2.57%	2.78%	2.23%	1.72%	1.62%	2.41%	2.84%	1.32%	1.39%	0.96%	1.62%	1.19%	1.57%	1.94%	3.62%	3.13%	2.73%	2.08%	2.12%	0.91%	1.31%	1.35%	2.05%	2.66%	2.21%	2.23%	2.06%	2.30%	2.35%	5.10%	1.56%	2.88%	2.35%	1.52%	1.17%	0.61%	1.45%	0.39%	2.07%					
23	. Харитонов Николай Михайлович	10728	143	362	320	227	268	207	350	307	251	217	199	229	301	209	289	121	60	349	240	266	219	326	253	183	170	339	253	231	245	315	91	219	430	252	113	269	354	42	82	139	390	187	123	116	108	129	235					
		20.40%	12.75%	22.50%	21.92%	20.41%	22.85%	18.62%	21.15%	20.20%	23.03%	21.51%	21.13%	23.15%	22.20%	29.60%	16.76%	17.72%	11.90%	22.34%	17.71%	19.82%	20.18%	30.13%	21.79%	20.45%	12.54%	26.08%	19.87%	19.12%	17.87%	21.31%	15.56%	19.43%	29.70%	20.05%	13.71%	19.99%	21.93%	21.43%	18.26%	15.39%	20.33%	20.33%	16.04%	17.68%	17.45%	24.86%	19.44%					
																																																						
24	Против всех	1577	45	43	63	48	41	54	74	55	37	47	33	35	29	26	71	21	14	30	53	30	31	29	29	21	32	36	35	25	28	47	9	27	34	27	26	46	49	3	10	28	61	14	11	12	18	9	31					
		3.00%	4.01%	2.67%	4.32%	4.32%	3.50%	4.86%	4.47%	3.62%	3.39%	4.66%	3.50%	3.54%	2.14%	3.68%	4.12%	3.07%	2.78%	1.92%	3.91%	2.24%	2.86%	2.68%	2.50%	2.35%	2.36%	2.77%	2.75%	2.07%	2.04%	3.18%	1.54%	2.40%	2.35%	2.15%	3.16%	3.42%	3.04%	1.53%	2.23%	3.10%	3.18%	1.52%	1.43%	1.83%	2.91%	1.73%	2.56%					
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
