Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																									
Дата голосования: 04.12.2011																																									
																																									
Наименование Избирательной комиссии:    Озерская городская																																									
																																									
Сводная таблица результатов выборов																																									
																																									
		Сумма	УИК №1240	УИК №1241	УИК №1242	УИК №1243	УИК №1244	УИК №1245	УИК №1246	УИК №1247	УИК №1248	УИК №1249	УИК №1250	УИК №1251	УИК №1252	УИК №1253	УИК №1254	УИК №1255	УИК №1256	УИК №1257	УИК №1258	УИК №1259	УИК №1260	УИК №1261	УИК №1262	УИК №1263	УИК №1264	УИК №1265	УИК №1266	УИК №1267	УИК №1268	УИК №1269	УИК №1270	УИК №1271	УИК №2227	УИК №2228					
1	"Число избирателей, внесенных в список избирателей"	77669	1596	1744	2839	2860	2860	1705	1652	2847	2952	2712	1826	1465	2643	2754	2901	2284	2685	1840	1360	2350	2843	2709	2477	2907	2381	2733	2648	1933	2047	2929	2768	285	2767	367					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	56252	1150	1250	2050	2050	2050	1250	1200	2050	2100	1950	1300	1050	1900	1950	2100	1652	1900	1300	1000	1700	2050	1950	1800	2100	1700	1950	1900	1400	1600	2100	2000	250	2000	500					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	47593	984	1087	1694	1641	1778	974	1082	1721	1795	1690	1131	925	1778	1697	1887	1478	1770	1045	884	1512	1810	1697	1627	1870	1494	1725	1642	1250	1158	1348	1566	113	1590	150					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	1327	30	38	30	35	40	34	36	44	36	47	10	7	22	20	29	32	34	10	15	34	30	38	22	17	11	15	20	31	85	54	109	38	57	217					
6	Число погашенных избирательных бюллетеней	7332	136	125	326	374	232	242	82	285	269	213	159	118	100	233	184	142	96	245	101	154	210	215	151	213	195	210	238	119	357	698	325	99	353	133					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1327	30	38	30	35	40	34	36	44	36	47	10	7	22	20	29	32	34	10	15	34	30	38	22	17	11	15	20	31	85	54	109	38	57	217					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	47553	983	1084	1692	1628	1778	974	1082	1721	1793	1689	1131	924	1777	1697	1887	1476	1770	1045	884	1512	1810	1697	1626	1867	1492	1721	1640	1250	1158	1347	1565	113	1590	150					
9	Число недействительных избирательных бюллетеней	757	11	13	27	27	36	8	23	19	34	27	15	11	21	18	31	18	26	26	15	30	16	26	24	35	24	28	31	25	23	19	35	2	32	1					
10	Число действительных избирательных бюллетеней	48123	1002	1109	1695	1636	1782	1000	1095	1746	1795	1709	1126	920	1778	1699	1885	1490	1778	1029	884	1516	1824	1709	1624	1849	1479	1708	1629	1256	1220	1382	1639	149	1615	366					
