Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																	
Дата голосования: 02.12.2007																	
																	
Наименование Избирательной комиссии:    пгт Прогресс																	
																	
Сводная таблица результатов выборов																	
																	
		Сумма	УИК №784	УИК №785	УИК №786	УИК №787	УИК №788	УИК №789	УИК №790	УИК №791	УИК №792	УИК №793					
1	"Число избирателей, внесенных в списки избирателей"	12272	325	454	1698	2328	2363	2460	744	274	673	953					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	11420	307	423	1532	2095	2280	2230	686	376	605	886					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	7436	178	259	1008	1389	1481	1543	394	267	376	541					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	310	26	5	30	50	40	58	12	7	57	25					
6	Число погашенных избирательных бюллетеней	3674	103	159	494	656	759	629	280	102	172	320					
7	Число избирательных бюллетеней в переносных ящиках для голосования	310	26	5	30	50	40	58	12	7	57	25					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	7426	178	259	998	1389	1481	1543	394	267	376	541					
9	Число недействительных избирательных бюллетеней	61	1	3	6	16	15	6	5	1	2	6					
10	Число действительных избирательных бюллетеней	7675	203	261	1022	1423	1506	1595	401	273	431	560					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	52	3	3	5	10	11	6	3	3	3	5					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	39	1	1	4	8	11	6	1	2	1	4					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	25	0	1	4	5	6	8	1	0	0	0					
14	Число погашенных неиспользованных открепительных удостоверений	13	2	2	1	2	0	0	2	1	2	1					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	4	0	1	1	0	0	1	0	0	0	1					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0					
																	
18	1.Политическая партия «Аграрная партия России»	101	13	5	14	17	14	26	3	1	3	5					
		1.31%	6.37%	1.89%	1.36%	1.18%	0.92%	1.62%	0.74%	0.36%	0.69%	0.88%					
19	2.Всероссийская политическая партия «Гражданская Сила»	23	4	0	6	2	3	2	1	1	2	2					
		0.30%	1.96%	0.00%	0.58%	0.14%	0.20%	0.12%	0.25%	0.36%	0.46%	0.35%					
20	3.Политическая партия «Демократическая партия России»	2	0	0	0	0	0	1	0	0	0	1					
		0.03%	0.00%	0.00%	0.00%	0.00%	0.00%	0.06%	0.00%	0.00%	0.00%	0.18%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	937	7	31	125	163	224	198	37	18	46	88					
		12.11%	3.43%	11.74%	12.16%	11.33%	14.73%	12.37%	9.11%	6.57%	10.62%	15.55%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	71	0	1	6	16	15	21	4	1	4	3					
		0.92%	0.00%	0.38%	0.58%	1.11%	0.99%	1.31%	0.99%	0.36%	0.92%	0.53%					
23	6.Политическая партия «Партия социальной справедливости»	15	1	0	2	6	2	3	1	0	0	0					
		0.19%	0.49%	0.00%	0.19%	0.42%	0.13%	0.19%	0.25%	0.00%	0.00%	0.00%					
24	7.Политическая партия «Либерально-демократическая партия России»	631	23	14	78	109	126	139	37	17	37	51					
		8.16%	11.27%	5.30%	7.59%	7.57%	8.28%	8.68%	9.11%	6.20%	8.55%	9.01%					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	395	6	11	57	73	83	98	11	16	15	25					
		5.11%	2.94%	4.17%	5.54%	5.07%	5.46%	6.12%	2.71%	5.84%	3.46%	4.42%					
26	9.Политическая партия «ПАТРИОТЫ РОССИИ»	28	3	0	6	5	2	5	0	2	2	3					
		0.36%	1.47%	0.00%	0.58%	0.35%	0.13%	0.31%	0.00%	0.73%	0.46%	0.53%					
27	10.Всероссийская политическая партия «ЕДИНАЯ РОССИЯ»	5432	146	195	726	1019	1028	1094	306	217	321	380					
		70.22%	71.57%	73.86%	70.62%	70.81%	67.59%	68.33%	75.37%	79.20%	74.13%	67.14%					
28	11.Политическая партия «Российская объединенная демократическая партия «ЯБЛОКО»	40	0	4	2	13	9	8	1	0	1	2					
		0.52%	0.00%	1.52%	0.19%	0.90%	0.59%	0.50%	0.25%	0.00%	0.23%	0.35%					
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
