Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																																																
Дата голосования: 04.12.2011																																																																
																																																																
"Наименование Избирательной комиссии:    Ижевск, Первомайская"																																																																
																																																																
Сводная таблица результатов выборов																																																																
																																																																
		Сумма	УИК №401	УИК №402	УИК №403	УИК №404	УИК №405	УИК №406	УИК №407	УИК №408	УИК №409	УИК №410	УИК №411	УИК №412	УИК №413	УИК №414	УИК №415	УИК №416	УИК №417	УИК №418	УИК №419	УИК №420	УИК №421	УИК №422	УИК №423	УИК №424	УИК №425	УИК №426	УИК №427	УИК №428	УИК №429	УИК №430	УИК №431	УИК №432	УИК №433	УИК №434	УИК №435	УИК №436	УИК №437	УИК №438	УИК №439	УИК №440	УИК №441	УИК №442	УИК №443	УИК №444	УИК №445	УИК №446	УИК №447	УИК №448	УИК №449	УИК №450	УИК №451	УИК №452	УИК №453	УИК №454	УИК №455	УИК №456	УИК №457					
1	"Число избирателей, внесенных в список избирателей"	100994	1874	2622	1618	2274	1493	1433	1752	1666	1741	1940	879	1629	1707	2283	1496	2222	2463	2522	2044	2566	2494	2102	2796	1601	1854	2838	1213	1292	1943	1631	1140	2288	1610	809	1012	1839	1797	1150	2449	2452	1885	1333	2672	1862	1131	2335	1975	2060	1509	2181	1324	379	2294	1931	1240	151	198					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	94185	1700	2500	1500	2100	1400	1400	1600	1600	1600	1800	800	1500	1600	2200	1400	2100	2300	2300	1900	2400	2400	1900	2600	1500	1800	2600	1100	1200	1800	1500	1100	2200	1500	800	885	1700	1700	1100	2300	2200	1800	1300	2500	1800	1000	2200	1800	1900	1400	2000	1200	350	2000	1800	1200	150	200					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	51767	806	1327	829	1100	753	770	1002	978	998	1108	462	945	875	1319	796	1206	1022	1452	1149	1369	1415	1069	1443	670	1077	1420	522	415	1028	919	498	1142	539	334	450	976	907	561	1213	1279	1097	750	1582	1026	656	1351	1149	688	737	1014	708	191	1227	763	420	79	186					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	1008	41	17	5	32	12	15	14	29	26	21	15	6	15	8	12	14	14	7	11	18	19	84	11	15	10	13	16	24	8	5	0	31	22	1	52	6	21	24	40	68	11	9	6	6	3	11	8	12	7	17	7	4	0	24	12	69	0					
6	Число погашенных избирательных бюллетеней	41410	853	1156	666	968	635	615	584	593	576	671	323	549	710	873	592	880	1264	841	740	1013	966	747	1146	815	713	1167	562	761	764	576	602	1027	939	465	383	718	772	515	1047	853	692	541	912	768	341	838	643	1200	656	969	485	155	773	1013	768	2	14					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1008	41	17	5	32	12	15	14	29	26	21	15	6	15	8	12	14	14	7	11	18	19	84	11	15	10	13	16	24	8	5	0	31	22	1	52	6	21	24	40	68	11	9	6	6	3	11	8	12	7	17	7	4	0	24	12	69	0					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	51751	805	1327	829	1099	752	770	1002	977	997	1108	461	945	875	1318	796	1206	1020	1452	1149	1369	1415	1069	1441	670	1077	1420	520	415	1027	919	498	1142	539	334	450	976	907	561	1212	1279	1097	750	1581	1026	656	1351	1149	688	737	1014	708	191	1227	763	420	79	186					
9	Число недействительных избирательных бюллетеней	792	13	19	14	19	8	13	15	17	17	19	7	10	12	28	10	19	13	32	12	35	19	22	22	13	12	24	10	4	21	16	6	15	15	1	7	14	17	11	19	17	9	10	26	11	11	19	12	10	19	9	12	4	5	11	3	2	2					
10	Число действительных избирательных бюллетеней	51967	833	1325	820	1112	756	772	1001	989	1006	1110	469	941	878	1298	798	1201	1021	1427	1148	1352	1415	1131	1430	672	1075	1409	526	435	1014	908	492	1158	546	334	495	968	911	574	1233	1330	1099	749	1561	1021	648	1343	1145	690	725	1022	703	191	1222	776	429	146	184					
