Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																																												
Дата голосования: 02.12.2007																																																												
																																																												
"Наименование Избирательной комиссии:    Ижевск, Первомайская"																																																												
																																																												
Сводная таблица результатов выборов																																																												
																																																												
		Сумма	УИК №401	УИК №402	УИК №403	УИК №404	УИК №405	УИК №406	УИК №407	УИК №408	УИК №409	УИК №410	УИК №411	УИК №412	УИК №413	УИК №414	УИК №415	УИК №416	УИК №417	УИК №418	УИК №419	УИК №420	УИК №421	УИК №422	УИК №423	УИК №424	УИК №425	УИК №426	УИК №427	УИК №428	УИК №429	УИК №430	УИК №431	УИК №432	УИК №433	УИК №434	УИК №435	УИК №436	УИК №437	УИК №438	УИК №439	УИК №440	УИК №441	УИК №442	УИК №443	УИК №444	УИК №445	УИК №446	УИК №447	УИК №448	УИК №449	УИК №450	УИК №451	УИК №452	УИК №453					
1	"Число избирателей, внесенных в списки избирателей"	101470	1937	2576	1795	2392	1562	1555	1821	1745	1820	2002	946	1728	1811	2423	1621	2305	2393	2216	2028	2714	2640	2059	2627	1588	1913	2882	2928	1123	1977	1653	1134	2211	1479	1100	972	1933	1833	1127	2763	2476	2005	2801	2787	1986	1183	2504	3022	1963	1338	2117	1307	338	311					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	80500	1500	2000	1500	2000	1200	1200	1500	1400	1500	1600	800	1400	1500	2000	1200	1800	2000	1800	1600	2200	2000	1500	2000	1200	1500	2300	2300	1000	1600	1300	1000	1700	1200	1000	700	1500	1500	1000	2000	2000	1500	2200	2200	1500	1000	2000	2300	1500	1000	1700	1000	300	300					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	55956	845	1371	985	1329	863	907	1137	1055	1102	1198	528	1013	1047	1537	898	1366	1087	1381	1191	1600	1624	1177	1524	779	1198	1607	1283	421	1083	984	624	1127	658	565	421	974	965	609	1359	1416	1181	1695	1693	1085	661	1536	1542	821	760	1057	753	205	129					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	1213	34	11	11	21	31	27	21	27	15	35	14	17	25	16	14	44	9	14	15	14	13	6	19	10	9	8	24	2	9	7	3	10	9	3	28	31	7	4	185	46	7	11	10	5	5	25	83	27	13	11	3	10	155					
6	Число погашенных избирательных бюллетеней	23331	621	618	504	650	306	266	342	318	383	367	258	370	428	447	288	390	904	405	394	586	363	317	457	411	293	685	993	577	508	309	373	563	533	432	251	495	528	387	456	538	312	494	497	410	334	439	675	652	227	632	244	85	16					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1213	34	11	11	21	31	27	21	27	15	35	14	17	25	16	14	44	9	14	15	14	13	6	19	10	9	8	24	2	9	7	3	10	9	3	28	31	7	4	185	46	7	11	10	5	5	25	83	27	13	11	3	10	155					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	55928	845	1370	985	1328	862	907	1137	1055	1102	1198	528	1013	1047	1537	897	1366	1087	1380	1191	1597	1624	1177	1520	779	1198	1604	1281	421	1082	984	624	1127	656	565	421	974	965	609	1358	1416	1181	1689	1693	1084	661	1536	1542	821	760	1057	753	205	129					
9	Число недействительных избирательных бюллетеней	881	15	26	7	19	15	33	21	13	21	23	12	15	14	30	24	21	20	11	11	34	21	14	30	13	13	37	28	4	11	22	10	19	13	5	6	10	20	20	12	26	6	13	13	10	10	13	16	16	25	12	13	9	6					
10	Число действительных избирательных бюллетеней	56260	864	1355	989	1330	878	901	1137	1069	1096	1210	530	1015	1058	1523	887	1389	1076	1383	1195	1577	1616	1169	1509	776	1194	1575	1277	419	1080	969	617	1118	652	563	443	995	952	593	1531	1436	1182	1687	1690	1079	656	1548	1609	832	748	1056	743	206	278					
