Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																									
Дата голосования: 07.12.2003 0:00:00																									
																									
Наименование Избирательной комиссии:    Пыталовская																									
																									
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																									
																									
		Сумма	УИК №352	УИК №353	УИК №354	УИК №355	УИК №356	УИК №357	УИК №358	УИК №359	УИК №360	УИК №361	УИК №362	УИК №363	УИК №364	УИК №365	УИК №366	УИК №367	УИК №368	УИК №369					
1	"Число избирателей, внесенных в списки"	11283	847	2002	1761	823	410	267	420	303	494	211	437	310	814	725	423	310	444	282					
2	"Число бюллетеней, полученных участковыми комиссиями"	10940	850	1800	1750	800	400	250	420	300	500	200	420	300	800	700	410	320	440	280					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	5429	475	1068	929	353	234	144	209	87	216	56	109	110	514	230	227	149	218	101					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	1650	14	96	68	42	34	34	63	98	167	89	153	90	46	247	82	97	100	130					
6	Число погашенных бюллетеней	3861	361	636	753	405	132	72	148	115	117	55	158	100	240	223	101	74	122	49					
7	Число бюллетеней в переносных ящиках для голосования	1650	14	96	68	42	34	34	63	98	167	89	153	90	46	247	82	97	100	130					
8	Число бюллетеней в стационарных ящиках для голосования	5424	475	1065	927	353	234	144	209	87	216	56	109	110	514	230	227	149	218	101					
9	Число недействительных бюллетеней	110	5	16	19	16	4	5	4	3	1	2	6	1	2	9	5	2	8	2					
10	Число действительных бюллетеней	6964	484	1145	976	379	264	173	268	182	382	143	256	199	558	468	304	244	310	229					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	175	10	25	20	10	10	5	5	10	10	5	5	5	10	10	10	10	10	5					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	83	1	17	13	2	4	1	5	5	4	0	1	1	10	2	1	6	5	5					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	58	2	6	21	1	1	0	1	4	4	0	3	0	1	3	4	1	4	2					
14	Число погашенных открепительных удостоверений	92	9	8	7	8	6	4	0	5	6	5	4	4	0	8	9	4	5	0					
15	Число открепительных удостоверений выданных ТИК	2	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																									
18	"1. ""ЕДИНЕНИЕ"""	122	13	15	12	6	8	7	5	5	5	4	6	3	9	7	7	3	3	4					
		1.72%	2.65%	1.29%	1.20%	1.51%	2.98%	3.93%	1.83%	2.70%	1.30%	2.75%	2.29%	1.5%	1.60%	1.46%	2.26%	1.21%	0.94%	1.73%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	139	8	40	25	4	4	2	1	5	2	1	11	1	14	6	7	2	2	4					
		1.96%	1.63%	3.44%	2.51%	1.01%	1.49%	1.12%	0.36%	2.70%	0.52%	0.68%	4.19%	0.5%	2.49%	1.25%	2.26%	0.81%	0.62%	1.73%					
20	"3. ""РОССИЙСКАЯ ПАРТИЯ ПЕНСИОНЕРОВ И ПАРТИЯ СОЦИАЛЬНОЙ СПРАВЕДЛИВОСТИ"""	185	15	30	29	13	7	9	0	4	7	2	6	3	6	13	14	8	14	5					
		2.61%	3.06%	2.58%	2.91%	3.29%	2.61%	5.05%	0.0%	2.16%	1.82%	1.37%	2.29%	1.5%	1.07%	2.72%	4.53%	3.25%	4.40%	2.16%					
21	"4. ""Российская демократическая партия ""ЯБЛОКО"""	133	13	21	31	12	4	2	6	3	6	0	8	4	8	7	1	3	3	1					
		1.88%	2.65%	1.80%	3.11%	3.03%	1.49%	1.12%	2.20%	1.62%	1.56%	0.0%	3.05%	2.0%	1.42%	1.46%	0.32%	1.21%	0.94%	0.43%					
22	"5. ""За Русь Святую"""	45	5	2	7	5	1	3	1	3	3	0	1	0	1	2	2	2	5	2					
		0.63%	1.02%	0.17%	0.70%	1.26%	0.37%	1.68%	0.36%	1.62%	0.78%	0.0%	0.38%	0.0%	0.17%	0.41%	0.64%	0.81%	1.57%	0.86%					
23	"6. ""Объединенная Российская партия ""Русь"""	18	1	3	0	0	3	0	0	0	0	0	0	0	1	1	4	0	4	1					
		0.25%	0.20%	0.25%	0.0%	0.0%	1.11%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.17%	0.20%	1.29%	0.0%	1.25%	0.43%					
24	"7. ""Новый курс - Автомобильная Россия"""	28	2	5	6	1	1	0	3	1	2	0	2	0	2	1	0	1	1	0					
		0.39%	0.40%	0.43%	0.60%	0.25%	0.37%	0.0%	1.10%	0.54%	0.52%	0.0%	0.76%	0.0%	0.35%	0.20%	0.0%	0.40%	0.31%	0.0%					
25	"8. ""Народно-республиканская партия России"""	9	1	1	0	0	0	2	1	0	1	0	0	0	0	1	1	0	0	1					
		0.12%	0.20%	0.08%	0.0%	0.0%	0.0%	1.12%	0.36%	0.0%	0.26%	0.0%	0.0%	0.0%	0.0%	0.20%	0.32%	0.0%	0.0%	0.43%					
26	"9. ""Российская экологическая партия ""Зеленые"""	16	6	2	1	1	0	0	0	2	0	0	2	1	0	1	0	0	0	0					
