Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																																					
Дата голосования: 18.09.2016																																																					
																																																					
Наименование Избирательной комиссии:    Никольская																																																					
																																																					
Сводная таблица итогов голосования по федеральному избирательному округу																																																					
																																																					
		Сумма	УИК №534	УИК №535	УИК №536	УИК №537	УИК №538	УИК №539	УИК №540	УИК №541	УИК №542	УИК №543	УИК №544	УИК №545	УИК №546	УИК №547	УИК №548	УИК №549	УИК №550	УИК №551	УИК №552	УИК №553	УИК №554	УИК №555	УИК №556	УИК №557	УИК №558	УИК №559	УИК №560	УИК №561	УИК №562	УИК №563	УИК №564	УИК №565	УИК №566	УИК №567	УИК №568	УИК №569	УИК №570	УИК №571	УИК №572	УИК №573	УИК №574	УИК №575									
1	"Число избирателей, внесенных в список избирателей на момент окончания голосования"	18057	1067	644	1152	960	911	1336	385	661	354	373	98	146	502	141	83	989	75	346	275	518	465	129	606	576	913	181	429	164	289	340	251	168	94	510	84	383	253	84	216	152	528	226									
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	17690	1000	640	1100	950	900	1300	390	650	360	380	100	140	520	130	80	1000	70	350	280	500	460	120	600	570	900	200	410	150	280	330	250	160	80	500	60	380	250	70	200	150	520	210									
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
4	"Число избирательных бюллетеней, выданных в помещении для голосования в день голосования"	5777	348	196	330	344	262	332	156	181	94	123	27	56	126	56	13	275	26	105	112	171	188	38	224	179	265	90	134	78	74	103	95	77	49	186	41	111	102	41	91	49	164	65									
5	"Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования"	1802	22	8	40	35	38	36	7	138	115	64	42	19	55	11	24	113	9	80	30	55	94	36	47	38	62	19	40	23	75	59	22	16	5	52	12	72	28	5	29	35	39	53									
6	Число погашенных избирательных бюллетеней	10111	630	436	730	571	600	932	227	331	151	193	31	65	339	63	43	612	35	165	138	274	178	46	329	353	573	91	236	49	131	168	133	67	26	262	7	197	120	24	80	66	317	92									
7	"Число избирательных бюллетеней, содержащихся в переносных ящиках для голосования"	1801	22	8	40	35	38	36	7	138	115	64	42	19	55	11	24	113	9	80	30	55	94	36	47	38	62	19	40	23	74	59	22	16	5	52	12	72	28	5	29	35	39	53									
8	"Число избирательных бюллетеней, содержащихся в стационарных ящиках для голосования"	5777	348	196	330	344	262	332	156	181	94	123	27	56	126	56	13	275	26	105	112	171	188	38	224	179	265	90	134	78	74	103	95	77	49	186	41	111	102	41	91	49	164	65									
9	Число недействительных избирательных бюллетеней	125	7	6	7	7	3	5	6	0	1	4	2	0	0	0	0	11	0	1	6	7	2	0	10	7	2	2	7	2	1	3	1	0	1	2	1	0	2	0	5	2	1	1									
10	Число действительных избирательных бюллетеней	7453	363	198	363	372	297	363	157	319	208	183	67	75	181	67	37	377	35	184	136	219	280	74	261	210	325	107	167	99	147	159	116	93	53	236	52	183	128	46	115	82	202	117									
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	345	10	12	13	16	10	14	7	5	5	26	6	3	23	3	3	10	3	16	11	20	5	3	7	9	10	20	5	0	3	5	5	3	3	7	3	5	2	3	7	14	5	5									
12	"Число открепительных удостоверений, выданных на избирательном участке до дня голосования"	274	8	12	12	12	5	13	7	4	5	26	6	0	21	0	0	9	3	16	11	16	2	2	3	8	3	18	5	0	3	3	1	1	0	5	1	3	2	0	7	14	4	3									
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	146	12	9	3	12	9	8	3	4	2	4	5	2	1	4	1	6	4	0	1	2	2	1	2	5	10	1	1	0	1	2	2	1	2	4	1	4	1	2	5	2	3	2									
14	Число погашенных неиспользованных открепительных удостоверений	71	2	0	1	4	5	1	0	1	0	0	0	3	2	3	3	1	0	0	0	4	3	1	4	1	7	2	0	0	0	2	4	2	3	2	2	2	0	3	0	0	1	2									
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	54	2	0	7	2	3	5	3	0	0	0	0	0	11	0	0	6	0	0	0	0	1	1	0	2	5	2	1	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																																					
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	86	4	2	8	5	1	4	0	4	2	1	0	0	1	0	0	4	0	3	3	4	2	0	3	0	9	1	2	0	2	0	2	2	2	5	0	0	1	0	2	0	2	5									
		1.13%	1.08%	0.98%	2.16%	1.32%	0.33%	1.09%	0.00%	1.25%	0.96%	0.53%	0.00%	0.00%	0.55%	0.00%	0.00%	1.03%	0.00%	1.62%	2.11%	1.77%	0.71%	0.00%	1.11%	0.00%	2.75%	0.92%	1.15%	0.00%	1.35%	0.00%	1.71%	2.15%	3.70%	2.10%	0.00%	0.00%	0.77%	0.00%	1.67%	0.00%	0.99%	4.24%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	243	15	4	18	20	10	11	9	11	5	6	1	1	8	1	1	20	1	5	2	4	3	3	12	8	10	2	3	5	5	2	6	2	1	6	2	5	1	2	1	1	6	4									
		3.21%	4.05%	1.96%	4.86%	5.28%	3.33%	2.99%	5.52%	3.45%	2.39%	3.21%	1.45%	1.33%	4.42%	1.49%	2.70%	5.15%	2.86%	2.70%	1.41%	1.77%	1.06%	4.05%	4.43%	3.69%	3.06%	1.83%	1.72%	4.95%	3.38%	1.23%	5.13%	2.15%	1.85%	2.52%	3.77%	2.73%	0.77%	4.35%	0.83%	1.19%	2.96%	3.39%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	261	15	4	11	15	13	18	4	14	5	12	4	5	11	1	1	18	0	7	4	10	4	3	5	2	8	7	7	4	3	4	5	2	0	6	0	6	9	1	1	1	7	4									
		3.44%	4.05%	1.96%	2.97%	3.96%	4.33%	4.89%	2.45%	4.39%	2.39%	6.42%	5.80%	6.67%	6.08%	1.49%	2.70%	4.64%	0.00%	3.78%	2.82%	4.42%	1.42%	4.05%	1.85%	0.92%	2.45%	6.42%	4.02%	3.96%	2.03%	2.47%	4.27%	2.15%	0.00%	2.52%	0.00%	3.28%	6.92%	2.17%	0.83%	1.19%	3.45%	3.39%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	3210	126	71	126	128	114	142	53	149	107	80	35	24	75	46	17	142	17	97	72	120	164	17	114	97	129	52	56	53	91	56	63	29	30	104	27	90	69	20	40	41	81	46									
		42.36%	34.05%	34.80%	34.05%	33.77%	38.00%	38.59%	32.52%	46.71%	51.20%	42.78%	50.72%	32.00%	41.44%	68.66%	45.95%	36.60%	48.57%	52.43%	50.70%	53.10%	58.16%	22.97%	42.07%	44.70%	39.45%	47.71%	32.18%	52.48%	61.49%	34.57%	53.85%	31.18%	55.56%	43.70%	50.94%	49.18%	53.08%	43.48%	33.33%	48.81%	39.90%	38.98%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	53	4	0	5	2	4	2	4	1	2	1	1	1	1	0	0	3	0	1	0	0	3	0	1	2	6	1	1	0	1	0	2	0	0	1	0	2	0	0	0	0	1	0									
		0.70%	1.08%	0.00%	1.35%	0.53%	1.33%	0.54%	2.45%	0.31%	0.96%	0.53%	1.45%	1.33%	0.55%	0.00%	0.00%	0.77%	0.00%	0.54%	0.00%	0.00%	1.06%	0.00%	0.37%	0.92%	1.83%	0.92%	0.57%	0.00%	0.68%	0.00%	1.71%	0.00%	0.00%	0.42%	0.00%	1.09%	0.00%	0.00%	0.00%	0.00%	0.49%	0.00%									
24	"6. Политическая партия ""Гражданская Платформа"""	17	2	1	0	1	0	0	1	0	0	1	2	0	1	1	0	2	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0									
		0.22%	0.54%	0.49%	0.00%	0.26%	0.00%	0.00%	0.61%	0.00%	0.00%	0.53%	2.90%	0.00%	0.55%	1.49%	0.00%	0.52%	2.86%	0.00%	0.00%	0.44%	0.35%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	1.89%	0.00%	0.00%	0.00%	0.00%	0.00%	0.49%	0.00%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	1768	90	44	87	69	67	66	49	59	52	41	19	18	35	6	6	93	5	30	37	48	61	17	51	44	67	38	51	18	21	48	21	40	15	83	16	44	39	16	48	18	54	37									
		23.33%	24.32%	21.57%	23.51%	18.21%	22.33%	17.93%	30.06%	18.50%	24.88%	21.93%	27.54%	24.00%	19.34%	8.96%	16.22%	23.97%	14.29%	16.22%	26.06%	21.24%	21.63%	22.97%	18.82%	20.28%	20.49%	34.86%	29.31%	17.82%	14.19%	29.63%	17.95%	43.01%	27.78%	34.87%	30.19%	24.04%	30.00%	34.78%	40.00%	21.43%	26.60%	31.36%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	35	2	1	6	2	3	0	0	0	1	2	0	1	0	0	0	1	0	2	1	1	2	0	0	0	2	1	1	0	0	1	1	0	0	0	1	0	0	0	1	0	1	1									
		0.46%	0.54%	0.49%	1.62%	0.53%	1.00%	0.00%	0.00%	0.00%	0.48%	1.07%	0.00%	1.33%	0.00%	0.00%	0.00%	0.26%	0.00%	1.08%	0.70%	0.44%	0.71%	0.00%	0.00%	0.00%	0.61%	0.92%	0.57%	0.00%	0.00%	0.62%	0.85%	0.00%	0.00%	0.00%	1.89%	0.00%	0.00%	0.00%	0.83%	0.00%	0.49%	0.85%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	37	3	1	5	5	1	1	0	0	1	1	0	1	0	0	0	1	0	1	0	1	1	1	1	0	2	0	4	0	0	0	0	0	0	1	0	0	1	0	0	2	2	0									
		0.49%	0.81%	0.49%	1.35%	1.32%	0.33%	0.27%	0.00%	0.00%	0.48%	0.53%	0.00%	1.33%	0.00%	0.00%	0.00%	0.26%	0.00%	0.54%	0.00%	0.44%	0.35%	1.35%	0.37%	0.00%	0.61%	0.00%	2.30%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.42%	0.00%	0.00%	0.77%	0.00%	0.00%	2.38%	0.99%	0.00%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	13	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	1	2	0	0	0	2	0	0	0	0	2	1									
		0.17%	0.00%	0.49%	0.27%	0.00%	0.00%	0.00%	0.00%	0.00%	0.48%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.46%	0.00%	0.00%	0.00%	0.99%	0.00%	0.00%	0.85%	2.15%	0.00%	0.00%	0.00%	1.09%	0.00%	0.00%	0.00%	0.00%	0.99%	0.85%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	54	5	2	0	2	2	2	0	0	3	2	0	1	0	0	1	3	2	1	1	0	0	0	3	2	1	0	5	0	2	6	1	0	1	1	1	1	0	1	0	1	1	0									
		0.71%	1.35%	0.98%	0.00%	0.53%	0.67%	0.54%	0.00%	0.00%	1.44%	1.07%	0.00%	1.33%	0.00%	0.00%	2.70%	0.77%	5.71%	0.54%	0.70%	0.00%	0.00%	0.00%	1.11%	0.92%	0.31%	0.00%	2.87%	0.00%	1.35%	3.70%	0.85%	0.00%	1.85%	0.42%	1.89%	0.55%	0.00%	2.17%	0.00%	1.19%	0.49%	0.00%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	1066	60	30	58	77	35	64	22	59	27	24	3	8	31	8	8	75	6	17	13	22	22	27	45	34	47	3	20	15	22	28	11	16	4	22	3	30	5	4	15	14	21	11									
