Выборы Президента Российской Федерации																																																		
Дата голосования: 18.03.2018																																																		
																																																		
Наименование Избирательной комиссии:    Грозненская																																																		
																																																		
Сводная таблица итогов голосования																																																		
																																																		
	Число участковых избирательных комиссий	39																																																
	"Число участковых избирательных комиссий, приступивших к передаче сведений"	39																																																
																																																		
		Сумма	УИК №65	УИК №66	УИК №67	УИК №68	УИК №69	УИК №70	УИК №71	УИК №72	УИК №73	УИК №74	УИК №75	УИК №76	УИК №77	УИК №78	УИК №79	УИК №80	УИК №81	УИК №82	УИК №83	УИК №84	УИК №85	УИК №86	УИК №87	УИК №88	УИК №89	УИК №90	УИК №91	УИК №92	УИК №93	УИК №94	УИК №95	УИК №96	УИК №97	УИК №98	УИК №99	УИК №100	УИК №101	УИК №102	УИК №435									
1	"Число избирателей, включенных в список избирателей"	67050	868	837	834	1472	1980	2852	2483	1063	2789	1011	1644	1683	1899	1998	2731	2764	1968	2327	2237	2396	2827	527	1143	1082	2708	2284	2099	2587	2297	2164	1520	782	1044	672	1510	825	1502	154	1487									
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	65400	843	813	810	1433	1941	2852	2405	1063	2702	985	1593	1631	1841	1936	2644	2678	1915	2316	2187	2350	2740	517	1111	1052	2650	2230	2060	2520	2234	2094	1475	760	1033	653	1470	800	1463	150	1450									
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
4	"Число избирательных бюллетеней, выданных в помещении для голосования в день голосования"	63007	812	778	759	1394	1878	2735	2301	1009	2629	931	1525	1564	1739	1879	2546	2592	1885	2258	2133	2258	2668	495	1021	993	2612	2144	1942	2442	2174	2026	1414	735	950	610	1431	781	1408	139	1417									
5	"Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования"	990	12	25	17	23	21	90	60	22	39	21	17	9	25	29	27	35	16	10	32	24	35	8	35	23	17	22	38	24	40	20	37	15	25	22	20	10	23	3	19									
6	Число погашенных избирательных бюллетеней	1403	19	10	34	16	42	27	44	32	34	33	51	58	77	28	71	51	14	48	22	68	37	14	55	36	21	64	80	54	20	48	24	10	58	21	19	9	32	8	14									
7	Число избирательных бюллетеней в переносных ящиках для голосования	990	12	25	17	23	21	90	60	22	39	21	17	9	25	29	27	35	16	10	32	24	35	8	35	23	17	22	38	24	40	20	37	15	25	22	20	10	23	3	19									
8	Число бюллетеней в стационарных ящиках для голосования	63007	812	778	759	1394	1878	2735	2301	1009	2629	931	1525	1564	1739	1879	2546	2592	1885	2258	2133	2258	2668	495	1021	993	2612	2144	1942	2442	2174	2026	1414	735	950	610	1431	781	1408	139	1417									
9	Число недействительных избирательных бюллетеней	65	2	1	1	2	3	5	2	2	2	1	2	3	1	1	3	3	1	2	3	2	1	0	2	1	2	2	2	2	2	1	1	1	1	1	1	1	1	0	1									
10	Число действительных избирательных бюллетеней	63932	822	802	775	1415	1896	2820	2359	1029	2666	951	1540	1570	1763	1907	2570	2624	1900	2266	2162	2280	2702	503	1054	1015	2627	2164	1978	2464	2212	2045	1450	749	974	631	1450	790	1430	142	1435									
11	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
12	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																																		
13	Бабурин Сергей Николаевич	951	18	23	26	21	25	34	24	27	40	21	17	23	36	17	18	23	27	30	52	22	23	14	12	32	26	40	17	43	36	14	25	32	23	21	41	2	6	1	19									
		1.49%	2.18%	2.86%	3.35%	1.48%	1.32%	1.20%	1.02%	2.62%	1.50%	2.21%	1.10%	1.46%	2.04%	0.89%	0.70%	0.88%	1.42%	1.32%	2.40%	0.96%	0.85%	2.78%	1.14%	3.15%	0.99%	1.85%	0.86%	1.74%	1.63%	0.68%	1.72%	4.27%	2.36%	3.32%	2.83%	0.25%	0.42%	0.70%	1.32%									
14	Грудинин Павел Николаевич	2231	65	45	85	19	125	97	99	47	184	140	24	25	68	32	65	22	41	78	115	36	75	31	25	27	39	27	37	39	34	62	45	11	36	44	79	49	98	25	36									
		3.49%	7.89%	5.60%	10.95%	1.34%	6.58%	3.43%	4.19%	4.56%	6.90%	14.71%	1.56%	1.59%	3.85%	1.68%	2.53%	0.84%	2.16%	3.44%	5.31%	1.58%	2.77%	6.16%	2.37%	2.66%	1.48%	1.25%	1.87%	1.58%	1.54%	3.03%	3.10%	1.47%	3.69%	6.96%	5.44%	6.19%	6.85%	17.61%	2.51%									
15	Жириновский Владимир Вольфович	210	3	8	1	4	10	5	8	5	9	5	5	0	6	8	7	9	21	2	5	3	6	2	3	3	3	6	5	2	5	9	2	9	2	4	2	9	7	2	5									
		0.33%	0.36%	0.99%	0.13%	0.28%	0.53%	0.18%	0.34%	0.48%	0.34%	0.53%	0.32%	0.00%	0.34%	0.42%	0.27%	0.34%	1.10%	0.09%	0.23%	0.13%	0.22%	0.40%	0.28%	0.30%	0.11%	0.28%	0.25%	0.08%	0.23%	0.44%	0.14%	1.20%	0.21%	0.63%	0.14%	1.14%	0.49%	1.41%	0.35%									
16	Путин Владимир Владимирович	59814	713	713	639	1360	1707	2665	2201	930	2401	764	1465	1488	1635	1835	2470	2561	1793	2151	1964	2195	2575	440	986	946	2549	2080	1901	2368	2122	1928	1349	681	896	547	1313	724	1305	98	1356									
		93.46%	86.53%	88.79%	82.35%	95.98%	89.89%	94.34%	93.22%	90.20%	89.99%	80.25%	95.01%	94.60%	92.69%	96.17%	95.99%	97.49%	94.32%	94.84%	90.72%	96.19%	95.26%	87.48%	93.37%	93.11%	96.96%	96.03%	96.01%	96.03%	95.84%	94.23%	92.97%	90.80%	91.90%	86.55%	90.49%	91.53%	91.19%	69.01%	94.43%									
17	Собчак Ксения Анатольевна	136	7	2	9	1	8	5	7	1	9	9	5	5	3	5	2	1	10	1	3	8	5	3	2	1	2	1	2	1	2	1	1	2	3	0	1	2	3	2	1									
		0.21%	0.85%	0.25%	1.16%	0.07%	0.42%	0.18%	0.30%	0.10%	0.34%	0.95%	0.32%	0.32%	0.17%	0.26%	0.08%	0.04%	0.53%	0.04%	0.14%	0.35%	0.18%	0.60%	0.19%	0.10%	0.08%	0.05%	0.10%	0.04%	0.09%	0.05%	0.07%	0.27%	0.31%	0.00%	0.07%	0.25%	0.21%	1.41%	0.07%									
18	Сурайкин Максим Александрович	99	2	1	1	4	5	3	6	6	6	0	5	3	5	2	1	2	1	1	10	5	3	2	2	1	2	1	2	1	1	2	3	0	1	2	2	0	3	0	2									
		0.15%	0.24%	0.12%	0.13%	0.28%	0.26%	0.11%	0.25%	0.58%	0.22%	0.00%	0.32%	0.19%	0.28%	0.10%	0.04%	0.08%	0.05%	0.04%	0.46%	0.22%	0.11%	0.40%	0.19%	0.10%	0.08%	0.05%	0.10%	0.04%	0.05%	0.10%	0.21%	0.00%	0.10%	0.32%	0.14%	0.00%	0.21%	0.00%	0.14%									
19	Титов Борис Юрьевич	279	9	2	9	2	7	4	9	7	5	5	10	5	8	5	4	5	5	0	8	8	7	9	21	2	3	3	9	8	7	20	23	5	9	8	7	4	2	6	9									
		0.44%	1.09%	0.25%	1.16%	0.14%	0.37%	0.14%	0.38%	0.68%	0.19%	0.53%	0.65%	0.32%	0.45%	0.26%	0.16%	0.19%	0.26%	0.00%	0.37%	0.35%	0.26%	1.79%	1.99%	0.20%	0.11%	0.14%	0.45%	0.32%	0.32%	0.98%	1.59%	0.67%	0.92%	1.27%	0.48%	0.51%	0.14%	4.23%	0.63%									
20	Явлинский Григорий Алексеевич	212	5	8	5	4	9	7	5	6	12	7	9	21	2	3	3	1	2	3	5	3	8	2	3	3	3	6	5	2	5	9	2	9	4	5	5	0	6	8	7									
		0.33%	0.61%	0.99%	0.64%	0.28%	0.47%	0.25%	0.21%	0.58%	0.45%	0.74%	0.58%	1.34%	0.11%	0.16%	0.12%	0.04%	0.11%	0.13%	0.23%	0.13%	0.30%	0.40%	0.28%	0.30%	0.11%	0.28%	0.25%	0.08%	0.23%	0.44%	0.14%	1.20%	0.41%	0.79%	0.34%	0.00%	0.42%	5.63%	0.49%									
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
