Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																										
Дата голосования: 02.12.2007																																										
																																										
Наименование Избирательной комиссии:    Приморско-Ахтарская																																										
																																										
Сводная таблица результатов выборов																																										
																																										
		Сумма	УИК №4001	УИК №4002	УИК №4003	УИК №4004	УИК №4005	УИК №4006	УИК №4007	УИК №4008	УИК №4009	УИК №4010	УИК №4011	УИК №4012	УИК №4013	УИК №4014	УИК №4015	УИК №4016	УИК №4017	УИК №4018	УИК №4019	УИК №4020	УИК №4021	УИК №4022	УИК №4023	УИК №4024	УИК №4025	УИК №4026	УИК №4027	УИК №4028	УИК №4029	УИК №4030	УИК №4031	УИК №4032	УИК №4033	УИК №4034	УИК №4035					
1	"Число избирателей, внесенных в списки избирателей"	43758	1151	1650	1772	1700	1210	3008	2352	2321	1785	2148	2099	2052	1723	805	1940	1168	215	560	267	1117	397	1650	1634	346	1363	1356	800	187	526	1414	249	1370	178	712	533					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	44423	1116	1623	1706	1628	1216	2960	2242	2275	1769	2089	2311	2001	1796	846	1863	1305	243	582	279	1212	409	1822	1751	383	1409	1356	784	179	515	1511	282	1505	186	736	533					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	26008	562	851	883	896	656	1682	1252	1230	905	1130	1034	1165	929	395	1192	861	135	331	159	703	270	1411	1434	269	765	650	633	53	322	909	138	1082	89	587	445					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	2806	72	31	96	96	99	89	130	120	89	73	143	70	74	40	32	62	39	52	15	116	34	79	159	51	229	231	39	78	74	77	86	40	70	16	5					
6	Число погашенных избирательных бюллетеней	15609	482	741	727	636	461	1189	860	925	775	886	1134	766	793	411	639	382	69	199	105	393	105	332	158	63	415	475	112	48	119	525	58	383	27	133	83					
7	Число избирательных бюллетеней в переносных ящиках для голосования	2806	72	31	96	96	99	89	130	120	89	73	143	70	74	40	32	62	39	52	15	116	34	79	159	51	229	231	39	78	74	77	86	40	70	16	5					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	26005	562	851	883	895	656	1682	1252	1230	905	1130	1034	1164	929	394	1192	861	135	331	159	703	270	1411	1434	269	765	650	633	53	322	909	138	1082	89	587	445					
9	Число недействительных избирательных бюллетеней	447	12	26	13	20	10	18	36	33	32	24	17	17	29	8	46	3	2	16	13	19	1	7	0	1	0	13	0	1	0	21	7	0	0	2	0					
10	Число действительных избирательных бюллетеней	28364	622	856	966	971	745	1753	1346	1317	962	1179	1160	1217	974	426	1178	920	172	367	161	800	303	1483	1593	319	994	868	672	130	396	965	217	1122	159	601	450					
