Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																							
Дата голосования: 07.12.2003 0:00:00																							
																							
"Наименование Избирательной комиссии:    г. Грозный, Ленинская"																							
																							
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																							
																							
		Сумма	УИК №370	УИК №371	УИК №372	УИК №373	УИК №374	УИК №375	УИК №376	УИК №377	УИК №378	УИК №379	УИК №380	УИК №381	УИК №382	УИК №424	УИК №425	УИК №426					
1	"Число избирателей, внесенных в списки"	23677	1111	1246	1104	1250	2047	1072	1049	1209	1224	1606	2426	1899	1533	2174	2450	277					
2	"Число бюллетеней, полученных участковыми комиссиями"	22771	980	1130	1000	1140	1870	970	940	1180	1100	1430	2680	1710	1740	2174	2450	277					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	19113	804	1110	998	1126	1855	898	612	979	735	1337	1205	1701	852	2174	2450	277					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	1655	11	0	0	8	15	0	37	41	4	58	1093	0	388	0	0	0					
6	Число погашенных бюллетеней	2003	165	20	2	6	0	72	291	160	361	35	382	9	500	0	0	0					
7	Число бюллетеней в переносных ящиках для голосования	1655	11	0	0	8	15	0	37	41	4	58	1093	0	388	0	0	0					
8	Число бюллетеней в стационарных ящиках для голосования	19113	804	1110	998	1126	1855	898	612	979	735	1337	1205	1701	852	2174	2450	277					
9	Число недействительных бюллетеней	88	9	4	0	8	0	0	1	15	20	7	17	0	0	0	7	0					
10	Число действительных бюллетеней	20680	806	1106	998	1126	1870	898	648	1005	719	1388	2281	1701	1240	2174	2443	277					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	250	15	15	15	15	15	15	15	15	15	15	30	15	15	20	20	0					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	13	1	0	0	4	0	0	3	0	0	2	0	2	1	0	0	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	12	1	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0					
14	Число погашенных открепительных удостоверений	237	14	15	15	11	15	15	12	15	15	13	30	13	14	20	20	0					
15	Число открепительных удостоверений выданных ТИК	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																							
18	"1. ""ЕДИНЕНИЕ"""	133	12	1	4	0	17	0	0	7	12	5	0	9	9	30	27	0					
		0.64%	1.47%	0.09%	0.40%	0.0%	0.90%	0.0%	0.0%	0.68%	1.62%	0.35%	0.0%	0.52%	0.72%	1.37%	1.10%	0.0%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	739	15	65	102	30	124	101	17	20	42	59	4	90	16	13	18	23					
		3.55%	1.84%	5.85%	10.22%	2.64%	6.63%	11.24%	2.61%	1.96%	5.68%	4.22%	0.17%	5.29%	1.29%	0.59%	0.73%	8.30%					
20	"3. ""РОССИЙСКАЯ ПАРТИЯ ПЕНСИОНЕРОВ И ПАРТИЯ СОЦИАЛЬНОЙ СПРАВЕДЛИВОСТИ"""	98	10	0	9	0	0	0	2	9	19	7	27	0	3	1	11	0					
		0.47%	1.22%	0.0%	0.90%	0.0%	0.0%	0.0%	0.30%	0.88%	2.57%	0.50%	1.17%	0.0%	0.24%	0.04%	0.44%	0.0%					
21	"4. ""Российская демократическая партия ""ЯБЛОКО"""	157	4	0	0	16	0	0	15	2	29	10	29	3	17	9	17	6					
		0.75%	0.49%	0.0%	0.0%	1.41%	0.0%	0.0%	2.31%	0.19%	3.92%	0.71%	1.26%	0.17%	1.37%	0.41%	0.69%	2.16%					
22	"5. ""За Русь Святую"""	30	2	1	0	0	0	0	0	0	0	2	11	0	0	1	11	2					
		0.14%	0.24%	0.09%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.14%	0.47%	0.0%	0.0%	0.04%	0.44%	0.72%					
23	"6. ""Объединенная Российская партия ""Русь"""	24	0	0	0	0	0	1	0	1	0	6	9	0	0	0	7	0					
		0.11%	0.0%	0.0%	0.0%	0.0%	0.0%	0.11%	0.0%	0.09%	0.0%	0.43%	0.39%	0.0%	0.0%	0.0%	0.28%	0.0%					
24	"7. ""Новый курс - Автомобильная Россия"""	71	1	0	11	0	3	0	5	6	8	3	7	5	5	0	15	2					
		0.34%	0.12%	0.0%	1.10%	0.0%	0.16%	0.0%	0.77%	0.58%	1.08%	0.21%	0.30%	0.29%	0.40%	0.0%	0.61%	0.72%					
25	"8. ""Народно-республиканская партия России"""	29	0	0	0	0	2	0	1	6	3	5	6	0	2	0	4	0					
		0.13%	0.0%	0.0%	0.0%	0.0%	0.10%	0.0%	0.15%	0.58%	0.40%	0.35%	0.26%	0.0%	0.16%	0.0%	0.16%	0.0%					
26	"9. ""Российская экологическая партия ""Зеленые"""	49	2	0	0	0	5	3	2	1	1	2	15	0	2	4	12	0					
		0.23%	0.24%	0.0%	0.0%	0.0%	0.26%	0.33%	0.30%	0.09%	0.13%	0.14%	0.65%	0.0%	0.16%	0.18%	0.48%	0.0%					
27	"10. ""Аграрная партия России"""	54	8	4	0	0	0	0	0	9	2	3	14	0	4	0	10	0					
		0.26%	0.98%	0.36%	0.0%	0.0%	0.0%	0.0%	0.0%	0.88%	0.27%	0.21%	0.60%	0.0%	0.32%	0.0%	0.40%	0.0%					
28	"11. ""Истинные патриоты России"""	49	1	0	0	0	0	0	2	0	7	6	23	0	4	0	5	1					
		0.23%	0.12%	0.0%	0.0%	0.0%	0.0%	0.0%	0.30%	0.0%	0.94%	0.43%	1.00%	0.0%	0.32%	0.0%	0.20%	0.36%					
29	"12. ""НАРОДНАЯ ПАРТИЯ Российской Федерации"""	1020	6	0	10	305	261	51	78	10	60	53	20	129	33	0	4	0					
		4.91%	0.73%	0.0%	1.00%	26.89%	13.95%	5.67%	12.01%	0.98%	8.11%	3.79%	0.87%	7.58%	2.66%	0.0%	0.16%	0.0%					
30	"13. ""Демократическая партия России"""	26	0	0	0	0	1	1	0	1	2	6	1	1	1	3	6	3					
		0.12%	0.0%	0.0%	0.0%	0.0%	0.05%	0.11%	0.0%	0.09%	0.27%	0.43%	0.04%	0.05%	0.08%	0.13%	0.24%	1.08%					
31	"14. ""Великая Россия - Евразийский Союз"""	57	7	0	0	0	3	0	2	8	7	3	9	4	5	0	9	0					
		0.27%	0.85%	0.0%	0.0%	0.0%	0.16%	0.0%	0.30%	0.78%	0.94%	0.21%	0.39%	0.23%	0.40%	0.0%	0.36%	0.0%					
32	"15. ""Партия СЛОН"""	25	3	0	0	0	0	0	1	2	1	2	9	0	1	0	6	0					
		0.12%	0.36%	0.0%	0.0%	0.0%	0.0%	0.0%	0.15%	0.19%	0.13%	0.14%	0.39%	0.0%	0.08%	0.0%	0.24%	0.0%					
33	"16. ""Родина"" (народно-патриотический союз)"""	97	16	6	0	0	0	0	7	3	9	4	3	0	0	9	38	2					
		0.46%	1.96%	0.54%	0.0%	0.0%	0.0%	0.0%	1.07%	0.29%	1.21%	0.28%	0.13%	0.0%	0.0%	0.41%	1.55%	0.72%					
34	"17. ""Партия Мира и Единства (ПМЕ)"""	56	2	5	0	0	0	1	3	9	5	7	10	0	4	0	10	0					
		0.26%	0.24%	0.45%	0.0%	0.0%	0.0%	0.11%	0.46%	0.88%	0.67%	0.50%	0.43%	0.0%	0.32%	0.0%	0.40%	0.0%					
35	"18. ""ЛДПР"""	884	6	0	5	8	21	2	5	4	19	7	9	8	9	489	281	11					
		4.25%	0.73%	0.0%	0.50%	0.70%	1.12%	0.22%	0.77%	0.39%	2.57%	0.50%	0.39%	0.47%	0.72%	22.49%	11.46%	3.97%					
36	"19. ""Партия Возрождения России - Российская партия ЖИЗНИ"""	62	2	1	0	0	6	0	2	1	15	1	6	0	8	1	19	0					
		0.29%	0.24%	0.09%	0.0%	0.0%	0.32%	0.0%	0.30%	0.09%	2.02%	0.07%	0.26%	0.0%	0.64%	0.04%	0.77%	0.0%					
37	"20. ""Политическая партия ""Единая Россия"""	16578	705	1008	853	727	1375	736	494	897	449	1174	2056	1440	1107	1503	1836	218					
		79.82%	86.50%	90.81%	85.47%	64.10%	73.52%	81.95%	76.11%	87.94%	60.75%	84.15%	89.46%	84.65%	89.27%	69.13%	74.93%	78.70%					
38	"21. ""Российская Конституционно-демократическая партия"""	25	1	3	0	0	1	1	0	2	1	2	5	0	1	0	8	0					
		0.12%	0.12%	0.27%	0.0%	0.0%	0.05%	0.11%	0.0%	0.19%	0.13%	0.14%	0.21%	0.0%	0.08%	0.0%	0.32%	0.0%					
39	"22. ""Развитие предпринимательства"""	14	1	1	0	0	1	1	0	4	0	0	2	0	0	0	2	2					
		0.06%	0.12%	0.09%	0.0%	0.0%	0.05%	0.11%	0.0%	0.39%	0.0%	0.0%	0.08%	0.0%	0.0%	0.0%	0.08%	0.72%					
40	"23. ""Коммунистическая партия Российской Федерации (КПРФ)"""	210	2	11	4	36	30	0	8	3	20	13	6	8	9	19	34	7					
		1.01%	0.24%	0.99%	0.40%	3.17%	1.60%	0.0%	1.23%	0.29%	2.70%	0.93%	0.26%	0.47%	0.72%	0.87%	1.38%	2.52%					
																							
41	Против всех	193	0	0	0	4	20	0	4	0	8	8	0	4	0	92	53	0					
		0.92%	0.0%	0.0%	0.0%	0.35%	1.06%	0.0%	0.61%	0.0%	1.08%	0.57%	0.0%	0.23%	0.0%	4.23%	2.16%	0.0%					
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
