Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																															
Дата голосования: 18.09.2016																															
																															
Наименование Избирательной комиссии:    Котласская																															
																															
Сводная таблица итогов голосования по федеральному избирательному округу																															
																															
		Сумма	УИК №421	УИК №422	УИК №423	УИК №424	УИК №425	УИК №426	УИК №427	УИК №428	УИК №429	УИК №430	УИК №431	УИК №432	УИК №433	УИК №434	УИК №435	УИК №436	УИК №437	УИК №438	УИК №439	УИК №440									
1	"Число избирателей, внесенных в список избирателей на момент окончания голосования"	16345	2356	210	516	1132	1282	1427	792	378	418	888	837	246	590	165	1445	1614	292	562	828	367									
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	12700	1850	150	400	900	1000	1100	600	300	350	700	650	200	450	150	1100	1200	250	400	650	300									
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	44	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	28	3	0	0									
4	"Число избирательных бюллетеней, выданных в помещении для голосования в день голосования"	5698	841	40	151	309	555	704	239	88	129	258	229	56	237	34	476	655	86	251	264	96									
5	"Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования"	960	80	35	33	62	21	22	51	101	15	52	60	24	46	30	107	42	49	9	59	62									
6	Число погашенных избирательных бюллетеней	5998	929	75	216	529	424	374	297	111	206	390	361	120	167	86	517	503	87	137	327	142									
7	"Число избирательных бюллетеней, содержащихся в переносных ящиках для голосования"	1004	80	35	33	62	21	22	64	101	15	52	60	24	46	30	107	42	77	12	59	62									
8	"Число избирательных бюллетеней, содержащихся в стационарных ящиках для голосования"	5694	838	40	151	309	555	704	239	88	129	258	229	56	237	34	476	654	86	251	264	96									
9	Число недействительных избирательных бюллетеней	108	11	0	2	7	13	8	2	1	0	3	5	0	8	0	15	20	0	9	0	4									
10	Число действительных избирательных бюллетеней	6590	907	75	182	364	563	718	301	188	144	307	284	80	275	64	568	676	163	254	323	154									
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	179	15	5	7	10	15	15	10	5	3	10	9	3	8	5	15	15	9	5	10	5									
12	"Число открепительных удостоверений, выданных на избирательном участке до дня голосования"	75	4	1	0	1	7	9	9	2	2	10	1	0	0	0	8	4	9	4	4	0									
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	95	11	6	4	4	8	15	4	1	2	2	8	1	6	1	5	4	2	5	3	3									
14	Число погашенных неиспользованных открепительных удостоверений	104	11	4	7	9	8	6	1	3	1	0	8	3	8	5	7	11	0	1	6	5									
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	11	1	0	0	0	0	4	1	0	1	0	1	0	0	1	1	1	0	0	0	0									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																															
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	83	16	1	0	7	11	3	1	1	2	7	2	0	3	1	8	12	2	5	0	1									
		1.24%	1.74%	1.33%	0.00%	1.89%	1.91%	0.41%	0.33%	0.53%	1.39%	2.26%	0.69%	0.00%	1.06%	1.56%	1.37%	1.72%	1.23%	1.90%	0.00%	0.63%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	137	25	1	1	14	8	14	8	8	1	6	7	0	2	1	11	16	3	1	9	1									
		2.05%	2.72%	1.33%	0.54%	3.77%	1.39%	1.93%	2.64%	4.23%	0.69%	1.94%	2.42%	0.00%	0.71%	1.56%	1.89%	2.30%	1.84%	0.38%	2.79%	0.63%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	214	40	1	9	13	20	28	11	7	4	9	7	3	6	0	14	22	4	5	9	2									
		3.19%	4.36%	1.33%	4.89%	3.50%	3.47%	3.86%	3.63%	3.70%	2.78%	2.90%	2.42%	3.75%	2.12%	0.00%	2.40%	3.16%	2.45%	1.90%	2.79%	1.27%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	3233	358	41	101	214	263	329	174	100	71	132	139	62	139	35	294	341	99	126	132	83									
		48.27%	38.99%	54.67%	54.89%	57.68%	45.66%	45.32%	57.43%	52.91%	49.31%	42.58%	48.10%	77.50%	49.12%	54.69%	50.43%	48.99%	60.74%	47.91%	40.87%	52.53%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	28	3	0	1	0	3	1	0	0	0	0	0	2	3	0	4	2	0	3	5	1									
		0.42%	0.33%	0.00%	0.54%	0.00%	0.52%	0.14%	0.00%	0.00%	0.00%	0.00%	0.00%	2.50%	1.06%	0.00%	0.69%	0.29%	0.00%	1.14%	1.55%	0.63%									
24	"6. Политическая партия ""Гражданская Платформа"""	12	1	0	0	0	3	0	1	0	1	3	1	0	0	0	1	0	0	1	0	0									
		0.18%	0.11%	0.00%	0.00%	0.00%	0.52%	0.00%	0.33%	0.00%	0.69%	0.97%	0.35%	0.00%	0.00%	0.00%	0.17%	0.00%	0.00%	0.38%	0.00%	0.00%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	1429	195	19	36	40	142	191	62	30	25	79	61	10	61	21	111	110	26	74	102	34									
