Выборы Президента Российской Федерации																																									
																																									
Наименование Избирательной комиссии:    Ижморская																																									
																																									
Итоги голосования 																																									
																																									
		Сумма	УИК №1181	УИК №1182	УИК №1183	УИК №1184	УИК №1185	УИК №1186	УИК №1187	УИК №1188	УИК №1189	УИК №1190	УИК №1191	УИК №1192	УИК №1193	УИК №1194	УИК №1195	УИК №1196	УИК №1197	УИК №1198	УИК №1199	УИК №1200	УИК №1201	УИК №1202	УИК №1203	УИК №1204	УИК №1205	УИК №1206	УИК №1207	УИК №1208	УИК №1209	УИК №1210	УИК №1211	УИК №1212	УИК №1213	УИК №1214					
1	"Число избирателей, внесенных в список"	11908	368	91	354	296	546	181	102	691	127	367	278	447	325	104	508	155	59	322	68	65	484	189	78	626	59	73	271	867	944	907	852	738	262	104					
2	Число полученных избирательных бюллетеней	12000	380	100	370	320	560	190	105	685	130	360	280	440	330	110	510	180	65	330	70	70	490	190	80	640	65	75	280	830	880	895	870	750	260	110					
3	"Число избирательных бюллетеней, выданных  досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных в день голосования"	9907	306	80	291	184	411	169	83	555	127	338	237	403	271	90	473	138	59	292	68	60	397	171	67	490	38	67	220	717	833	663	717	598	196	98					
5	"Число избирательных бюллетеней, выданных вне помещения"	1200	54	11	60	98	93	8	15	119	0	15	30	37	20	12	31	17	0	14	0	5	50	13	8	88	21	5	30	58	46	81	63	69	29	0					
6	Число погашенных избирательных бюллетеней	893	20	9	19	38	56	13	7	11	3	7	13	0	39	8	6	25	6	24	2	5	43	6	5	62	6	3	30	55	1	151	90	83	35	12					
7	Число избирательных бюллетеней в переносных ящиках	1200	54	11	60	98	93	8	15	119	0	15	30	37	20	12	31	17	0	14	0	5	50	13	8	88	21	5	30	58	46	81	63	69	29	0					
8	Число бюллетеней в стационарных ящиках для голосования	9905	306	80	291	184	411	169	83	555	127	338	237	403	271	90	473	138	59	292	68	60	397	171	67	490	38	67	218	717	833	663	717	598	196	98					
9	Число недействительных избирательных бюллетеней	161	1	0	1	1	5	2	0	0	0	24	2	3	3	1	31	2	0	3	0	0	21	11	1	18	0	0	1	9	3	5	7	5	1	0					
10	Число действительных избирательных бюллетеней	10944	359	91	350	281	499	175	98	674	127	329	265	437	288	101	473	153	59	303	68	65	426	173	74	560	59	72	247	766	876	739	773	662	224	98					
11	Число полученных открепительных  удостоверений	350	5	5	10	10	15	5	5	15	5	10	5	10	5	5	10	5	5	10	5	5	10	5	5	15	5	5	10	20	20	20	20	20	20	25					
12	Число выданных открепительных удостоверений	84	0	1	4	6	4	2	0	1	0	2	0	4	4	0	1	1	0	0	0	0	0	0	0	7	1	0	3	8	9	8	8	7	3	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	83	1	3	3	0	2	0	1	2	2	3	1	5	4	2	1	2	0	2	3	1	2	4	2	2	2	4	4	0	13	5	1	5	0	1					
14	Число неиспользованных открепительных удостоверений	266	5	4	6	4	11	3	5	14	5	8	5	6	1	5	9	4	5	10	5	5	10	5	5	8	4	5	7	12	11	12	12	13	17	25					
15	"Число открепительных удостоверений, выданных в ТИК"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
"Число голосов избирателей, поданных за каждый список"																																									
18	. Глазьев Сергей Юрьевич	193	1	1	5	3	15	1	2	10	0	13	3	6	1	1	0	2	0	5	4	4	10	2	2	14	0	3	3	16	18	17	12	8	11	0					
		1.74%	0.28%	1.10%	1.42%	1.06%	2.98%	0.56%	2.04%	1.48%	0.00%	3.68%	1.12%	1.36%	0.34%	0.98%	0.00%	1.29%	0.00%	1.63%	5.88%	6.15%	2.24%	1.09%	2.67%	2.42%	0.00%	4.17%	1.21%	2.06%	2.05%	2.28%	1.54%	1.20%	4.89%	0.00%					
19	. Малышкин Олег Александрович	500	15	2	15	8	19	10	1	29	5	16	30	23	5	1	8	3	3	17	0	3	16	12	1	41	4	3	8	45	35	41	45	18	17	1					
