Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																													
Дата голосования: 04.12.2011																																													
																																													
Наименование Избирательной комиссии:    район Щукино																																													
																																													
Сводная таблица результатов выборов																																													
																																													
		Сумма	УИК №2971	УИК №2972	УИК №2973	УИК №2974	УИК №2975	УИК №2976	УИК №2977	УИК №2978	УИК №2979	УИК №2980	УИК №2981	УИК №2982	УИК №2983	УИК №2984	УИК №2985	УИК №2986	УИК №2987	УИК №2988	УИК №2989	УИК №2990	УИК №2991	УИК №2992	УИК №2993	УИК №2994	УИК №2995	УИК №2996	УИК №2997	УИК №2998	УИК №2999	УИК №3390	УИК №3391	УИК №3392	УИК №3393	УИК №3394	УИК №3395	УИК №3396	УИК №3397	УИК №3398					
1	"Число избирателей, внесенных в список избирателей"	68576	2177	2291	2301	2613	2706	2244	2524	1859	1719	2398	2251	2176	2392	2663	1873	1963	2532	2284	2117	1850	1919	2150	2019	1642	2421	1690	2439	2494	2629	550	1059	224	227	234	281	127	104	1434					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	63420	2000	2000	2000	2200	2200	2100	2300	1700	1600	2100	2100	2000	2200	2400	1700	1940	2300	2100	1900	1700	1700	2000	1900	1500	2200	1500	2300	2300	2300	600	1200	300	600	300	450	130	150	1450					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	46253	1149	1662	1508	1741	1838	1692	1623	1248	1468	1785	1490	1634	1909	1405	1120	1664	1313	1201	1484	1375	1507	1488	1449	762	1216	937	1865	2090	1492	478	91	199	227	234	270	121	104	1414					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	1789	25	25	27	19	84	106	31	26	11	15	38	31	23	29	26	3	26	28	25	21	17	13	36	21	34	11	28	42	21	26	921	0	0	0	0	0	0	0					
6	Число погашенных избирательных бюллетеней	15378	826	313	465	440	278	302	646	426	121	300	572	335	268	966	554	273	961	871	391	304	176	499	415	717	950	552	407	168	787	96	188	101	373	66	180	9	46	36					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1779	25	25	27	19	74	106	31	26	11	15	38	31	23	29	26	3	26	28	25	21	17	13	36	21	34	11	28	42	21	26	921	0	0	0	0	0	0	0					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	45259	1147	1441	1443	1722	1788	1692	1590	1204	1465	1707	1490	1634	1909	1405	1117	1664	1313	1192	1352	1375	1356	1482	1439	760	1208	935	1843	2088	1361	478	91	199	227	234	269	121	104	1414					
9	Число недействительных избирательных бюллетеней	796	21	16	19	39	31	77	20	31	34	26	22	24	18	31	27	26	28	19	24	21	20	24	18	11	23	10	30	39	12	3	25	3	5	6	0	1	3	9					
10	Число действительных избирательных бюллетеней	46242	1151	1450	1451	1702	1831	1721	1601	1199	1442	1696	1506	1641	1914	1403	1116	1641	1311	1201	1353	1375	1353	1471	1457	770	1219	936	1841	2091	1370	501	987	196	222	228	269	120	101	1405					
