Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																																			
Дата голосования: 07.12.2003 0:00:00																																																			
																																																			
Наименование Избирательной комиссии:    Благовещенская городская																																																			
																																																			
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																																			
																																																			
		Сумма	УИК №692	УИК №693	УИК №694	УИК №695	УИК №696	УИК №697	УИК №698	УИК №699	УИК №700	УИК №701	УИК №702	УИК №703	УИК №704	УИК №705	УИК №706	УИК №707	УИК №708	УИК №709	УИК №710	УИК №711	УИК №712	УИК №713	УИК №714	УИК №715	УИК №716	УИК №717	УИК №718	УИК №719	УИК №720	УИК №721	УИК №722	УИК №723	УИК №724	УИК №725	УИК №726	УИК №727	УИК №728	УИК №729	УИК №730	УИК №731	УИК №732	УИК №733	УИК №734	УИК №735					
1	"Число избирателей, внесенных в списки"	33395	972	540	788	1019	1045	968	206	911	823	1821	835	932	1877	1723	1837	2601	1772	2092	348	256	763	291	346	424	150	287	195	319	190	76	1074	227	118	371	407	250	374	168	540	238	359	1713	766	383					
2	"Число бюллетеней, полученных участковыми комиссиями"	31937	910	510	760	975	975	910	174	855	680	1460	815	870	1775	1675	1775	2480	1675	1880	403	256	758	290	352	419	160	320	196	331	196	77	1070	220	125	387	410	252	373	163	526	247	419	1627	772	434					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	22298	661	313	556	741	659	630	117	563	538	1293	490	553	1379	1160	1268	1758	1155	1441	312	139	498	191	252	249	123	215	99	202	83	53	794	126	103	291	186	107	222	142	388	161	195	1131	446	315					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	2314	35	11	21	34	56	27	24	62	38	60	90	50	23	33	23	32	25	54	36	61	59	37	25	116	20	72	47	66	74	10	95	68	15	46	108	110	88	9	23	33	112	105	113	68					
6	Число погашенных бюллетеней	7324	214	186	183	200	260	253	33	230	104	107	235	267	373	482	484	690	495	384	55	56	201	62	75	54	17	33	50	63	39	14	181	26	7	50	116	35	63	12	115	53	112	391	213	51					
7	Число бюллетеней в переносных ящиках для голосования	2313	35	11	21	34	56	27	24	62	38	60	90	50	23	33	23	32	25	53	36	61	59	37	25	116	20	72	47	66	74	10	95	68	15	46	108	110	88	9	23	33	112	105	113	68					
8	Число бюллетеней в стационарных ящиках для голосования	22285	660	313	556	741	659	630	117	563	538	1293	490	553	1374	1160	1268	1758	1152	1441	312	139	498	191	248	249	123	215	99	202	83	53	794	126	103	291	186	107	222	142	388	161	195	1131	446	315					
9	Число недействительных бюллетеней	830	16	23	14	25	23	27	2	15	18	16	14	28	21	15	30	22	24	13	17	15	21	17	19	7	13	19	17	15	7	4	41	7	7	21	20	11	18	16	35	14	10	66	30	17					
10	Число действительных бюллетеней	23768	679	301	563	750	692	630	139	610	558	1337	566	575	1376	1178	1261	1768	1153	1481	331	185	536	211	254	358	130	268	129	253	150	59	848	187	111	316	274	206	292	135	376	180	297	1170	529	366					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	600	19	12	23	17	18	20	2	18	17	27	19	15	67	24	34	55	47	32	4	6	5	1	13	2	0	1	2	2	1	2	14	0	0	8	4	3	7	5	3	2	3	20	8	18					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	588	19	12	23	17	18	20	2	18	17	27	19	15	65	24	34	55	47	32	3	6	5	1	6	2	0	1	1	2	0	2	14	0	0	8	4	3	7	5	3	2	3	20	8	18					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	280	9	4	4	2	6	6	5	2	10	10	2	1	9	9	11	7	5	30	8	8	14	5	2	5	3	6	2	2	4	5	13	3	9	4	1	4	4	9	7	7	1	7	4	11					
14	Число погашенных открепительных удостоверений	12	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	7	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
15	Число открепительных удостоверений выданных ТИК	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных бюллетеней	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																			
18	"1. ""ЕДИНЕНИЕ"""	542	11	11	18	18	14	13	2	5	11	23	9	9	24	8	15	21	21	14	16	5	20	11	16	13	9	14	5	7	7	3	19	5	2	5	8	7	9	9	19	10	8	39	20	9					
		2.20%	1.58%	3.39%	3.11%	2.32%	1.95%	1.97%	1.41%	0.8%	1.90%	1.69%	1.55%	1.49%	1.71%	0.67%	1.16%	1.17%	1.78%	0.93%	4.59%	2.5%	3.59%	4.82%	5.86%	3.56%	6.29%	4.87%	3.42%	2.61%	4.45%	4.76%	2.13%	2.57%	1.69%	1.48%	2.72%	3.22%	2.90%	5.96%	4.62%	5.15%	2.60%	3.15%	3.57%	2.34%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	712	27	11	21	25	14	21	7	22	18	40	25	20	55	44	49	66	51	67	13	4	6	1	3	4	2	3	3	3	0	1	9	3	1	4	5	4	3	1	8	5	7	18	8	10					
		2.89%	3.88%	3.39%	3.63%	3.22%	1.95%	3.19%	4.96%	3.52%	3.12%	2.95%	4.31%	3.31%	3.93%	3.68%	3.79%	3.68%	4.33%	4.48%	3.73%	2.0%	1.07%	0.43%	1.09%	1.09%	1.39%	1.04%	2.05%	1.11%	0.0%	1.58%	1.01%	1.54%	0.84%	1.18%	1.70%	1.84%	0.96%	0.66%	1.94%	2.57%	2.28%	1.45%	1.43%	2.61%					
20	"3. ""РОССИЙСКАЯ ПАРТИЯ ПЕНСИОНЕРОВ И ПАРТИЯ СОЦИАЛЬНОЙ СПРАВЕДЛИВОСТИ"""	886	29	12	16	35	30	41	5	31	23	65	19	26	59	37	43	69	24	33	11	15	15	9	5	9	2	9	4	8	2	2	37	18	6	26	7	7	13	2	10	9	17	27	10	9					
		3.60%	4.17%	3.70%	2.77%	4.51%	4.19%	6.24%	3.54%	4.96%	3.99%	4.80%	3.27%	4.31%	4.22%	3.10%	3.33%	3.85%	2.03%	2.20%	3.16%	7.5%	2.69%	3.94%	1.83%	2.46%	1.39%	3.13%	2.73%	2.98%	1.27%	3.17%	4.16%	9.27%	5.08%	7.71%	2.38%	3.22%	4.19%	1.32%	2.43%	4.63%	5.53%	2.18%	1.78%	2.34%					
