Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																							
Дата голосования: 18.09.2016																																							
																																							
Наименование Избирательной комиссии:    Окуловская																																							
																																							
Сводная таблица итогов голосования по федеральному избирательному округу																																							
																																							
		Сумма	УИК №1301	УИК №1302	УИК №1303	УИК №1304	УИК №1305	УИК №1306	УИК №1307	УИК №1308	УИК №1309	УИК №1310	УИК №1311	УИК №1312	УИК №1313	УИК №1314	УИК №1315	УИК №1316	УИК №1317	УИК №1318	УИК №1319	УИК №1320	УИК №1321	УИК №1322	УИК №1323	УИК №1324	УИК №1325	УИК №1326	УИК №1327	УИК №1328									
1	"Число избирателей, внесенных в список избирателей на момент окончания голосования"	21628	2516	1341	1115	1466	311	1977	1616	902	981	1272	536	539	1908	101	112	292	446	167	1154	119	105	141	295	698	565	519	272	162									
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	21590	2540	1310	1130	1470	310	2080	1620	860	980	1280	540	520	1920	100	100	300	430	150	1140	110	100	140	300	650	560	510	280	160									
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
4	"Число избирательных бюллетеней, выданных в помещении для голосования в день голосования"	7265	854	533	316	425	104	671	393	206	325	426	157	160	702	25	49	117	165	63	350	43	27	38	99	402	239	182	112	82									
5	"Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования"	913	30	17	24	31	14	18	69	75	16	39	51	19	14	35	18	47	53	26	85	19	13	24	54	4	11	32	61	14									
6	Число погашенных избирательных бюллетеней	13412	1656	760	790	1014	192	1391	1158	579	639	815	332	341	1204	40	33	136	212	61	705	48	60	78	147	244	310	296	107	64									
7	"Число избирательных бюллетеней, содержащихся в переносных ящиках для голосования"	913	30	17	24	31	14	18	69	75	16	39	51	19	14	35	18	47	53	26	85	19	13	24	54	4	11	32	61	14									
8	"Число избирательных бюллетеней, содержащихся в стационарных ящиках для голосования"	7265	854	533	316	425	104	671	393	206	325	426	157	160	702	25	49	117	165	63	350	43	27	38	99	402	239	182	112	82									
9	Число недействительных избирательных бюллетеней	248	28	8	8	10	3	22	11	14	9	19	4	9	32	2	3	3	6	4	5	1	1	5	7	12	10	5	2	5									
10	Число действительных избирательных бюллетеней	7930	856	542	332	446	115	667	451	267	332	446	204	170	684	58	64	161	212	85	430	61	39	57	146	394	240	209	171	91									
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	398	25	20	20	19	10	25	21	13	15	20	10	10	20	10	2	18	10	10	15	10	10	10	10	10	10	10	25	10									
12	"Число открепительных удостоверений, выданных на избирательном участке до дня голосования"	329	25	20	12	19	7	22	21	11	15	20	10	1	17	10	0	18	2	10	15	5	1	10	10	10	1	2	25	10									
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	265	20	20	2	13	3	9	19	7	11	4	3	16	11	12	5	5	14	21	9	7	3	4	12	6	8	5	10	6									
14	Число погашенных неиспользованных открепительных удостоверений	69	0	0	8	0	3	3	0	2	0	0	0	9	3	0	2	0	8	0	0	5	9	0	0	0	9	8	0	0									
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	102	28	15	6	5	2	13	6	5	2	3	1	0	2	0	0	1	2	2	2	0	0	0	0	1	2	0	2	2									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																							
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	92	9	8	3	9	0	8	6	2	3	4	1	2	6	1	1	0	1	0	5	2	0	1	2	5	6	4	2	1									
		1.12%	1.02%	1.45%	0.88%	1.97%	0.00%	1.16%	1.30%	0.71%	0.88%	0.86%	0.48%	1.12%	0.84%	1.67%	1.49%	0.00%	0.46%	0.00%	1.15%	3.23%	0.00%	1.61%	1.31%	1.23%	2.40%	1.87%	1.16%	1.04%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	260	30	10	10	13	3	19	13	17	11	24	6	4	17	2	0	3	6	1	11	10	0	3	6	15	7	9	5	5									
		3.18%	3.39%	1.82%	2.94%	2.85%	2.54%	2.76%	2.81%	6.05%	3.23%	5.16%	2.88%	2.23%	2.37%	3.33%	0.00%	1.83%	2.75%	1.12%	2.53%	16.13%	0.00%	4.84%	3.92%	3.69%	2.80%	4.21%	2.89%	5.21%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	203	20	9	12	10	7	23	13	7	8	8	6	2	19	1	1	1	3	0	13	0	0	0	4	9	14	9	3	1									
		2.48%	2.26%	1.64%	3.53%	2.19%	5.93%	3.34%	2.81%	2.49%	2.35%	1.72%	2.88%	1.12%	2.65%	1.67%	1.49%	0.61%	1.38%	0.00%	2.99%	0.00%	0.00%	0.00%	2.61%	2.22%	5.60%	4.21%	1.73%	1.04%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	3406	307	198	144	185	51	243	168	86	134	196	79	96	320	34	45	84	101	49	181	27	21	37	66	186	116	93	106	53									
		41.65%	34.73%	36.00%	42.35%	40.57%	43.22%	35.27%	36.36%	30.60%	39.30%	42.15%	37.98%	53.63%	44.69%	56.67%	67.16%	51.22%	46.33%	55.06%	41.61%	43.55%	52.50%	59.68%	43.14%	45.81%	46.40%	43.46%	61.27%	55.21%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	54	6	3	1	6	3	4	4	2	0	0	0	1	3	0	0	0	2	1	4	2	0	1	2	3	0	4	2	0									
