Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																												
Дата голосования: 18.09.2016																																												
																																												
Наименование Избирательной комиссии:    Волоколамская																																												
																																												
Сводная таблица итогов голосования по федеральному избирательному округу																																												
																																												
		Сумма	УИК №98	УИК №99	УИК №100	УИК №101	УИК №102	УИК №103	УИК №104	УИК №105	УИК №106	УИК №107	УИК №108	УИК №109	УИК №110	УИК №111	УИК №112	УИК №113	УИК №114	УИК №115	УИК №116	УИК №117	УИК №118	УИК №119	УИК №120	УИК №121	УИК №122	УИК №123	УИК №124	УИК №125	УИК №126	УИК №127	УИК №128	УИК №129	УИК №3451									
1	"Число избирателей, внесенных в список избирателей на момент окончания голосования"	41466	837	2278	1268	1591	305	1089	1507	2514	2373	1155	2063	2636	1174	1546	1011	1040	480	1605	1098	734	748	1431	768	1230	818	1091	1142	558	559	613	1085	2638	481									
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	40103	837	2200	1200	1500	295	1000	1400	2500	2300	1100	2000	2600	1100	1500	1000	1000	480	1500	920	750	739	1400	768	1200	795	1100	1100	549	558	612	1000	2600	500									
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
4	"Число избирательных бюллетеней, выданных в помещении для голосования в день голосования"	13261	271	718	386	471	106	304	563	758	861	367	715	777	312	293	314	232	142	581	411	238	230	387	263	390	218	304	273	173	201	227	383	911	481									
5	"Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования"	689	14	10	5	12	29	6	8	8	16	13	8	18	10	21	42	27	7	52	47	20	16	27	26	61	33	44	30	12	14	31	20	2	0									
6	Число погашенных избирательных бюллетеней	26153	552	1472	809	1017	160	690	829	1734	1423	720	1277	1805	778	1186	644	741	331	867	462	492	493	986	479	749	544	752	797	364	343	354	597	1687	19									
7	"Число избирательных бюллетеней, содержащихся в переносных ящиках для голосования"	689	14	10	5	12	29	6	8	8	16	13	8	18	10	21	42	27	7	52	47	20	16	27	26	61	33	44	30	12	14	31	20	2	0									
8	"Число избирательных бюллетеней, содержащихся в стационарных ящиках для голосования"	13212	271	718	386	471	106	304	560	758	854	367	715	776	302	293	314	232	142	581	411	238	230	387	237	390	218	304	273	173	201	227	382	910	481									
9	Число недействительных избирательных бюллетеней	577	17	29	20	12	3	11	15	31	36	12	10	20	12	11	16	12	9	30	12	9	9	7	11	14	8	11	13	4	8	8	19	41	97									
10	Число действительных избирательных бюллетеней	13324	268	699	371	471	132	299	553	735	834	368	713	774	300	303	340	247	140	603	446	249	237	407	252	437	243	337	290	181	207	250	383	871	384									
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	850	20	30	30	30	20	30	30	30	30	30	30	30	30	30	30	30	20	30	20	20	20	30	20	30	20	30	30	20	20	20	30	30	0									
12	"Число открепительных удостоверений, выданных на избирательном участке до дня голосования"	309	4	17	3	8	0	3	13	17	25	8	16	20	5	3	3	11	14	10	5	7	0	11	1	14	8	30	18	1	4	10	6	14	0									
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	411	5	13	0	5	6	2	29	16	19	5	15	3	1	4	9	8	5	11	24	4	15	7	5	20	6	6	7	2	7	5	12	31	104									
14	Число погашенных неиспользованных открепительных удостоверений	541	16	13	27	22	20	27	17	13	5	22	14	10	25	27	27	19	6	20	15	13	20	19	19	16	12	0	12	19	16	10	24	16	0									
