Выборы Президента Российской Федерации																																																																																	
Дата голосования: 04.03.2012																																																																																	
																																																																																	
Наименование Избирательной комиссии:    Гулькевичская																																																																																	
																																																																																	
Сводная таблица итогов голосования																																																																																	
																																																																																	
	Число участковых избирательных комиссий	70																																																																															
	Число участковых избирательных комиссий, приступивших к передаче сведений	70																																																																															
																																																																																	
		Сумма	УИК №1101	УИК №1102	УИК №1103	УИК №1104	УИК №1105	УИК №1106	УИК №1107	УИК №1108	УИК №1109	УИК №1110	УИК №1111	УИК №1112	УИК №1113	УИК №1114	УИК №1115	УИК №1116	УИК №1117	УИК №1118	УИК №1119	УИК №1120	УИК №1121	УИК №1122	УИК №1123	УИК №1124	УИК №1125	УИК №1126	УИК №1127	УИК №1128	УИК №1129	УИК №1130	УИК №1131	УИК №1132	УИК №1133	УИК №1134	УИК №1135	УИК №1136	УИК №1137	УИК №1138	УИК №1139	УИК №1140	УИК №1141	УИК №1142	УИК №1143	УИК №1144	УИК №1145	УИК №1146	УИК №1147	УИК №1148	УИК №1149	УИК №1150	УИК №1151	УИК №1152	УИК №1153	УИК №1154	УИК №1155	УИК №1156	УИК №1157	УИК №1158	УИК №1159	УИК №1160	УИК №1161	УИК №1162	УИК №1163	УИК №1164	УИК №1165	УИК №1166	УИК №1167	УИК №1168	УИК №1169	УИК №1170									
1	Число избирателей, включенных в список избирателей	72972	1178	2116	2016	2221	1084	1753	1544	1304	1868	742	1548	2546	852	2064	2188	619	993	1549	1298	104	1785	1663	844	587	944	2031	1384	710	1409	1387	345	320	397	681	438	1020	906	2011	704	445	200	724	457	705	1651	963	119	973	608	258	141	264	1131	1498	1724	115	985	2332	1360	366	905	231	1927	255	429	492	296	813	1307	145									
2	Число избирательных бюллетеней, полученных участковой избирательной комиссией	71820	1170	2150	2100	2200	1000	1700	1500	1200	1600	750	1500	2500	850	2000	2100	600	950	1500	1200	100	1700	1670	800	550	900	2000	1400	700	1400	1400	340	320	380	700	400	1030	900	2000	700	450	200	720	450	700	1600	950	120	1000	630	260	150	260	1100	1500	1700	100	980	2350	1350	370	940	240	1940	250	440	510	310	840	1300	150									
3	Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
4	Число избирательных бюллетеней, выданных в помещении для голосования в день голосования	41316	651	1299	1183	1172	618	855	826	717	943	442	845	1456	484	1082	1177	370	668	807	624	80	976	839	443	339	514	1163	838	495	801	794	233	211	312	384	231	598	506	1169	466	360	164	486	355	409	956	511	46	565	320	115	70	141	804	782	750	70	566	1280	748	205	533	131	967	139	238	298	200	509	883	104									
5	Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования	5778	42	80	126	69	30	110	112	91	215	47	82	128	58	149	82	68	57	353	124	7	123	145	69	25	38	87	58	31	171	99	48	25	25	62	65	74	123	172	42	16	14	50	27	57	117	94	17	130	93	45	45	31	35	100	237	29	84	195	86	53	92	53	196	72	82	45	32	89	40	10									
6	Число погашенных избирательных бюллетеней	24726	477	771	791	959	352	735	562	392	442	261	573	916	308	769	841	162	225	340	452	13	601	686	288	186	348	750	504	174	428	507	59	84	43	254	104	358	271	659	192	74	22	184	68	234	527	345	57	305	217	100	35	88	261	618	713	1	330	875	516	112	315	56	777	39	120	167	78	242	377	36									
7	Число избирательных бюллетеней в переносных ящиках для голосования	5778	42	80	126	69	30	110	112	91	215	47	82	128	58	149	82	68	57	353	124	7	123	145	69	25	38	87	58	31	171	99	48	25	25	62	65	74	123	172	42	16	14	50	27	57	117	94	17	130	93	45	45	31	35	100	237	29	84	195	86	53	92	53	196	72	82	45	32	89	40	10									
8	Число бюллетеней в стационарных ящиках для голосования	41281	651	1299	1183	1172	618	855	826	717	911	442	845	1456	484	1082	1177	370	668	807	624	80	975	839	443	339	514	1163	838	495	801	794	233	211	312	384	231	598	506	1169	466	360	164	486	355	409	956	511	46	565	320	115	70	141	804	782	750	70	565	1280	748	205	533	131	967	139	238	298	200	509	882	104									
9	Число недействительных избирательных бюллетеней	621	15	11	10	30	12	23	8	10	121	0	12	18	1	6	13	3	8	10	7	0	14	21	6	2	6	8	18	4	16	11	0	0	6	6	1	6	8	14	10	1	1	5	4	11	11	16	2	6	3	2	0	1	4	0	11	1	7	12	9	0	2	2	12	0	3	4	2	4	10	0									
10	Число действительных избирательных бюллетеней	46438	678	1368	1299	1211	636	942	930	798	1005	489	915	1566	541	1225	1246	435	717	1150	741	87	1084	963	506	362	546	1242	878	522	956	882	281	236	331	440	295	666	621	1327	498	375	177	531	378	455	1062	589	61	689	410	158	115	171	835	882	976	98	642	1463	825	258	623	182	1151	211	317	339	230	594	912	114									
11	Число полученных открепительных  удостоверений	1062	20	18	16	20	11	5	17	15	15	10	10	78	18	18	15	10	30	13	13	3	7	17	15	5	5	20	20	10	30	25	5	3	3	8	3	10	10	31	10	7	8	10	5	20	19	3	2	35	15	11	10	2	7	13	10	3	10	35	15	10	45	15	30	14	15	18	15	28	25	15									
12	Число открепительных удостоверений, выданных избирателям на избирательном участке	1062	20	18	16	20	11	5	17	15	15	10	10	78	18	18	15	10	30	13	13	3	7	17	15	5	5	20	20	10	30	25	5	3	3	8	3	10	10	31	10	7	8	10	5	20	19	3	2	35	15	11	10	2	7	13	10	3	10	35	15	10	45	15	30	14	15	18	15	28	25	15									
13	Число избирателей, проголосовавших по открепительным удостоверениям	308	7	16	9	1	7	7	15	9	24	13	6	13	11	8	12	2	4	3	4	0	10	3	9	5	5	6	2	0	1	2	0	1	7	1	2	2	1	4	0	4	2	3	2	4	6	0	2	1	2	0	2	3	4	5	5	1	1	3	1	1	3	4	7	4	2	0	0	2	1	1									
14	Число неиспользованных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
