Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																							
Дата голосования: 04.12.2011																																							
																																							
Наименование Избирательной комиссии:    Ржевская городская																																							
																																							
Сводная таблица результатов выборов																																							
																																							
		Сумма	УИК №798	УИК №799	УИК №800	УИК №801	УИК №802	УИК №803	УИК №804	УИК №805	УИК №806	УИК №807	УИК №808	УИК №809	УИК №810	УИК №811	УИК №812	УИК №813	УИК №814	УИК №815	УИК №816	УИК №817	УИК №818	УИК №819	УИК №820	УИК №821	УИК №822	УИК №823	УИК №824	УИК №825	УИК №826	УИК №827	УИК №828	УИК №829					
1	"Число избирателей, внесенных в список избирателей"	50036	2314	2745	1299	1769	1533	641	1977	1138	1228	1840	2487	1052	1475	1951	1818	1863	1185	2560	1554	2675	2681	1870	1147	1775	1776	1447	581	2296	1118	154	78	9					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	43250	2000	2350	1100	1550	1300	550	1700	1050	1050	1600	2150	900	1250	1700	1550	1600	1000	2200	1350	2300	2300	1650	1000	1500	1550	1250	561	1950	1000	152	78	9					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	24199	1143	1262	721	924	795	314	930	498	558	958	1082	378	643	812	895	856	454	1279	866	1284	1292	988	491	778	979	721	272	1306	608	25	78	9					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	1150	30	27	27	39	35	18	38	36	22	27	65	20	19	38	24	35	24	42	31	17	33	11	23	37	10	12	255	15	17	123	0	0					
6	Число погашенных избирательных бюллетеней	17901	827	1061	352	587	470	218	732	516	470	615	1003	502	588	850	631	709	522	879	453	999	975	651	486	685	561	517	34	629	375	4	0	0					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1150	30	27	27	39	35	18	38	36	22	27	65	20	19	38	24	35	24	42	31	17	33	11	23	37	10	12	255	15	17	123	0	0					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	24193	1141	1262	721	924	795	314	930	498	558	958	1082	378	643	812	895	855	453	1279	866	1284	1290	988	491	778	979	721	272	1306	608	25	78	9					
9	Число недействительных избирательных бюллетеней	371	17	13	12	22	7	1	12	5	7	11	24	10	8	8	10	12	19	11	8	15	18	14	11	14	15	17	17	22	9	2	0	0					
10	Число действительных избирательных бюллетеней	24972	1154	1276	736	941	823	331	956	529	573	974	1123	388	654	842	909	878	458	1310	889	1286	1305	985	503	801	974	716	510	1299	616	146	78	9					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	754	30	38	17	35	29	12	33	45	30	16	35	15	31	21	18	24	13	35	18	37	25	36	17	31	33	26	4	37	13	0	0	0					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	731	30	38	17	33	26	10	33	42	30	16	35	13	31	20	18	24	12	35	17	34	25	35	17	31	30	26	4	36	13	0	0	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	577	18	27	11	19	17	14	12	17	33	12	14	9	15	9	14	17	18	16	8	13	28	21	12	17	14	8	72	31	9	0	51	1					
14	Число погашенных неиспользованных открепительных удостоверений	23	0	0	0	2	3	2	0	3	0	0	0	2	0	1	0	0	1	0	1	3	0	1	0	0	3	0	0	1	0	0	0	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	93	3	2	2	2	1	0	1	35	16	3	6	0	1	0	0	5	1	3	0	0	2	1	0	1	3	3	0	0	2	0	0	0					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																							
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	5446	275	281	144	245	198	77	184	137	113	256	289	57	135	200	231	211	128	281	185	263	267	181	119	183	206	166	64	224	125	18	2	1					
		21.49%	23.48%	21.80%	19.25%	25.44%	23.86%	23.19%	19.01%	25.66%	19.48%	25.99%	25.20%	14.32%	20.39%	23.53%	25.14%	23.71%	26.83%	21.27%	20.62%	20.22%	20.18%	18.12%	23.15%	22.45%	20.83%	22.65%	12.14%	16.96%	20.00%	12.16%	2.56%	11.11%					
