Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																							
Дата голосования: 02.12.2007																																							
																																							
Наименование Избирательной комиссии:    Ржевская городская																																							
																																							
Сводная таблица результатов выборов																																							
																																							
		Сумма	УИК №857	УИК №858	УИК №859	УИК №860	УИК №861	УИК №862	УИК №863	УИК №864	УИК №865	УИК №866	УИК №867	УИК №868	УИК №869	УИК №870	УИК №871	УИК №872	УИК №873	УИК №874	УИК №875	УИК №876	УИК №877	УИК №878	УИК №879	УИК №880	УИК №881	УИК №882	УИК №883	УИК №884	УИК №885	УИК №886	УИК №887	УИК №888					
1	"Число избирателей, внесенных в списки избирателей"	52165	2375	2973	1391	1857	1678	685	2034	1300	1322	1909	2544	928	1569	2007	1911	1966	1186	2690	1677	2639	2763	1798	1192	1778	1842	1545	151	630	2427	1062	206	130					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	49971	2300	2800	1350	1800	1600	650	1950	1300	1250	1800	2450	900	1500	1900	1800	1900	1150	2600	1600	2550	2650	1700	1150	1700	1800	1500	121	600	2250	1000	220	130					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	26539	1206	1405	784	1036	894	372	1027	592	620	981	1233	449	671	965	964	1032	468	1414	925	1319	1412	912	472	818	1040	770	85	481	1379	642	41	130					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	1264	33	67	42	46	74	25	43	49	26	39	59	32	34	50	22	33	15	40	48	44	36	31	35	50	9	16	4	42	41	14	165	0					
6	Число погашенных избирательных бюллетеней	22168	1061	1328	524	718	632	253	880	659	604	780	1158	419	795	885	814	835	667	1146	627	1187	1202	757	643	832	751	714	32	77	830	344	14	0					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1264	33	67	42	46	74	25	43	49	26	39	59	32	34	50	22	33	15	40	48	44	36	31	35	50	9	16	4	42	41	14	165	0					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	26527	1206	1405	784	1035	894	372	1027	592	620	978	1233	449	671	964	964	1030	468	1414	923	1319	1411	911	472	817	1040	770	85	481	1379	642	41	130					
9	Число недействительных избирательных бюллетеней	307	15	16	12	10	10	6	14	3	4	13	12	7	5	9	11	8	1	21	13	9	15	15	7	16	17	2	0	5	15	4	3	9					
10	Число действительных избирательных бюллетеней	27484	1224	1456	814	1071	958	391	1056	638	642	1004	1280	474	700	1005	975	1055	482	1433	958	1354	1432	927	500	851	1032	784	89	518	1405	652	203	121					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	591	20	25	20	25	20	10	15	105	30	20	16	5	30	15	15	15	5	20	20	20	20	30	10	10	20	10	7	3	20	10	0	0					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	444	16	21	17	23	13	6	9	93	18	10	16	3	29	10	8	13	2	14	7	16	17	21	5	6	15	9	6	1	14	6	0	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	306	7	9	4	13	12	6	8	9	11	4	12	7	4	8	6	8	3	11	4	5	11	12	0	15	4	2	8	5	14	1	0	83					
14	Число погашенных неиспользованных открепительных удостоверений	147	4	4	3	2	7	4	6	12	12	10	0	2	1	5	7	2	3	6	13	4	3	9	5	4	5	1	1	2	6	4	0	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	32	0	4	2	1	1	0	3	1	2	0	0	2	2	0	2	0	1	1	1	2	1	0	0	1	2	3	0	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																							
18	1.Политическая партия «Аграрная партия России»	1069	57	50	37	65	57	11	45	8	26	50	38	6	24	48	43	23	14	62	45	43	39	42	22	29	57	45	1	7	43	23	9	0					
		3.85%	4.60%	3.40%	4.48%	6.01%	5.89%	2.77%	4.21%	1.25%	4.02%	4.92%	2.94%	1.25%	3.40%	4.73%	4.36%	2.16%	2.90%	4.26%	4.63%	3.15%	2.70%	4.46%	4.34%	3.34%	5.43%	5.73%	1.12%	1.34%	3.03%	3.51%	4.37%	0.00%					
19	2.Всероссийская политическая партия «Гражданская Сила»	241	11	12	12	6	7	0	10	3	10	7	17	3	0	8	4	8	2	20	20	17	15	9	1	3	4	7	1	1	16	7	0	0					
		0.87%	0.89%	0.82%	1.45%	0.56%	0.72%	0.00%	0.93%	0.47%	1.55%	0.69%	1.32%	0.62%	0.00%	0.79%	0.41%	0.75%	0.41%	1.38%	2.06%	1.25%	1.04%	0.96%	0.20%	0.35%	0.38%	0.89%	1.12%	0.19%	1.13%	1.07%	0.00%	0.00%					
20	3.Политическая партия «Демократическая партия России»	25	2	2	1	0	1	0	0	1	0	2	0	0	0	1	1	0	1	2	0	2	1	2	0	1	0	0	0	2	2	0	1	0					
		0.09%	0.16%	0.14%	0.12%	0.00%	0.10%	0.00%	0.00%	0.16%	0.00%	0.20%	0.00%	0.00%	0.00%	0.10%	0.10%	0.00%	0.21%	0.14%	0.00%	0.15%	0.07%	0.21%	0.00%	0.12%	0.00%	0.00%	0.00%	0.38%	0.14%	0.00%	0.49%	0.00%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	5367	259	279	224	245	261	78	217	93	107	209	242	75	141	171	212	212	75	340	239	281	295	166	64	164	151	146	22	43	236	89	31	0					
		19.31%	20.90%	18.95%	27.12%	22.66%	26.96%	19.65%	20.28%	14.51%	16.56%	20.55%	18.73%	15.59%	20.00%	16.86%	21.50%	19.94%	15.53%	23.38%	24.61%	20.62%	20.39%	17.62%	12.62%	18.92%	14.39%	18.58%	24.72%	8.22%	16.62%	13.57%	15.05%	0.00%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	177	8	13	4	14	10	2	5	2	5	4	9	0	7	4	2	8	3	11	9	11	9	2	3	1	5	6	0	0	18	1	1	0					
		0.64%	0.65%	0.88%	0.48%	1.30%	1.03%	0.50%	0.47%	0.31%	0.77%	0.39%	0.70%	0.00%	0.99%	0.39%	0.20%	0.75%	0.62%	0.76%	0.93%	0.81%	0.62%	0.21%	0.59%	0.12%	0.48%	0.76%	0.00%	0.00%	1.27%	0.15%	0.49%	0.00%					
