Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																													
Дата голосования: 18.09.2016																																													
																																													
Наименование Избирательной комиссии:    Вилюйская																																													
																																													
Сводная таблица итогов голосования по федеральному избирательному округу																																													
																																													
		Сумма	УИК №140	УИК №141	УИК №142	УИК №143	УИК №144	УИК №145	УИК №146	УИК №147	УИК №148	УИК №149	УИК №150	УИК №151	УИК №152	УИК №153	УИК №154	УИК №155	УИК №156	УИК №157	УИК №158	УИК №159	УИК №160	УИК №161	УИК №162	УИК №163	УИК №164	УИК №165	УИК №166	УИК №167	УИК №168	УИК №169	УИК №170	УИК №171	УИК №172	УИК №173									
1	"Число избирателей, внесенных в список избирателей на момент окончания голосования"	17323	539	949	1008	649	913	838	852	929	692	437	705	525	701	475	390	400	314	335	245	224	338	150	535	301	311	275	414	406	431	465	216	399	609	353									
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	16910	457	960	840	641	870	829	827	870	700	447	690	510	686	490	400	460	294	352	255	225	310	150	500	308	300	260	430	420	400	460	205	398	610	356									
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
4	"Число избирательных бюллетеней, выданных в помещении для голосования в день голосования"	8494	211	359	478	269	411	332	412	455	297	207	228	164	237	215	171	233	219	183	143	169	200	116	293	185	178	192	279	190	237	235	164	291	361	180									
5	"Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования"	563	14	29	7	9	14	20	24	9	17	5	14	24	14	24	18	25	18	13	8	8	23	3	41	14	5	19	18	35	13	31	6	13	18	10									
6	Число погашенных избирательных бюллетеней	7853	232	572	355	363	445	477	391	406	386	235	448	322	435	251	211	202	57	156	104	48	87	31	166	109	117	49	133	195	150	194	35	94	231	166									
7	"Число избирательных бюллетеней, содержащихся в переносных ящиках для голосования"	563	14	29	7	9	14	20	24	9	17	5	14	24	14	24	18	25	18	13	8	8	23	3	41	14	5	19	18	35	13	31	6	13	18	10									
8	"Число избирательных бюллетеней, содержащихся в стационарных ящиках для голосования"	8494	211	359	478	269	411	332	412	455	297	207	228	164	237	215	171	233	219	183	143	169	200	116	293	185	178	192	279	190	237	235	164	291	361	180									
9	Число недействительных избирательных бюллетеней	130	3	7	2	3	8	5	7	8	5	3	3	0	0	1	1	1	3	22	2	4	8	0	6	1	1	1	3	2	0	4	3	6	6	1									
10	Число действительных избирательных бюллетеней	8927	222	381	483	275	417	347	429	456	309	209	239	188	251	238	188	257	234	174	149	173	215	119	328	198	182	210	294	223	250	262	167	298	373	189									
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	314	10	10	10	10	10	10	10	10	13	7	8	8	13	7	7	18	8	8	11	8	8	6	8	8	7	8	8	8	8	8	8	12	13	8									
12	"Число открепительных удостоверений, выданных на избирательном участке до дня голосования"	177	2	10	3	5	5	2	4	8	11	5	2	2	8	4	3	18	4	8	9	8	3	2	2	1	3	7	6	0	4	2	5	12	9	0									
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	87	5	3	17	1	5	2	3	5	5	5	1	2	2	0	1	1	0	1	1	1	0	1	1	1	1	1	3	1	0	2	0	5	2	8									
14	Число погашенных неиспользованных открепительных удостоверений	137	8	0	7	5	5	8	6	2	2	2	6	6	5	3	4	0	4	0	2	0	5	4	6	7	4	1	2	8	4	6	3	0	4	8									
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	56	1	7	0	0	6	3	1	2	2	0	0	0	0	1	3	0	8	0	0	2	2	0	1	0	0	0	1	2	3	2	2	3	4	0									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																													
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	80	1	2	11	3	5	5	4	3	3	3	2	2	0	1	0	3	2	1	0	3	0	2	7	1	2	2	1	2	1	0	1	2	5	0									
		0.88%	0.44%	0.52%	2.27%	1.08%	1.18%	1.42%	0.92%	0.65%	0.96%	1.42%	0.83%	1.06%	0.00%	0.42%	0.00%	1.16%	0.84%	0.51%	0.00%	1.69%	0.00%	1.68%	2.10%	0.50%	1.09%	0.95%	0.34%	0.89%	0.40%	0.00%	0.59%	0.66%	1.32%	0.00%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	252	7	13	11	9	11	13	13	14	14	2	6	3	8	11	2	4	0	6	4	6	4	3	12	6	5	9	8	0	8	6	5	7	13	9									
		2.78%	3.11%	3.35%	2.27%	3.24%	2.59%	3.69%	2.98%	3.02%	4.46%	0.94%	2.48%	1.60%	3.19%	4.60%	1.06%	1.55%	0.00%	3.06%	2.65%	3.39%	1.79%	2.52%	3.59%	3.02%	2.73%	4.27%	2.69%	0.00%	3.20%	2.26%	2.94%	2.30%	3.43%	4.74%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	237	4	11	11	9	13	12	23	16	5	5	7	7	6	4	6	5	8	4	6	4	1	1	5	3	1	4	2	12	4	2	5	13	14	4									
		2.62%	1.78%	2.84%	2.27%	3.24%	3.06%	3.41%	5.28%	3.45%	1.59%	2.36%	2.89%	3.72%	2.39%	1.67%	3.17%	1.94%	3.38%	2.04%	3.97%	2.26%	0.45%	0.84%	1.50%	1.51%	0.55%	1.90%	0.67%	5.33%	1.60%	0.75%	2.94%	4.28%	3.69%	2.11%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	4007	90	153	250	113	123	145	176	171	124	104	110	92	109	99	79	128	101	91	72	78	85	33	169	69	89	82	179	121	130	155	97	126	185	79									
		44.24%	40.00%	39.43%	51.55%	40.65%	28.94%	41.19%	40.37%	36.85%	39.49%	49.06%	45.45%	48.94%	43.43%	41.42%	41.80%	49.61%	42.62%	46.43%	47.68%	44.07%	38.12%	27.73%	50.60%	34.67%	48.63%	38.86%	60.27%	53.78%	52.00%	58.27%	57.06%	41.45%	48.81%	41.58%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	24	1	1	0	1	1	1	5	1	0	1	2	1	1	1	0	0	1	0	1	1	0	0	1	0	0	0	1	0	0	0	0	1	1	0									
		0.26%	0.44%	0.26%	0.00%	0.36%	0.24%	0.28%	1.15%	0.22%	0.00%	0.47%	0.83%	0.53%	0.40%	0.42%	0.00%	0.00%	0.42%	0.00%	0.66%	0.56%	0.00%	0.00%	0.30%	0.00%	0.00%	0.00%	0.34%	0.00%	0.00%	0.00%	0.00%	0.33%	0.26%	0.00%									
24	"6. Политическая партия ""Гражданская Платформа"""	41	0	5	5	1	5	2	3	3	3	1	3	1	0	1	1	0	0	0	0	1	0	0	1	1	0	0	0	0	0	2	0	0	1	1									
