Выборы Президента Российской Федерации																																																																							
Дата голосования: 18.03.2018																																																																							
																																																																							
Наименование Избирательной комиссии:    Новокубанская																																																																							
																																																																							
Сводная таблица итогов голосования																																																																							
																																																																							
	Число участковых избирательных комиссий	60																																																																					
	"Число участковых избирательных комиссий, приступивших к передаче сведений"	60																																																																					
																																																																							
		Сумма	УИК №3201	УИК №3202	УИК №3203	УИК №3204	УИК №3205	УИК №3206	УИК №3207	УИК №3208	УИК №3209	УИК №3210	УИК №3211	УИК №3212	УИК №3213	УИК №3214	УИК №3215	УИК №3216	УИК №3217	УИК №3218	УИК №3219	УИК №3220	УИК №3221	УИК №3222	УИК №3223	УИК №3224	УИК №3225	УИК №3226	УИК №3227	УИК №3228	УИК №3229	УИК №3230	УИК №3231	УИК №3232	УИК №3233	УИК №3234	УИК №3235	УИК №3236	УИК №3237	УИК №3238	УИК №3239	УИК №3240	УИК №3241	УИК №3242	УИК №3243	УИК №3244	УИК №3245	УИК №3246	УИК №3247	УИК №3248	УИК №3249	УИК №3250	УИК №3251	УИК №3252	УИК №3253	УИК №3254	УИК №3255	УИК №3256	УИК №3257	УИК №3258	УИК №3259	УИК №3260									
1	"Число избирателей, включенных в список избирателей"	63677	196	250	2052	1783	2332	408	117	1064	541	204	426	534	593	276	398	198	1391	1676	1467	1133	1570	2096	1632	1564	872	1617	1618	1283	1693	1520	2386	926	1829	1003	1093	346	309	1828	1734	2092	251	367	97	283	165	830	2407	397	664	1181	1107	1226	1541	1069	1061	834	171	1316	1869	791									
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	64992	192	248	2110	1800	2372	413	115	1071	528	206	432	546	613	278	407	199	1407	1730	1500	1160	1625	2125	1690	1595	884	1650	1690	1226	1685	1625	2370	935	1850	1000	1125	352	294	1840	1750	2130	260	375	100	290	156	840	2600	395	685	1220	1130	1276	1590	1100	1100	860	175	1350	1925	797									
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
4	"Число избирательных бюллетеней, выданных в помещении для голосования в день голосования"	46943	182	230	1511	1183	1911	348	103	918	449	159	358	464	572	265	395	170	826	1308	787	787	1289	1524	1016	1344	513	1001	826	748	921	931	1899	739	1335	538	952	264	210	986	924	1822	213	330	89	258	141	578	1836	327	594	1011	885	694	1143	861	577	729	158	1252	1793	766									
5	"Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования"	6588	10	13	242	350	349	49	12	101	71	30	60	60	10	11	0	24	97	54	180	98	55	266	137	118	87	130	94	224	124	209	120	53	77	98	106	61	59	113	76	228	30	37	7	25	15	169	451	49	70	92	145	236	274	166	419	46	8	38	44	11									
6	Число погашенных избирательных бюллетеней	11461	0	5	357	267	112	16	0	52	8	17	14	22	31	2	12	5	484	368	533	275	281	335	537	133	284	519	770	254	640	485	351	143	438	364	67	27	25	741	750	80	17	8	4	7	0	93	313	19	21	117	100	346	173	73	104	85	9	60	88	20									
