Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																															
Дата голосования: 18.09.2016																															
																															
Наименование Избирательной комиссии:    Березовская - Центральный																															
																															
Сводная таблица итогов голосования по федеральному избирательному округу																															
																															
		Сумма	УИК №885	УИК №886	УИК №887	УИК №888	УИК №889	УИК №890	УИК №891	УИК №892	УИК №893	УИК №894	УИК №895	УИК №896	УИК №897	УИК №898	УИК №899	УИК №900	УИК №901	УИК №902	УИК №906	УИК №914									
1	"Число избирателей, внесенных в список избирателей на момент окончания голосования"	23424	1179	1125	1812	2168	1221	2905	1297	2026	1601	333	1020	582	679	624	266	1567	1357	658	593	411									
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	22000	1100	1000	1700	2100	1200	2800	1300	2000	1500	300	900	500	600	600	200	1500	1200	600	550	350									
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
4	"Число избирательных бюллетеней, выданных в помещении для голосования в день голосования"	7208	461	369	624	797	276	896	419	706	335	62	464	162	213	247	69	374	323	131	157	123									
5	"Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования"	126	2	4	25	17	3	7	2	9	1	0	3	9	2	9	14	7	6	2	1	3									
6	Число погашенных избирательных бюллетеней	14666	637	627	1051	1286	921	1897	879	1285	1164	238	433	329	385	344	117	1119	871	467	392	224									
7	"Число избирательных бюллетеней, содержащихся в переносных ящиках для голосования"	126	2	4	25	17	3	7	2	9	1	0	3	9	2	9	14	7	6	2	1	3									
8	"Число избирательных бюллетеней, содержащихся в стационарных ящиках для голосования"	7205	461	369	624	794	276	896	419	706	335	62	464	162	213	247	69	374	323	131	157	123									
9	Число недействительных избирательных бюллетеней	268	19	11	36	37	8	30	17	30	13	1	16	3	6	11	2	9	5	5	6	3									
10	Число действительных избирательных бюллетеней	7063	444	362	613	774	271	873	404	685	323	61	451	168	209	245	81	372	324	128	152	123									
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	450	20	20	30	30	25	40	25	30	25	15	25	15	15	15	10	35	30	25	10	10									
12	"Число открепительных удостоверений, выданных на избирательном участке до дня голосования"	106	3	7	8	6	8	8	10	9	6	0	1	3	1	0	2	18	8	3	4	1									
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	172	14	16	20	44	0	13	4	8	2	0	6	1	0	5	2	6	8	3	2	18									
14	Число погашенных неиспользованных открепительных удостоверений	344	17	13	22	24	17	32	15	21	19	15	24	12	14	15	8	17	22	22	6	9									
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	4	0	1	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																															
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	123	8	4	18	16	7	20	6	11	3	2	3	1	2	3	1	8	6	1	2	1									
		1.68%	1.73%	1.07%	2.77%	1.97%	2.51%	2.21%	1.43%	1.54%	0.89%	3.23%	0.64%	0.58%	0.93%	1.17%	1.20%	2.10%	1.82%	0.75%	1.27%	0.79%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	221	8	7	21	28	11	23	8	24	7	6	17	3	4	11	4	14	10	2	8	5									
		3.01%	1.73%	1.88%	3.24%	3.45%	3.94%	2.55%	1.90%	3.36%	2.08%	9.68%	3.64%	1.75%	1.86%	4.30%	4.82%	3.67%	3.04%	1.50%	5.06%	3.97%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	163	6	1	19	16	11	21	8	12	5	0	16	7	9	5	0	9	8	5	5	0									
		2.22%	1.30%	0.27%	2.93%	1.97%	3.94%	2.33%	1.90%	1.68%	1.49%	0.00%	3.43%	4.09%	4.19%	1.95%	0.00%	2.36%	2.43%	3.76%	3.16%	0.00%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	3231	211	190	275	326	129	375	167	342	140	35	185	81	87	126	46	178	147	53	66	72									
