Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																								
Дата голосования: 02.12.2007																																								
																																								
Наименование Избирательной комиссии:    Курская																																								
																																								
Сводная таблица результатов выборов																																								
																																								
		Сумма	УИК №661	УИК №662	УИК №663	УИК №664	УИК №665	УИК №666	УИК №667	УИК №668	УИК №669	УИК №670	УИК №671	УИК №672	УИК №673	УИК №674	УИК №675	УИК №676	УИК №677	УИК №678	УИК №679	УИК №680	УИК №681	УИК №682	УИК №683	УИК №684	УИК №685	УИК №686	УИК №687	УИК №688	УИК №689	УИК №690	УИК №691	УИК №692	УИК №693					
1	"Число избирателей, внесенных в списки избирателей"	35584	1664	1796	2013	1349	1281	1117	559	187	228	1429	1591	655	1001	2924	1215	1444	702	1798	1247	595	839	903	1304	2368	386	190	1019	547	679	1069	207	306	972					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	31500	1500	1600	1700	1200	1100	1100	500	150	200	1200	1400	600	900	2600	1100	1300	600	1550	1100	550	750	800	1200	2100	350	150	900	500	600	950	150	250	850					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	16437	748	756	800	545	541	537	326	46	87	611	746	319	508	1100	544	650	394	1088	654	379	459	651	698	1120	222	90	447	264	297	377	81	59	293					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	1835	62	92	125	42	36	45	0	26	0	41	56	14	31	101	41	37	47	111	62	52	50	52	66	50	9	21	151	29	72	62	34	68	150					
6	Число погашенных избирательных бюллетеней	13228	690	752	775	613	523	518	174	78	113	548	598	267	361	1399	515	613	159	351	384	119	241	97	436	930	119	39	302	207	231	511	35	123	407					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1835	62	92	125	42	36	45	0	26	0	41	56	14	31	101	41	37	47	111	62	52	50	52	66	50	9	21	151	29	72	62	34	68	150					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	16437	748	756	800	545	541	537	326	46	87	611	746	319	508	1100	544	650	394	1088	654	379	459	651	698	1120	222	90	447	264	297	377	81	59	293					
9	Число недействительных избирательных бюллетеней	255	5	11	11	6	4	11	7	0	2	24	5	5	22	12	19	5	4	18	6	17	7	0	15	16	3	0	8	0	0	9	0	0	3					
10	Число действительных избирательных бюллетеней	18017	805	837	914	581	573	571	319	72	85	628	797	328	517	1189	566	682	437	1181	710	414	502	703	749	1154	228	111	590	293	369	430	115	127	440					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	300	15	15	10	8	13	8	8	5	5	8	10	8	8	13	8	10	8	10	8	8	8	8	15	20	8	5	8	8	8	8	5	5	8					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	133	14	12	6	2	13	5	0	0	1	0	8	0	1	3	3	3	1	2	3	2	0	2	12	19	0	3	4	4	5	3	0	0	2					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	122	1	5	4	2	5	3	0	3	1	0	3	0	0	0	1	4	0	30	5	0	1	11	6	5	0	0	2	1	0	3	25	0	1					
14	Число погашенных неиспользованных открепительных удостоверений	167	1	3	4	6	0	3	8	5	4	8	2	8	7	10	5	7	7	8	5	6	8	6	3	1	8	2	4	4	3	5	5	5	6					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																								
18	1.Политическая партия «Аграрная партия России»	310	21	20	19	18	18	15	1	0	2	6	9	2	12	15	0	19	3	10	14	3	8	9	20	35	3	4	10	4	1	6	1	0	2					
		1.70%	2.59%	2.36%	2.05%	3.07%	3.12%	2.58%	0.31%	0.00%	2.30%	0.92%	1.12%	0.60%	2.23%	1.25%	0.00%	2.77%	0.68%	0.83%	1.96%	0.70%	1.57%	1.28%	2.62%	2.99%	1.30%	3.60%	1.67%	1.37%	0.27%	1.37%	0.87%	0.00%	0.45%					
19	2.Всероссийская политическая партия «Гражданская Сила»	45	2	10	11	2	0	2	1	0	0	1	1	0	0	4	0	2	0	0	0	0	0	0	3	5	0	0	0	1	0	0	0	0	0					
		0.25%	0.25%	1.18%	1.19%	0.34%	0.00%	0.34%	0.31%	0.00%	0.00%	0.15%	0.12%	0.00%	0.00%	0.33%	0.00%	0.29%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.39%	0.43%	0.00%	0.00%	0.00%	0.34%	0.00%	0.00%	0.00%	0.00%	0.00%					
20	3.Политическая партия «Демократическая партия России»	19	0	0	2	2	0	0	0	0	0	0	0	0	1	0	3	1	0	2	4	0	0	0	1	0	0	0	1	1	0	0	0	0	1					
		0.10%	0.00%	0.00%	0.22%	0.34%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.19%	0.00%	0.51%	0.15%	0.00%	0.17%	0.56%	0.00%	0.00%	0.00%	0.13%	0.00%	0.00%	0.00%	0.17%	0.34%	0.00%	0.00%	0.00%	0.00%	0.23%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	2586	131	135	134	110	89	64	25	9	6	72	50	27	84	270	199	120	24	104	129	49	38	31	98	99	33	27	104	29	37	86	19	6	148					
		14.15%	16.17%	15.92%	14.49%	18.74%	15.42%	10.99%	7.67%	12.50%	6.90%	11.04%	6.23%	8.11%	15.58%	22.48%	34.02%	17.47%	5.44%	8.67%	18.02%	11.37%	7.47%	4.41%	12.83%	8.46%	14.29%	24.32%	17.39%	9.90%	10.03%	19.59%	16.52%	4.72%	33.41%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	47	4	3	6	0	2	2	0	0	0	0	1	0	5	3	0	1	0	0	4	0	0	0	2	1	0	2	9	0	1	1	0	0	0					
		0.26%	0.49%	0.35%	0.65%	0.00%	0.35%	0.34%	0.00%	0.00%	0.00%	0.00%	0.12%	0.00%	0.93%	0.25%	0.00%	0.15%	0.00%	0.00%	0.56%	0.00%	0.00%	0.00%	0.26%	0.09%	0.00%	1.80%	1.51%	0.00%	0.27%	0.23%	0.00%	0.00%	0.00%					
23	6.Политическая партия «Партия социальной справедливости»	18	2	0	0	2	2	1	0	0	0	1	2	0	0	0	0	2	0	0	1	1	1	0	0	2	0	0	0	0	1	0	0	0	0					
		0.10%	0.25%	0.00%	0.00%	0.34%	0.35%	0.17%	0.00%	0.00%	0.00%	0.15%	0.25%	0.00%	0.00%	0.00%	0.00%	0.29%	0.00%	0.00%	0.14%	0.23%	0.20%	0.00%	0.00%	0.17%	0.00%	0.00%	0.00%	0.00%	0.27%	0.00%	0.00%	0.00%	0.00%					
24	7.Политическая партия «Либерально-демократическая партия России»	873	70	55	67	54	33	35	24	2	10	12	39	20	24	38	31	64	7	18	23	3	14	5	36	73	12	3	23	20	19	14	3	5	17					
		4.78%	8.64%	6.49%	7.24%	9.20%	5.72%	6.01%	7.36%	2.78%	11.49%	1.84%	4.86%	6.01%	4.45%	3.16%	5.30%	9.32%	1.59%	1.50%	3.21%	0.70%	2.75%	0.71%	4.71%	6.24%	5.19%	2.70%	3.85%	6.83%	5.15%	3.19%	2.61%	3.94%	3.84%					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	1475	102	96	103	51	60	79	13	3	2	50	74	22	21	79	27	64	12	90	68	84	67	6	47	97	9	4	35	9	17	47	2	4	31					
		8.07%	12.59%	11.32%	11.14%	8.69%	10.40%	13.57%	3.99%	4.17%	2.30%	7.67%	9.23%	6.61%	3.90%	6.58%	4.62%	9.32%	2.72%	7.51%	9.50%	19.49%	13.16%	0.85%	6.15%	8.29%	3.90%	3.60%	5.85%	3.07%	4.61%	10.71%	1.74%	3.15%	6.99%					
26	9.Политическая партия «ПАТРИОТЫ РОССИИ»	91	4	3	8	4	1	8	1	0	1	6	5	1	4	6	6	2	1	2	2	4	1	3	3	6	1	0	2	1	0	3	0	0	2					
		0.50%	0.49%	0.35%	0.86%	0.68%	0.17%	1.37%	0.31%	0.00%	1.15%	0.92%	0.62%	0.30%	0.74%	0.50%	1.03%	0.29%	0.23%	0.17%	0.28%	0.93%	0.20%	0.43%	0.39%	0.51%	0.43%	0.00%	0.33%	0.34%	0.00%	0.68%	0.00%	0.00%	0.45%					
27	10.Всероссийская политическая партия «ЕДИНАЯ РОССИЯ»	12462	464	511	560	333	366	361	253	58	63	474	608	256	365	769	299	400	387	951	464	266	371	649	537	831	170	71	404	228	289	269	86	112	237					
		68.20%	57.28%	60.26%	60.54%	56.73%	63.43%	62.03%	77.61%	80.56%	72.41%	72.70%	75.81%	76.88%	67.72%	64.03%	51.11%	58.22%	87.76%	79.32%	64.80%	61.72%	72.89%	92.32%	70.29%	71.03%	73.59%	63.96%	67.56%	77.82%	78.32%	61.28%	74.78%	88.19%	53.50%					
28	11.Политическая партия «Российская объединенная демократическая партия «ЯБЛОКО»	91	5	4	4	5	2	4	1	0	1	6	8	0	1	5	1	7	3	4	1	4	2	0	2	5	0	0	2	0	4	4	4	0	2					
		0.50%	0.62%	0.47%	0.43%	0.85%	0.35%	0.69%	0.31%	0.00%	1.15%	0.92%	0.99%	0.00%	0.19%	0.42%	0.17%	1.02%	0.68%	0.33%	0.14%	0.93%	0.39%	0.00%	0.26%	0.43%	0.00%	0.00%	0.33%	0.00%	1.08%	0.91%	3.48%	0.00%	0.45%					
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
