Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																							
Дата голосования: 07.12.2003 0:00:00																																							
																																							
Наименование Избирательной комиссии:    Район Зюзино																																							
																																							
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																							
																																							
		Сумма	УИК №2059	УИК №2060	УИК №2061	УИК №2062	УИК №2063	УИК №2064	УИК №2065	УИК №2066	УИК №2067	УИК №2068	УИК №2069	УИК №2070	УИК №2071	УИК №2072	УИК №2073	УИК №2074	УИК №2075	УИК №2076	УИК №2077	УИК №2078	УИК №2079	УИК №2080	УИК №2081	УИК №2082	УИК №2083	УИК №2084	УИК №2085	УИК №2086	УИК №2087	УИК №2088	УИК №3162	УИК №3163					
1	"Число избирателей, внесенных в списки"	74330	2510	2403	2157	2273	2442	2439	2734	2692	2545	2623	2384	2758	2871	2420	2587	2498	2654	2360	2513	2844	2705	1949	2113	2239	1815	1848	2705	2052	2802	2449	880	66					
2	"Число бюллетеней, полученных участковыми комиссиями"	69200	2300	2200	2000	2100	2200	2300	2500	2400	2300	2400	2200	2500	2400	2200	2400	2500	2400	2200	2300	2600	2500	1900	2000	2100	1700	1700	2500	2000	2500	2300	1500	100					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	38755	1368	1278	1173	1217	1256	1429	1398	1435	1318	1382	1338	1466	1466	1219	1347	1253	1296	1313	1356	1595	1327	1021	1104	1188	994	994	1463	1018	1499	1244	0	0					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	2356	29	44	34	44	41	47	60	37	55	54	48	59	226	36	30	26	30	29	41	28	51	36	29	49	43	29	62	31	45	37	880	66					
6	Число погашенных бюллетеней	28089	903	878	793	839	903	824	1042	928	927	964	814	975	708	945	1023	1221	1074	858	903	977	1122	843	867	863	663	677	975	951	956	1019	620	34					
7	Число бюллетеней в переносных ящиках для голосования	2354	29	44	34	44	41	47	58	37	55	54	48	59	226	36	30	26	30	29	41	28	51	36	29	49	43	29	62	31	45	37	880	66					
8	Число бюллетеней в стационарных ящиках для голосования	38386	1366	1250	1168	1210	1256	1312	1395	1426	1299	1382	1338	1401	1466	1219	1313	1253	1293	1284	1346	1587	1327	1020	1100	1188	992	991	1447	1018	1499	1240	0	0					
9	Число недействительных бюллетеней	438	18	11	19	8	20	9	27	8	11	5	8	11	20	10	30	24	18	6	13	20	5	10	4	10	23	18	22	8	19	15	8	0					
10	Число действительных бюллетеней	40302	1377	1283	1183	1246	1277	1350	1426	1455	1343	1431	1378	1449	1672	1245	1313	1255	1305	1307	1374	1595	1373	1046	1125	1227	1012	1002	1487	1041	1525	1262	872	66					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	1500	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	0	0					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	831	33	44	25	29	27	26	29	32	21	35	31	45	31	16	25	28	29	20	34	30	32	21	26	18	29	21	28	22	20	24	0	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	818	29	8	9	17	22	16	32	0	16	10	12	18	21	24	11	10	12	15	21	9	22	10	11	14	0	26	21	20	29	11	330	12					
14	Число погашенных открепительных удостоверений	669	17	6	25	21	23	24	21	18	29	15	19	5	19	34	25	22	21	30	16	20	18	29	24	32	21	29	22	28	30	26	0	0					
15	Число открепительных удостоверений выданных ТИК	10	0	0	0	1	0	1	2	1	1	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																							
18	"1. ""ЕДИНЕНИЕ"""	283	13	6	9	10	2	9	12	10	5	6	5	6	11	16	22	16	8	7	5	11	11	12	9	6	7	7	10	9	13	4	6	0					
		0.69%	0.93%	0.46%	0.74%	0.79%	0.15%	0.66%	0.82%	0.68%	0.36%	0.41%	0.36%	0.41%	0.65%	1.27%	1.63%	1.25%	0.60%	0.53%	0.36%	0.68%	0.79%	1.13%	0.79%	0.48%	0.67%	0.68%	0.66%	0.85%	0.84%	0.31%	0.68%	0.0%					
