Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																								
Дата голосования: 07.12.2003 0:00:00																																								
																																								
Наименование Избирательной комиссии:    Вилюйская																																								
																																								
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																								
																																								
		Сумма	УИК №132	УИК №133	УИК №134	УИК №135	УИК №136	УИК №137	УИК №138	УИК №139	УИК №140	УИК №141	УИК №142	УИК №143	УИК №144	УИК №145	УИК №146	УИК №147	УИК №148	УИК №149	УИК №150	УИК №151	УИК №152	УИК №153	УИК №154	УИК №155	УИК №156	УИК №157	УИК №158	УИК №159	УИК №160	УИК №161	УИК №162	УИК №163	УИК №164					
1	"Число избирателей, внесенных в списки"	15289	639	564	789	727	646	706	903	509	412	181	905	718	828	610	392	302	270	173	236	355	127	408	238	236	318	346	382	352	482	215	396	564	360					
2	"Число бюллетеней, полученных участковыми комиссиями"	15800	610	600	670	700	610	705	810	505	410	190	890	730	820	680	430	320	320	230	290	390	150	430	270	280	360	380	430	400	520	250	420	590	410					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	27	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	10093	368	295	536	421	418	374	473	320	199	156	420	315	446	400	332	236	190	156	215	310	113	336	206	194	280	304	270	289	333	209	283	437	259					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	855	14	26	3	31	13	44	30	6	29	0	23	38	14	64	43	22	27	8	11	27	6	33	19	23	24	32	68	25	58	2	33	45	14					
6	Число погашенных бюллетеней	4820	228	279	131	248	179	287	307	179	182	34	447	377	360	216	55	62	98	66	64	53	31	61	45	63	56	44	92	86	129	39	77	108	137					
7	Число бюллетеней в переносных ящиках для голосования	887	14	26	3	31	13	44	30	6	29	0	23	38	14	64	43	22	32	8	11	27	6	33	19	23	24	32	68	25	58	2	60	45	14					
8	Число бюллетеней в стационарных ящиках для голосования	10093	368	295	536	421	418	374	473	320	199	156	420	315	446	400	332	236	190	156	215	310	113	336	206	194	280	304	270	289	333	209	283	437	259					
9	Число недействительных бюллетеней	141	8	5	2	5	7	6	5	0	2	2	3	7	10	5	6	5	7	3	1	6	4	3	0	2	2	1	9	3	8	2	5	4	3					
10	Число действительных бюллетеней	10839	374	316	537	447	424	412	498	326	226	154	440	346	450	459	369	253	215	161	225	331	115	366	225	215	302	335	329	311	383	209	338	478	270					
