Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																			
Дата голосования: 07.12.2003 0:00:00																			
																			
Наименование Избирательной комиссии:    Октябрьская																			
																			
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																			
																			
		Сумма	УИК №474	УИК №475	УИК №476	УИК №477	УИК №478	УИК №479	УИК №480	УИК №481	УИК №482	УИК №483	УИК №484	УИК №485					
1	"Число избирателей, внесенных в списки"	4523	156	110	2097	165	263	263	217	365	191	150	119	427					
2	"Число бюллетеней, полученных участковыми комиссиями"	4708	158	111	2174	168	271	270	294	371	189	152	132	418					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	2523	92	48	1121	91	145	146	171	221	119	91	79	199					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	502	26	30	93	18	41	40	46	33	20	20	26	109					
6	Число погашенных бюллетеней	1683	40	33	960	59	85	84	77	117	50	41	27	110					
7	Число бюллетеней в переносных ящиках для голосования	502	26	30	93	18	41	40	46	33	20	20	26	109					
8	Число бюллетеней в стационарных ящиках для голосования	2523	92	48	1121	91	145	146	171	221	119	91	79	199					
9	Число недействительных бюллетеней	27	2	0	12	2	2	2	0	2	3	0	1	1					
10	Число действительных бюллетеней	2998	116	78	1202	107	184	184	217	252	136	111	104	307					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	60	2	2	23	2	4	4	5	5	3	3	2	5					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	17	0	0	8	0	3	0	2	0	0	3	0	1					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	13	1	0	9	1	0	0	0	1	0	0	1	0					
14	Число погашенных открепительных удостоверений	43	2	2	15	2	1	4	3	5	3	0	2	4					
15	Число открепительных удостоверений выданных ТИК	2	0	0	2	0	0	0	0	0	0	0	0	0					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0					
																			
18	"1. ""ЕДИНЕНИЕ"""	43	0	3	21	0	1	1	5	4	1	2	0	5					
		1.42%	0.0%	3.84%	1.72%	0.0%	0.53%	0.53%	2.30%	1.57%	0.71%	1.80%	0.0%	1.62%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	19	2	0	11	0	0	0	4	0	0	1	0	1					
		0.62%	1.69%	0.0%	0.90%	0.0%	0.0%	0.0%	1.84%	0.0%	0.0%	0.90%	0.0%	0.32%					
20	"3. ""РОССИЙСКАЯ ПАРТИЯ ПЕНСИОНЕРОВ И ПАРТИЯ СОЦИАЛЬНОЙ СПРАВЕДЛИВОСТИ"""	101	3	2	35	3	5	6	14	13	4	2	3	11					
		3.33%	2.54%	2.56%	2.88%	2.75%	2.68%	3.22%	6.45%	5.11%	2.87%	1.80%	2.85%	3.57%					
21	"4. ""Российская демократическая партия ""ЯБЛОКО"""	31	0	0	15	0	4	2	2	1	3	0	2	2					
		1.02%	0.0%	0.0%	1.23%	0.0%	2.15%	1.07%	0.92%	0.39%	2.15%	0.0%	1.90%	0.64%					
22	"5. ""За Русь Святую"""	7	0	0	4	2	0	0	0	0	0	1	0	0					
		0.23%	0.0%	0.0%	0.32%	1.83%	0.0%	0.0%	0.0%	0.0%	0.0%	0.90%	0.0%	0.0%					
23	"6. ""Объединенная Российская партия ""Русь"""	2	0	0	1	0	0	0	0	0	0	1	0	0					
		0.06%	0.0%	0.0%	0.08%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.90%	0.0%	0.0%					
24	"7. ""Новый курс - Автомобильная Россия"""	5	0	0	2	0	0	0	1	0	0	1	0	1					
		0.16%	0.0%	0.0%	0.16%	0.0%	0.0%	0.0%	0.46%	0.0%	0.0%	0.90%	0.0%	0.32%					
25	"8. ""Народно-республиканская партия России"""	11	1	1	7	1	0	0	0	0	0	0	1	0					
		0.36%	0.84%	1.28%	0.57%	0.91%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.95%	0.0%					
26	"9. ""Российская экологическая партия ""Зеленые"""	3	0	0	2	0	0	0	0	0	0	0	0	1					
		0.09%	0.0%	0.0%	0.16%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.32%					
27	"10. ""Аграрная партия России"""	541	30	14	129	24	40	51	68	44	36	33	18	54					
