Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																								
Дата голосования: 04.12.2011																																								
																																								
"Наименование Избирательной комиссии:    Волгоград, Ворошиловская"																																								
																																								
Сводная таблица результатов выборов																																								
																																								
		Сумма	УИК №301	УИК №302	УИК №303	УИК №304	УИК №305	УИК №306	УИК №307	УИК №308	УИК №309	УИК №310	УИК №311	УИК №312	УИК №313	УИК №314	УИК №315	УИК №316	УИК №317	УИК №318	УИК №319	УИК №320	УИК №321	УИК №322	УИК №323	УИК №324	УИК №325	УИК №326	УИК №327	УИК №328	УИК №329	УИК №330	УИК №331	УИК №332	УИК №333					
1	"Число избирателей, внесенных в список избирателей"	62868	1492	1222	1840	2076	1993	1431	2239	1088	1715	1869	1128	1417	1491	1837	1750	1994	2635	2218	2614	2173	2596	2497	2339	2230	1369	1254	1599	1785	2220	1591	2596	1620	2950					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	62450	1500	1500	1750	1950	1950	1450	2300	1150	1300	1850	1100	1350	1450	1800	1750	2000	2500	2300	2600	2200	2600	2500	2700	2200	1350	1200	1600	1800	2100	1550	2550	1650	2900					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	30126	633	1100	1192	1094	991	772	941	828	803	1019	686	597	772	899	1005	1076	1347	1200	1273	1080	954	1246	1242	1013	469	423	534	595	725	536	1141	654	1286					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	2030	16	122	24	68	39	22	103	64	54	43	94	111	24	28	27	32	37	38	28	13	58	33	37	38	32	24	26	380	33	54	245	50	33					
6	Число погашенных избирательных бюллетеней	30294	851	278	534	788	920	656	1256	258	443	788	320	642	654	873	718	892	1116	1062	1299	1107	1588	1221	1421	1149	849	753	1040	825	1342	960	1164	946	1581					
7	Число избирательных бюллетеней в переносных ящиках для голосования	2030	16	122	24	68	39	22	103	64	54	43	94	111	24	28	27	32	37	38	28	13	58	33	37	38	32	24	26	380	33	54	245	50	33					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	29667	633	1099	1191	1091	991	772	941	764	758	1019	592	597	772	899	1002	1076	1347	1200	1273	1079	954	1246	1242	1013	469	423	534	594	725	536	896	654	1285					
9	Число недействительных избирательных бюллетеней	489	14	13	20	15	16	12	13	10	9	10	16	17	16	13	16	20	21	25	21	27	22	16	26	14	9	8	10	6	4	7	11	6	26					
10	Число действительных избирательных бюллетеней	31208	635	1208	1195	1144	1014	782	1031	818	803	1052	670	691	780	914	1013	1088	1363	1213	1280	1065	990	1263	1253	1037	492	439	550	968	754	583	1130	698	1292					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	1767	50	53	50	48	62	51	60	45	45	50	51	45	45	55	58	61	60	67	60	65	60	75	57	55	40	50	50	45	48	46	55	45	60					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	899	24	23	23	26	30	19	35	16	15	32	20	16	19	30	33	31	42	48	40	42	32	37	30	36	14	16	22	16	24	23	31	17	37					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	1032	35	36	48	25	35	29	21	85	28	49	28	21	64	41	63	47	32	28	23	35	19	24	49	16	11	14	14	14	15	16	18	22	27					
14	Число погашенных неиспользованных открепительных удостоверений	868	26	30	27	22	32	32	25	29	30	18	31	29	26	25	25	30	18	19	20	23	28	38	27	19	26	34	28	29	24	23	24	28	23					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	13	0	0	0	1	1	0	0	0	0	0	1	0	0	0	0	1	0	2	0	0	0	1	0	0	1	2	0	1	0	1	0	1	0					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																								
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	7251	160	278	231	217	282	197	252	188	171	241	125	177	198	215	185	232	335	267	331	225	243	292	309	260	114	149	128	212	155	142	260	190	290					
		22.88%	24.65%	22.77%	19.01%	18.72%	27.38%	24.81%	24.14%	22.71%	21.06%	22.69%	18.22%	25.00%	24.87%	23.19%	17.98%	20.94%	24.21%	21.57%	25.44%	20.60%	24.01%	22.83%	24.16%	24.74%	22.75%	33.33%	22.86%	21.77%	20.45%	24.07%	22.79%	26.99%	22.00%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	4099	75	127	188	112	120	108	157	109	95	134	60	69	88	112	117	137	163	150	152	132	109	194	224	142	81	52	74	137	128	81	189	93	190					
		12.93%	11.56%	10.40%	15.47%	9.66%	11.65%	13.60%	15.04%	13.16%	11.70%	12.62%	8.75%	9.75%	11.06%	12.08%	11.37%	12.36%	11.78%	12.12%	11.68%	12.09%	10.77%	15.17%	17.51%	13.51%	16.17%	11.63%	13.21%	14.07%	16.89%	13.73%	16.56%	13.21%	14.42%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	490	8	13	23	24	13	11	15	14	19	17	14	12	9	11	16	22	21	22	25	26	11	18	12	13	4	6	8	22	11	3	17	5	25					
		1.55%	1.23%	1.06%	1.89%	2.07%	1.26%	1.39%	1.44%	1.69%	2.34%	1.60%	2.04%	1.69%	1.13%	1.19%	1.55%	1.99%	1.52%	1.78%	1.92%	2.38%	1.09%	1.41%	0.94%	1.24%	0.80%	1.34%	1.43%	2.26%	1.45%	0.51%	1.49%	0.71%	1.90%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	8495	176	350	293	318	263	205	247	212	246	271	178	212	203	250	305	298	370	390	350	304	289	315	326	247	118	105	150	228	247	161	295	209	364					
		26.80%	27.12%	28.67%	24.12%	27.44%	25.53%	25.82%	23.66%	25.60%	30.30%	25.52%	25.95%	29.94%	25.50%	26.97%	29.64%	26.90%	26.73%	31.50%	26.90%	27.84%	28.56%	24.63%	25.49%	23.50%	23.55%	23.49%	26.79%	23.41%	32.59%	27.29%	25.85%	29.69%	27.62%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	2439	51	109	123	162	98	75	62	53	85	100	54	38	69	55	104	90	127	104	106	93	76	113	55	54	16	25	24	48	34	34	64	36	102					
