Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																						
Дата голосования: 07.12.2003 0:00:00																						
																						
"Наименование Избирательной комиссии:    Новороссийск, Судовая"																						
																						
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																						
																						
		Сумма	УИК №3685	УИК №3686	УИК №3687	УИК №3688	УИК №3689	УИК №3690	УИК №3691	УИК №3692	УИК №3693	УИК №3694	УИК №3695	УИК №3696	УИК №3697	УИК №3698	УИК №3699					
1	"Число избирателей, внесенных в списки"	561	26	24	23	25	31	53	28	27	96	27	32	28	24	90	27					
2	"Число бюллетеней, полученных участковыми комиссиями"	561	26	24	23	25	31	53	28	27	96	27	32	28	24	90	27					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	285	0	23	0	25	30	0	0	27	95	26	32	0	0	0	27					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	268	26	0	23	0	0	53	25	0	0	0	0	28	24	89	0					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
6	Число погашенных бюллетеней	8	0	1	0	0	1	0	3	0	1	1	0	0	0	1	0					
7	Число бюллетеней в переносных ящиках для голосования	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
8	Число бюллетеней в стационарных ящиках для голосования	553	26	23	23	25	30	53	25	27	95	26	32	28	24	89	27					
9	Число недействительных бюллетеней	5	0	0	1	0	0	3	0	0	1	0	0	0	0	0	0					
10	Число действительных бюллетеней	548	26	23	22	25	30	50	25	27	94	26	32	28	24	89	27					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
