Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																															
Дата голосования: 04.12.2011																															
																															
Наименование Избирательной комиссии:    Ельниковская ТИК																															
																															
Сводная таблица результатов выборов																															
																															
		Сумма	УИК №173	УИК №174	УИК №175	УИК №176	УИК №177	УИК №178	УИК №179	УИК №180	УИК №181	УИК №182	УИК №183	УИК №184	УИК №185	УИК №186	УИК №187	УИК №188	УИК №189	УИК №190	УИК №191	УИК №192	УИК №193	УИК №194	УИК №195	УИК №196					
1	"Число избирателей, внесенных в список избирателей"	9476	238	367	1255	680	1222	1320	411	255	254	112	194	236	128	312	614	133	237	184	110	317	202	161	303	231					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	9633	244	368	1258	686	1247	1365	414	255	253	112	196	238	130	316	625	134	240	191	116	326	203	167	316	233					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	8806	200	357	1189	661	1192	1283	360	227	231	101	189	236	128	305	586	113	204	117	90	300	193	150	221	173					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	590	38	5	40	8	15	18	51	28	22	11	5	0	0	7	28	20	33	65	20	17	9	11	81	58					
6	Число погашенных избирательных бюллетеней	237	6	6	29	17	40	64	3	0	0	0	2	2	2	4	11	1	3	9	6	9	1	6	14	2					
7	Число избирательных бюллетеней в переносных ящиках для голосования	590	38	5	40	8	15	18	51	28	22	11	5	0	0	7	28	20	33	65	20	17	9	11	81	58					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	8806	200	357	1189	661	1192	1283	360	227	231	101	189	236	128	305	586	113	204	117	90	300	193	150	221	173					
9	Число недействительных избирательных бюллетеней	7	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	1	0					
10	Число действительных избирательных бюллетеней	9389	238	362	1229	669	1207	1301	410	255	253	112	194	236	128	312	614	133	237	177	110	317	202	161	301	231					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	281	9	10	27	10	27	32	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	13	9					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	105	0	4	7	6	12	31	2	0	2	0	0	0	0	3	7	0	2	5	1	6	1	3	10	3					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	75	3	0	1	20	12	7	2	3	7	1	1	1	1	3	2	1	1	2	1	1	2	1	1	1					
14	Число погашенных неиспользованных открепительных удостоверений	176	9	6	20	4	15	1	7	9	7	9	9	9	9	6	2	9	7	4	8	3	8	6	3	6					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	7	0	1	1	1	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																															
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	10	1	1	0	1	1	2	0	0	0	0	0	1	2	0	1	0	0	0	0	0	0	0	0	0					
		0.11%	0.42%	0.28%	0.00%	0.15%	0.08%	0.15%	0.00%	0.00%	0.00%	0.00%	0.00%	0.42%	1.56%	0.00%	0.16%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	11	0	1	2	1	1	3	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0					
		0.12%	0.00%	0.28%	0.16%	0.15%	0.08%	0.23%	0.24%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.16%	0.00%	0.42%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
