Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																								
Дата голосования: 04.12.2011																								
																								
Наименование Избирательной комиссии:    Краснояружская																								
																								
Сводная таблица результатов выборов																								
																								
		Сумма	УИК №777	УИК №778	УИК №779	УИК №780	УИК №781	УИК №782	УИК №783	УИК №784	УИК №785	УИК №786	УИК №787	УИК №788	УИК №789	УИК №790	УИК №791	УИК №792	УИК №793					
1	"Число избирателей, внесенных в список избирателей"	11832	716	610	306	726	313	495	735	558	290	437	179	1584	713	1209	932	1149	880					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	11980	725	630	305	750	315	505	750	580	295	440	180	1570	715	1210	960	1150	900					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	9953	614	522	253	630	280	433	593	426	243	378	160	1336	651	974	785	1029	646					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	1391	99	84	50	93	32	60	135	122	41	49	18	154	41	181	64	66	102					
6	Число погашенных избирательных бюллетеней	636	12	24	2	27	3	12	22	32	11	13	2	80	23	55	111	55	152					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1391	99	84	50	93	32	60	135	122	41	49	18	154	41	181	64	66	102					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	9953	614	522	253	630	280	433	593	426	243	378	160	1336	651	974	785	1029	646					
9	Число недействительных избирательных бюллетеней	199	30	9	0	45	0	20	6	4	3	9	0	22	12	3	13	13	10					
10	Число действительных избирательных бюллетеней	11145	683	597	303	678	312	473	722	544	281	418	178	1468	680	1152	836	1082	738					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	145	5	5	3	8	4	5	8	3	3	4	2	15	10	25	20	10	15					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	66	2	2	0	8	2	4	2	3	2	0	0	6	8	14	6	1	6					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	60	9	2	3	7	7	0	2	1	0	2	1	2	4	6	0	9	5					
14	Число погашенных неиспользованных открепительных удостоверений	79	3	3	3	0	2	1	6	0	1	4	2	9	2	11	14	9	9					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	4	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																								
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	668	37	56	10	43	3	3	28	26	14	35	0	119	20	58	68	63	85					
		5.89%	5.19%	9.24%	3.30%	5.95%	0.96%	0.61%	3.85%	4.74%	4.93%	8.20%	0.00%	7.99%	2.89%	5.02%	8.01%	5.75%	11.36%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	599	25	26	4	37	3	16	53	36	12	39	3	54	36	48	77	68	62					
		5.28%	3.51%	4.29%	1.32%	5.12%	0.96%	3.25%	7.28%	6.57%	4.23%	9.13%	1.69%	3.62%	5.20%	4.16%	9.07%	6.21%	8.29%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	49	2	3	1	5	0	0	6	2	3	5	0	6	3	1	7	0	5					
		0.43%	0.28%	0.50%	0.33%	0.69%	0.00%	0.00%	0.82%	0.36%	1.06%	1.17%	0.00%	0.40%	0.43%	0.09%	0.82%	0.00%	0.67%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	1162	57	51	24	62	1	34	107	66	36	59	5	152	36	61	173	111	127					
		10.24%	7.99%	8.42%	7.92%	8.58%	0.32%	6.90%	14.70%	12.04%	12.68%	13.82%	2.81%	10.20%	5.20%	5.28%	20.38%	10.14%	16.98%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	73	5	2	2	4	0	2	6	4	5	4	0	5	7	7	9	6	5					
		0.64%	0.70%	0.33%	0.66%	0.55%	0.00%	0.41%	0.82%	0.73%	1.76%	0.94%	0.00%	0.34%	1.01%	0.61%	1.06%	0.55%	0.67%					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	8570	556	458	260	527	305	417	521	408	209	274	170	1131	578	977	501	830	448					
		75.55%	77.98%	75.58%	85.81%	72.89%	97.76%	84.58%	71.57%	74.45%	73.59%	64.17%	95.51%	75.91%	83.53%	84.59%	59.01%	75.80%	59.89%					
25	"7. Всероссийская политическая партия ""ПРАВОЕ ДЕЛО"""	24	1	1	2	0	0	1	1	2	2	2	0	1	0	0	1	4	6					
		0.21%	0.14%	0.17%	0.66%	0.00%	0.00%	0.20%	0.14%	0.36%	0.70%	0.47%	0.00%	0.07%	0.00%	0.00%	0.12%	0.37%	0.80%					
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
