Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																																	
Дата голосования: 07.12.2003 0:00:00																																																	
																																																	
Наименование Избирательной комиссии:    Починковская																																																	
																																																	
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																																	
																																																	
		Сумма	УИК №542	УИК №543	УИК №544	УИК №545	УИК №546	УИК №547	УИК №548	УИК №549	УИК №550	УИК №551	УИК №552	УИК №553	УИК №554	УИК №555	УИК №556	УИК №557	УИК №558	УИК №559	УИК №560	УИК №561	УИК №562	УИК №563	УИК №564	УИК №565	УИК №566	УИК №567	УИК №568	УИК №569	УИК №570	УИК №571	УИК №572	УИК №573	УИК №574	УИК №575	УИК №576	УИК №577	УИК №578	УИК №579	УИК №580	УИК №581	УИК №582	УИК №583					
1	"Число избирателей, внесенных в списки"	29747	2707	2995	1040	1244	585	212	506	477	658	239	724	787	665	249	167	945	947	249	234	191	414	231	1010	617	611	289	374	240	246	239	631	359	277	205	240	607	233	259	2953	857	195	2839					
2	"Число бюллетеней, полученных участковыми комиссиями"	29302	2661	2945	1006	1243	565	210	512	467	624	226	722	790	668	248	168	945	960	247	227	187	412	226	1011	587	621	290	376	241	246	241	618	352	268	216	234	609	235	261	2898	877	199	2663					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	15169	1428	1378	455	707	334	87	349	319	296	125	379	367	305	96	81	439	463	126	127	119	225	102	451	289	403	157	231	135	146	113	288	179	105	105	118	270	119	108	1312	411	93	1829					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	2228	73	53	13	25	56	49	7	69	67	16	44	49	43	54	50	97	39	48	60	21	23	17	296	85	46	30	53	20	30	35	57	121	127	6	27	24	40	49	62	111	17	19					
6	Число погашенных бюллетеней	11905	1160	1514	538	511	175	74	156	79	261	85	299	374	320	98	37	409	458	73	40	47	164	107	264	213	172	103	92	86	70	93	273	52	36	105	89	315	76	104	1524	355	89	815					
7	Число бюллетеней в переносных ящиках для голосования	2228	73	53	13	25	56	49	7	69	67	16	44	49	43	54	50	97	39	48	60	21	23	17	296	85	46	30	53	20	30	35	57	121	127	6	27	24	40	49	62	111	17	19					
8	Число бюллетеней в стационарных ящиках для голосования	15166	1428	1378	453	707	334	87	349	319	296	125	379	367	304	96	81	439	463	126	127	119	225	102	451	289	403	157	231	135	146	113	288	179	105	105	118	270	119	108	1312	411	93	1829					
9	Число недействительных бюллетеней	208	11	12	4	7	9	1	1	1	2	8	5	8	3	0	0	5	14	9	0	0	1	2	3	8	16	0	8	1	9	1	10	3	2	0	0	3	4	2	17	4	2	12					
10	Число действительных бюллетеней	17186	1490	1419	462	725	381	135	355	387	361	133	418	408	344	150	131	531	488	165	187	140	247	117	744	366	433	187	276	154	167	147	335	297	230	111	145	291	155	155	1357	518	108	1836					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	455	20	15	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	15	10	10	25					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	92	10	6	3	2	1	0	0	1	1	2	1	4	3	0	0	4	7	0	0	0	1	0	0	0	2	4	1	0	0	0	3	4	4	3	0	0	0	0	8	2	0	15					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	105	8	3	7	3	2	0	0	3	5	3	5	3	0	0	0	9	1	5	4	1	0	3	1	5	0	1	1	0	1	0	0	3	1	1	4	1	2	1	9	3	0	6					
14	Число погашенных открепительных удостоверений	363	10	9	7	8	9	10	10	9	9	8	9	6	7	10	10	6	3	10	10	10	9	10	10	10	8	6	9	10	10	10	7	6	6	7	10	10	10	10	7	8	10	10					
15	Число открепительных удостоверений выданных ТИК	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																	
18	"1. ""ЕДИНЕНИЕ"""	232	7	12	3	9	11	4	8	3	6	1	5	4	4	5	2	9	6	7	3	5	5	3	10	5	5	2	4	3	5	4	5	5	2	0	5	0	1	1	19	9	3	22					
		1.33%	0.46%	0.83%	0.64%	1.22%	2.82%	2.94%	2.24%	0.77%	1.65%	0.70%	1.18%	0.96%	1.15%	3.33%	1.52%	1.67%	1.19%	4.02%	1.60%	3.57%	2.01%	2.52%	1.33%	1.33%	1.11%	1.06%	1.40%	1.93%	2.84%	2.70%	1.44%	1.66%	0.86%	0.0%	3.44%	0.0%	0.62%	0.63%	1.38%	1.72%	2.72%	1.19%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	125	18	25	4	6	0	0	2	0	3	1	3	5	0	2	3	1	3	1	0	0	1	1	1	1	2	1	3	0	0	1	1	0	1	0	0	0	0	0	11	0	0	24					
		0.71%	1.19%	1.74%	0.85%	0.81%	0.0%	0.0%	0.56%	0.0%	0.82%	0.70%	0.70%	1.20%	0.0%	1.33%	2.29%	0.18%	0.59%	0.57%	0.0%	0.0%	0.40%	0.84%	0.13%	0.26%	0.44%	0.53%	1.05%	0.0%	0.0%	0.67%	0.28%	0.0%	0.43%	0.0%	0.0%	0.0%	0.0%	0.0%	0.80%	0.0%	0.0%	1.29%					
20	"3. ""РОССИЙСКАЯ ПАРТИЯ ПЕНСИОНЕРОВ И ПАРТИЯ СОЦИАЛЬНОЙ СПРАВЕДЛИВОСТИ"""	458	37	36	13	21	13	7	10	13	14	3	10	9	10	4	4	16	13	3	1	0	7	4	9	13	14	5	4	4	2	4	6	10	2	2	2	12	1	9	33	19	3	56					
		2.63%	2.46%	2.51%	2.78%	2.86%	3.33%	5.14%	2.80%	3.35%	3.85%	2.12%	2.36%	2.16%	2.88%	2.66%	3.05%	2.98%	2.58%	1.72%	0.53%	0.0%	2.82%	3.36%	1.20%	3.47%	3.11%	2.67%	1.40%	2.58%	1.13%	2.70%	1.73%	3.33%	0.86%	1.80%	1.37%	4.08%	0.62%	5.73%	2.40%	3.63%	2.72%	3.03%					
21	"4. ""Российская демократическая партия ""ЯБЛОКО"""	259	42	24	9	11	4	1	2	4	10	2	10	8	5	1	1	2	7	0	1	0	1	2	4	9	9	5	2	0	1	6	1	2	0	0	0	4	0	0	22	8	0	39					
