Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																																						
Дата голосования: 04.12.2011																																																						
																																																						
"Наименование Избирательной комиссии:    Орел, Заводская"																																																						
																																																						
Сводная таблица результатов выборов																																																						
																																																						
		Сумма	УИК №49	УИК №50	УИК №51	УИК №52	УИК №53	УИК №54	УИК №55	УИК №56	УИК №57	УИК №58	УИК №59	УИК №60	УИК №61	УИК №62	УИК №63	УИК №64	УИК №65	УИК №66	УИК №67	УИК №68	УИК №69	УИК №70	УИК №71	УИК №72	УИК №73	УИК №74	УИК №75	УИК №76	УИК №77	УИК №78	УИК №79	УИК №80	УИК №81	УИК №82	УИК №83	УИК №84	УИК №85	УИК №86	УИК №87	УИК №88	УИК №89	УИК №90	УИК №91	УИК №92	УИК №794	УИК №819	УИК №823					
1	"Число избирателей, внесенных в список избирателей"	88360	1163	960	1702	1813	2107	2482	1364	1236	947	917	1983	2114	2131	1650	2344	2416	1968	2790	989	2451	2063	2745	2003	2380	1591	1886	1800	1228	2610	2521	1235	2442	2420	2459	2761	1732	2365	1747	848	1431	1213	1966	1748	2881	1808	1056	1894					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	88482	1170	950	1714	1800	2107	2500	1364	1209	948	900	1966	1617	2130	1617	2396	2538	1986	2850	1940	2495	2056	2334	2025	2422	1600	1913	1800	1250	2550	2550	1250	2490	2460	2480	2620	1740	2400	1795	840	1460	1180	1850	1660	2860	1810	1050	1840					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	50807	667	460	1120	1052	1355	1591	791	725	462	520	1178	1352	1733	937	1374	1532	1090	1616	954	1265	1011	1145	1062	1333	885	1125	1165	602	1484	1564	668	1221	1414	1426	1571	1061	1346	1013	415	625	701	884	896	1671	1038	596	1111					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	2061	36	27	42	33	41	32	31	8	44	36	32	45	40	17	38	16	43	32	35	84	48	96	47	31	39	27	30	25	40	33	22	37	16	26	63	29	48	40	22	9	56	175	228	90	14	34	24					
6	Число погашенных избирательных бюллетеней	35612	467	463	552	715	711	877	542	476	442	344	756	220	357	663	984	990	853	1202	951	1146	997	1093	916	1056	676	761	605	623	1026	953	560	1232	1030	1028	986	650	1006	742	403	826	423	791	536	1099	758	420	705					
7	Число избирательных бюллетеней в переносных ящиках для голосования	2021	36	27	42	33	41	32	31	8	44	36	32	45	40	17	14	16	43	32	35	84	48	96	47	31	39	27	30	25	40	33	22	37	16	26	63	29	48	40	22	9	56	175	228	74	14	34	24					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	50607	667	460	1120	1051	1352	1590	791	725	462	520	1178	1351	1733	937	1222	1529	1090	1584	953	1264	1011	1145	1062	1333	885	1125	1165	602	1482	1564	668	1221	1414	1426	1569	1061	1346	1013	414	625	701	884	896	1671	1038	596	1111					
9	Число недействительных избирательных бюллетеней	951	11	7	25	18	22	25	26	12	8	15	14	17	28	13	21	20	23	38	14	18	17	24	30	23	26	17	22	12	31	19	10	22	29	27	43	15	14	19	10	17	10	22	21	42	19	11	24					
10	Число действительных избирательных бюллетеней	51677	692	480	1137	1066	1371	1597	796	721	498	541	1196	1379	1745	941	1215	1525	1110	1578	974	1330	1042	1217	1079	1341	898	1135	1173	615	1491	1578	680	1236	1401	1425	1589	1075	1380	1034	426	617	747	1037	1103	1703	1033	619	1111					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	1985	40	40	45	45	50	50	50	30	30	30	45	35	55	40	60	55	40	50	40	40	45	35	40	35	40	40	45	30	45	60	50	45	50	40	50	60	60	50	20	30	35	40	30	50	30	30	30					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	633	17	6	11	9	10	15	18	13	6	5	16	11	10	7	21	19	13	33	11	11	14	22	17	11	8	20	18	6	22	17	11	17	16	33	16	14	13	10	4	7	5	9	11	23	10	7	10					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	489	13	1	10	5	4	10	11	13	9	6	18	10	13	11	20	15	4	17	6	6	31	16	9	5	2	14	6	6	11	6	5	6	12	12	17	12	9	14	10	6	14	10	7	18	7	10	12					
14	Число погашенных неиспользованных открепительных удостоверений	1352	23	34	34	36	40	35	32	17	24	25	29	24	45	33	39	36	27	17	29	29	31	13	23	24	32	20	27	24	23	43	39	28	34	7	34	46	47	40	16	23	30	31	19	27	20	23	20					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	15	0	0	0	0	2	0	0	1	1	1	0	0	0	0	0	1	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	1	0	2	0	0	0	1	0	0	0	0	1	0	1	0	0					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																						
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	7193	98	68	151	166	187	249	114	96	92	69	180	148	204	139	151	192	151	199	164	181	147	166	163	187	133	153	175	119	216	269	94	180	198	135	219	145	197	128	49	84	123	116	160	250	119	111	158					
		13.67%	13.94%	13.96%	12.99%	15.31%	13.42%	15.35%	13.87%	13.10%	18.18%	12.41%	14.88%	10.60%	11.51%	14.57%	12.22%	12.43%	13.33%	12.31%	16.60%	13.43%	13.88%	13.38%	14.70%	13.71%	14.39%	13.28%	14.64%	18.98%	14.19%	16.84%	13.62%	14.31%	13.85%	9.30%	13.42%	13.30%	14.13%	12.16%	11.24%	13.25%	16.25%	10.95%	14.23%	14.33%	11.31%	17.62%	13.92%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	7033	118	63	137	144	162	182	99	103	70	102	169	292	260	94	168	219	129	260	122	183	144	184	168	169	118	152	132	75	185	207	78	166	176	200	191	160	164	131	64	111	93	136	165	228	109	75	176					
		13.36%	16.79%	12.94%	11.79%	13.28%	11.63%	11.22%	12.04%	14.05%	13.83%	18.35%	13.97%	20.92%	14.66%	9.85%	13.59%	14.17%	11.39%	16.09%	12.35%	13.58%	13.60%	14.83%	15.15%	12.39%	12.77%	13.19%	11.05%	11.96%	12.16%	12.96%	11.30%	13.20%	12.31%	13.77%	11.70%	14.68%	11.76%	12.44%	14.68%	17.51%	12.29%	12.84%	14.68%	13.07%	10.36%	11.90%	15.51%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	594	9	2	15	10	13	19	7	10	4	4	11	10	27	13	15	15	16	22	9	14	11	11	15	14	5	17	20	8	27	12	10	11	14	19	15	21	16	9	2	7	11	8	12	11	19	7	17					
		1.13%	1.28%	0.41%	1.29%	0.92%	0.93%	1.17%	0.85%	1.36%	0.79%	0.72%	0.91%	0.72%	1.52%	1.36%	1.21%	0.97%	1.41%	1.36%	0.91%	1.04%	1.04%	0.89%	1.35%	1.03%	0.54%	1.48%	1.67%	1.28%	1.77%	0.75%	1.45%	0.87%	0.98%	1.31%	0.92%	1.93%	1.15%	0.85%	0.46%	1.10%	1.45%	0.76%	1.07%	0.63%	1.81%	1.11%	1.50%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	20482	247	203	498	403	597	625	314	280	218	197	457	372	454	373	541	633	454	642	385	584	402	419	446	553	364	507	501	232	598	667	307	534	614	629	707	410	561	480	156	233	265	366	347	607	476	207	417					
		38.92%	35.14%	41.68%	42.86%	37.18%	42.86%	38.53%	38.20%	38.20%	43.08%	35.43%	37.77%	26.65%	25.61%	39.10%	43.77%	40.97%	40.07%	39.73%	38.97%	43.32%	37.96%	33.76%	40.22%	40.54%	39.39%	44.01%	41.92%	37.00%	39.29%	41.77%	44.49%	42.45%	42.94%	43.32%	43.32%	37.61%	40.24%	45.58%	35.78%	36.75%	35.01%	34.56%	30.87%	34.79%	45.25%	32.86%	36.74%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	1788	33	16	49	40	60	55	44	36	16	22	46	53	29	52	51	46	62	45	25	31	22	37	33	50	46	37	42	20	46	65	30	50	53	49	48	38	43	38	9	11	21	24	19	34	47	25	40					
